dates,cars_sold,y_lag_7,y_lag_14,y_lag_21,y_lag_28,y_lag_49,y_lag_70,y_lag_84,y_lag_357,y_lag_665,y_lag_643,cars_online,avg_buyprice,bookmarks,opportunity,contracts,year,quarter,month,week,day,no_sales
2023-10-31,50,79,72,86,1,89,88,74,88,52,54,3896,15600,3103,2715,480,2023,4,10,44,31,0
2023-11-01,92,91,65,64,138,64,74,68,73,89,48,3870,15634,3343,2759,396,2023,4,11,44,1,0
2023-11-02,70,70,69,71,68,92,59,47,60,49,52,3888,15606,2880,3094,509,2023,4,11,44,2,0
2023-11-03,60,58,58,72,61,81,60,52,64,75,56,3913,15586,2719,2735,518,2023,4,11,44,3,0
2023-11-04,50,13,35,29,15,28,18,32,49,61,30,3947,15540,2885,2633,385,2023,4,11,44,4,0
2023-11-05,0,0,0,0,0,4,0,0,24,21,77,4001,15538,3314,2442,280,2023,4,11,45,5,1
2023-11-06,116,85,91,77,108,81,105,87,62,68,56,3898,15575,2921,3134,558,2023,4,11,45,6,0
2023-11-07,79,50,79,72,86,83,81,70,57,82,54,3909,15550,3194,3294,547,2023,4,11,45,7,0
2023-11-08,81,92,91,65,64,72,92,79,63,69,50,3898,15535,2813,3133,563,2023,4,11,45,8,0
2023-11-09,99,70,70,69,71,59,70,63,55,54,64,3910,15521,3433,3029,475,2023,4,11,45,9,0
2023-11-10,88,60,58,58,72,81,74,78,69,71,43,3944,15529,2744,2901,451,2023,4,11,45,10,0
2023-11-11,33,50,13,35,29,29,16,11,56,53,21,4044,15510,3098,2407,343,2023,4,11,45,11,0
2023-11-12,0,0,0,0,0,0,0,0,28,34,74,4064,15530,2997,2279,307,2023,4,11,46,12,1
2023-11-13,119,116,85,91,77,87,138,101,76,78,64,3962,15531,3147,3063,525,2023,4,11,46,13,0
2023-11-14,108,79,50,79,72,73,85,88,70,71,58,3946,15554,3009,3044,535,2023,4,11,46,14,0
2023-11-15,89,81,92,91,65,84,69,74,65,56,72,3925,15490,3136,3170,476,2023,4,11,46,15,0
2023-11-16,77,99,70,70,69,72,75,59,58,41,54,3965,15439,2962,2886,566,2023,4,11,46,16,0
2023-11-17,79,88,60,58,58,70,77,60,65,59,48,3992,15394,2931,2787,472,2023,4,11,46,17,0
2023-11-18,26,33,50,13,35,39,27,18,32,53,31,4069,15368,3003,2475,395,2023,4,11,46,18,0
2023-11-19,0,0,0,0,0,0,0,0,27,20,58,4088,15368,2775,2488,316,2023,4,11,47,19,1
2023-11-20,119,119,116,85,91,77,106,105,76,76,47,3990,15387,3042,3193,602,2023,4,11,47,20,0
2023-11-21,86,108,79,50,79,1,89,81,79,69,58,3985,15361,3017,3043,540,2023,4,11,47,21,0
2023-11-22,103,89,81,92,91,138,64,92,80,54,55,3971,15327,2815,2840,491,2023,4,11,47,22,0
2023-11-23,90,77,99,70,70,68,92,70,57,48,69,4012,15318,3063,3035,513,2023,4,11,47,23,0
2023-11-24,76,79,88,60,58,61,81,74,57,52,54,4036,15318,2957,2634,445,2023,4,11,47,24,0
2023-11-25,23,26,33,50,13,15,28,16,45,56,34,4110,15257,2874,2333,365,2023,4,11,47,25,0
2023-11-26,0,0,0,0,0,0,4,0,33,30,67,4160,15257,3126,2168,283,2023,4,11,48,26,1
2023-11-27,92,119,119,116,85,108,81,138,76,77,63,4063,15305,2922,2925,602,2023,4,11,48,27,0
2023-11-28,92,86,108,79,50,86,83,85,77,56,61,4072,15281,2911,3034,547,2023,4,11,48,28,0
2023-11-29,93,103,89,81,92,64,72,69,53,54,54,4082,15259,2982,2868,481,2023,4,11,48,29,0
2023-11-30,80,90,77,99,70,71,59,75,66,50,52,4079,15256,2898,2726,494,2023,4,11,48,30,0
2023-12-01,77,76,79,88,60,72,81,77,64,64,42,4111,15189,2628,2551,466,2023,4,12,48,1,0
2023-12-02,25,23,26,33,50,29,29,27,38,43,26,4191,15176,2668,2201,358,2023,4,12,48,2,0
2023-12-03,0,0,0,0,0,0,0,0,39,21,63,4214,15175,3184,2117,287,2023,4,12,49,3,1
2023-12-04,96,92,119,119,116,77,87,106,78,74,70,4117,15223,2841,2964,526,2023,4,12,49,4,0
2023-12-05,105,92,86,108,79,72,73,89,74,64,48,4104,15261,3061,2814,511,2023,4,12,49,5,0
2023-12-06,102,93,103,89,81,65,84,64,60,58,59,4084,15248,2854,2647,468,2023,4,12,49,6,0
2023-12-07,83,80,90,77,99,69,72,92,63,72,55,4111,15217,2770,2503,437,2023,4,12,49,7,0
2023-12-08,59,77,76,79,88,58,70,81,68,54,39,4152,15154,2567,2361,393,2023,4,12,49,8,0
2023-12-09,35,25,23,26,33,35,39,28,49,48,28,4214,15131,2781,2105,355,2023,4,12,49,9,0
2023-12-10,0,0,0,0,0,0,0,4,32,31,48,4219,15137,2954,1884,274,2023,4,12,50,10,1
2023-12-11,60,96,92,119,119,91,77,81,63,58,34,4163,15140,3333,2859,546,2023,4,12,50,11,0
2023-12-12,58,105,92,86,108,79,1,83,61,47,51,4187,15112,2971,2728,499,2023,4,12,50,12,0
2023-12-13,83,102,93,103,89,91,138,72,61,58,45,4201,15090,2694,2823,467,2023,4,12,50,13,0
2023-12-14,68,83,80,90,77,70,68,59,49,55,38,4219,15107,2759,2594,457,2023,4,12,50,14,0
2023-12-15,56,59,77,76,79,58,61,81,53,69,34,4241,15084,2633,2323,419,2023,4,12,50,15,0
2023-12-16,31,35,25,23,26,13,15,29,26,54,21,4281,15051,2640,2004,334,2023,4,12,50,16,0
2023-12-17,0,0,0,0,0,0,0,0,25,34,50,4312,15062,2585,1864,258,2023,4,12,51,17,1
2023-12-18,76,60,96,92,119,85,108,87,25,67,62,4252,15080,3028,2770,469,2023,4,12,51,18,0
2023-12-19,67,58,105,92,86,50,86,73,64,63,46,4275,15035,4003,2504,486,2023,4,12,51,19,0
2023-12-20,66,83,102,93,103,92,64,84,74,61,48,4287,14997,2585,2491,396,2023,4,12,51,20,0
2023-12-21,71,68,83,80,90,70,71,72,80,54,47,4303,14946,2854,2300,447,2023,4,12,51,21,0
2023-12-22,76,56,59,77,76,60,72,70,85,52,35,4324,14911,2580,2020,368,2023,4,12,51,22,0
2023-12-23,16,31,35,25,23,50,29,39,31,42,21,4406,14850,2406,1728,276,2023,4,12,51,23,0
2023-12-24,0,0,0,0,0,0,0,0,34,26,41,4424,14856,2089,1385,188,2023,4,12,52,24,1
2023-12-25,0,76,60,96,92,116,77,77,91,63,46,4425,14855,2336,1340,157,2023,4,12,52,25,0
2023-12-26,0,67,58,105,92,79,72,1,87,70,52,4425,14855,2294,1936,281,2023,4,12,52,26,0
2023-12-27,98,66,83,102,93,81,65,138,88,48,59,4328,14857,2827,2633,416,2023,4,12,52,27,0
2023-12-28,61,71,68,83,80,99,69,68,70,59,46,4315,14850,3126,2668,478,2023,4,12,52,28,0
2023-12-29,78,76,56,59,77,88,58,61,86,55,46,4293,14875,2528,2443,444,2023,4,12,52,29,0
2023-12-30,26,16,31,35,25,33,35,15,60,39,20,4314,14864,2467,1903,311,2023,4,12,52,30,0
2023-12-31,0,0,0,0,0,0,0,0,38,28,52,4338,14882,1936,1221,165,2023,4,12,53,31,1
2024-01-01,0,0,76,60,96,119,91,108,85,48,53,4337,14882,2111,1282,151,2024,1,1,1,1,0
2024-01-02,70,0,67,58,105,108,79,86,90,34,49,4276,14874,2567,2788,492,2024,1,1,1,2,0
2024-01-03,74,98,66,83,102,89,91,64,76,51,47,4242,14832,3120,3071,553,2024,1,1,1,3,0
2024-01-04,108,61,71,68,83,77,70,71,60,45,38,4162,14798,3556,3044,552,2024,1,1,1,4,0
2024-01-05,117,78,76,56,59,79,58,72,67,38,41,4097,14789,3151,2710,527,2024,1,1,1,5,0
2024-01-06,35,26,16,31,35,26,13,29,50,34,18,4102,14805,2939,2181,308,2024,1,1,1,6,0
2024-01-07,0,0,0,0,0,0,0,0,35,21,73,4126,14801,2946,2023,228,2024,1,1,1,7,1
2024-01-08,85,0,0,76,60,119,85,77,91,50,52,4059,14811,2670,2816,513,2024,1,1,2,8,0
2024-01-09,78,70,0,67,58,86,50,72,81,62,48,4024,14696,3006,2781,552,2024,1,1,2,9,0
2024-01-10,103,74,98,66,83,103,92,65,84,46,67,3958,14644,3203,2783,531,2024,1,1,2,10,0
2024-01-11,93,108,61,71,68,90,70,69,71,48,55,3973,14623,2938,2703,483,2024,1,1,2,11,0
2024-01-12,85,117,78,76,56,76,60,58,75,47,46,4035,14593,2553,2616,464,2024,1,1,2,12,0
2024-01-13,31,35,26,16,31,23,50,35,71,35,25,4077,14595,2997,2379,364,2024,1,1,2,13,0
2024-01-14,0,0,0,0,0,0,0,0,29,21,58,4142,14563,2997,2133,290,2024,1,1,2,14,1
2024-01-15,58,85,0,0,76,92,116,91,90,41,52,4099,14584,3207,3033,542,2024,1,1,3,15,0
2024-01-16,93,78,70,0,67,92,79,79,99,46,48,4075,14607,2868,2961,527,2024,1,1,3,16,0
2024-01-17,89,103,74,98,66,93,81,91,68,52,53,4056,14544,3301,2952,541,2024,1,1,3,17,0
2024-01-18,75,93,108,61,71,80,99,70,65,59,25,4096,14521,3134,2735,507,2024,1,1,3,18,0
2024-01-19,73,85,117,78,76,77,88,58,60,46,38,4148,14501,3086,2565,465,2024,1,1,3,19,0
2024-01-20,26,31,35,26,16,25,33,13,50,46,20,4243,14520,3455,2388,408,2024,1,1,3,20,0
2024-01-21,0,0,0,0,0,0,0,0,43,20,27,4278,14536,3088,2282,328,2024,1,1,3,21,1
2024-01-22,87,58,85,0,0,96,119,85,83,52,49,4190,14545,2881,3027,542,2024,1,1,4,22,0
2024-01-23,85,93,78,70,0,105,108,50,74,53,46,4164,14542,2869,3175,570,2024,1,1,4,23,0
2024-01-24,81,89,103,74,98,102,89,92,75,49,58,4164,14486,3107,3140,519,2024,1,1,4,24,0
2024-01-25,86,75,93,108,61,83,77,70,85,47,51,4152,14435,3085,2972,574,2024,1,1,4,25,0
2024-01-26,59,73,85,117,78,59,79,60,58,38,42,4249,14445,2803,2760,487,2024,1,1,4,26,0
2024-01-27,26,26,31,35,26,35,26,50,51,41,27,4327,14436,3205,2596,393,2024,1,1,4,27,0
2024-01-28,0,0,0,0,0,0,0,0,37,18,76,4373,14454,3026,2235,287,2024,1,1,4,28,1
2024-01-29,97,87,58,85,0,60,119,116,60,73,74,4281,14458,3184,3069,574,2024,1,1,5,29,0
2024-01-30,98,85,93,78,70,58,86,79,73,52,61,4275,14475,3184,3075,547,2024,1,1,5,30,0
2024-01-31,91,81,89,103,74,83,103,81,68,48,47,4316,14492,3452,3088,546,2024,1,1,5,31,0
2024-02-01,90,86,75,93,108,68,90,99,72,67,56,4316,14451,3209,2859,541,2024,1,2,5,1,0
2024-02-02,77,59,73,85,117,56,76,88,68,55,44,4326,14432,3038,2630,517,2024,1,2,5,2,0
2024-02-03,24,26,26,31,35,31,23,33,51,46,21,4398,14445,3503,2370,442,2024,1,2,5,3,0
2024-02-04,0,0,0,0,0,0,0,0,23,25,57,4430,14459,3385,2196,289,2024,1,2,5,4,1
2024-02-05,82,97,87,58,85,76,92,119,74,58,54,4342,14465,3195,3115,607,2024,1,2,6,5,0
2024-02-06,112,98,85,93,78,67,92,108,67,52,64,4263,14416,3217,2979,552,2024,1,2,6,6,0
2024-02-07,87,91,81,89,103,66,93,89,60,48,55,4229,14436,3000,2911,564,2024,1,2,6,7,0
2024-02-08,90,90,86,75,93,71,80,77,71,53,60,4283,14444,3205,2806,472,2024,1,2,6,8,0
2024-02-09,73,77,59,73,85,76,77,79,43,25,45,4341,14445,2999,2731,459,2024,1,2,6,9,0
2024-02-10,38,24,26,26,31,16,25,26,51,38,33,4392,14458,2993,2374,412,2024,1,2,6,10,0
2024-02-11,0,0,0,0,0,0,0,0,36,20,70,4428,14456,3229,2123,288,2024,1,2,6,11,1
2024-02-12,82,82,97,87,58,0,96,119,49,27,72,4359,14435,3675,3168,539,2024,1,2,7,12,0
2024-02-13,82,112,98,85,93,0,105,86,60,49,62,4335,14450,3242,3007,586,2024,1,2,7,13,0
2024-02-14,84,87,91,81,89,98,102,103,63,46,67,4334,14475,3065,2795,521,2024,1,2,7,14,0
2024-02-15,89,90,90,86,75,61,83,90,63,58,60,4333,14448,3529,2785,488,2024,1,2,7,15,0
2024-02-16,86,73,77,59,73,78,59,76,60,51,36,4352,14448,3082,2671,501,2024,1,2,7,16,0
2024-02-17,12,38,24,26,26,26,35,23,44,42,41,4457,14454,3366,2348,400,2024,1,2,7,17,0
2024-02-18,0,0,0,0,0,0,0,0,27,27,65,4491,14470,3270,2178,307,2024,1,2,7,18,1
2024-02-19,102,82,82,97,87,0,60,92,56,76,63,4411,14468,2843,3053,617,2024,1,2,8,19,0
2024-02-20,116,82,112,98,85,70,58,92,63,74,59,4366,14417,3187,3035,565,2024,1,2,8,20,0
2024-02-21,131,84,87,91,81,74,83,93,62,61,61,4334,14397,3086,2835,589,2024,1,2,8,21,0
2024-02-22,81,89,90,90,86,108,68,80,65,47,54,4396,14395,3521,2813,492,2024,1,2,8,22,0
2024-02-23,83,86,73,77,59,117,56,77,55,56,36,4392,14439,3102,2784,465,2024,1,2,8,23,0
2024-02-24,17,12,38,24,26,35,31,25,38,44,19,4495,14434,3373,2461,393,2024,1,2,8,24,0
2024-02-25,0,0,0,0,0,0,0,0,36,21,69,4530,14425,3298,2236,290,2024,1,2,8,25,1
2024-02-26,107,102,82,82,97,85,76,96,66,57,60,4428,14443,3283,3111,586,2024,1,2,9,26,0
2024-02-27,98,116,82,112,98,78,67,105,55,54,40,4407,14439,3386,3003,586,2024,1,2,9,27,0
2024-02-28,79,131,84,87,91,103,66,102,47,64,33,4419,14427,3499,2942,593,2024,1,2,9,28,0
2024-02-29,90,81,89,90,90,93,71,83,18,55,71,4438,14418,2986,2648,491,2024,1,2,9,29,0
2024-03-01,74,83,86,73,77,85,76,59,30,60,37,4486,14460,3175,2540,460,2024,1,3,9,1,0
2024-03-02,36,17,12,38,24,31,16,35,17,45,35,4557,14463,3168,2449,401,2024,1,3,9,2,0
2024-03-03,0,0,0,0,0,0,0,0,1,33,64,4585,14453,3376,2239,310,2024,1,3,9,3,1
2024-03-04,86,107,102,82,82,58,0,60,46,70,64,4503,14440,3376,3101,625,2024,1,3,10,4,0
2024-03-05,99,98,116,82,112,93,0,58,53,72,61,4482,14439,3208,2922,538,2024,1,3,10,5,0
2024-03-06,106,79,131,84,87,89,98,83,54,62,58,4454,14430,3555,2800,552,2024,1,3,10,6,0
2024-03-07,76,90,81,89,90,75,61,68,50,67,46,4494,14438,3320,2571,507,2024,1,3,10,7,0
2024-03-08,50,74,83,86,73,73,78,56,48,60,32,4512,14446,3083,2481,452,2024,1,3,10,8,0
2024-03-09,11,36,17,12,38,26,26,31,16,36,23,4552,14436,3072,2384,401,2024,1,3,10,9,0
2024-03-10,0,0,0,0,0,0,0,0,0,41,19,4589,14433,3743,2128,304,2024,1,3,10,10,1
2024-03-11,89,86,107,102,82,87,0,76,77,65,80,4536,14451,3113,3029,585,2024,1,3,11,11,0
2024-03-12,123,99,98,116,82,85,70,67,80,63,66,4514,14419,3346,2898,602,2024,1,3,11,12,0
2024-03-13,81,106,79,131,84,81,74,66,60,59,80,4541,14409,3392,3015,556,2024,1,3,11,13,0
2024-03-14,71,76,90,81,89,86,108,71,55,61,47,4582,14404,3332,2706,508,2024,1,3,11,14,0
2024-03-15,58,50,74,83,86,59,117,76,41,54,48,4601,14360,3208,2720,516,2024,1,3,11,15,0
2024-03-16,44,11,36,17,12,26,35,16,10,36,27,4624,14355,3133,2403,407,2024,1,3,11,16,0
2024-03-17,0,0,0,0,0,0,0,0,1,19,76,4647,14351,3439,2192,321,2024,1,3,11,17,1
2024-03-18,100,89,86,107,102,97,85,0,76,69,66,4564,14363,3487,3088,625,2024,1,3,12,18,0
2024-03-19,85,123,99,98,116,98,78,0,46,60,64,4544,14386,3040,3035,552,2024,1,3,12,19,0
2024-03-20,89,81,106,79,131,91,103,98,67,40,48,4537,14368,3036,2980,577,2024,1,3,12,20,0
2024-03-21,86,71,76,90,81,90,93,61,61,33,62,4534,14329,3416,2804,544,2024,1,3,12,21,0
2024-03-22,98,58,50,74,83,77,85,78,52,71,39,4542,14289,2944,2642,524,2024,1,3,12,22,0
2024-03-23,42,44,11,36,17,24,31,26,16,37,35,4598,14269,2459,2309,407,2024,1,3,12,23,0
2024-03-24,0,0,0,0,0,0,0,0,0,35,77,4629,14261,2915,2125,262,2024,1,3,12,24,1
2024-03-25,92,100,89,86,107,82,58,0,61,64,70,4554,14256,3066,3130,618,2024,1,3,13,25,0
2024-03-26,103,85,123,99,98,112,93,70,57,64,64,4537,14247,3016,2837,573,2024,1,3,13,26,0
2024-03-27,65,89,81,106,79,87,89,74,58,61,63,4596,14217,3092,2706,536,2024,1,3,13,27,0
2024-03-28,70,86,71,76,90,90,75,108,47,58,57,4610,14197,2998,2564,523,2024,1,3,13,28,0
2024-03-29,0,98,58,50,74,73,73,117,0,46,47,4667,14194,3434,2444,463,2024,1,3,13,29,0
2024-03-30,43,42,44,11,36,38,26,35,24,32,32,4613,14174,2489,2083,355,2024,1,3,13,30,0
2024-03-31,0,0,0,0,0,0,0,0,0,23,75,4645,14159,2656,1676,256,2024,1,3,13,31,1
2024-04-01,0,92,100,89,86,82,87,85,0,19,72,4645,14159,3055,2278,368,2024,2,4,14,1,0
2024-04-02,91,103,85,123,99,82,85,78,73,80,85,4556,14160,3246,3283,620,2024,2,4,14,2,0
2024-04-03,108,65,89,81,106,84,81,103,74,66,59,4489,14182,3285,3177,576,2024,2,4,14,3,0
2024-04-04,105,70,86,71,76,89,86,93,68,80,66,4445,14182,3314,3022,598,2024,2,4,14,4,0
2024-04-05,90,0,98,58,50,86,59,85,60,47,47,4461,14206,3124,2809,513,2024,2,4,14,5,0
2024-04-06,33,43,42,44,11,12,26,31,26,48,36,4532,14226,2808,2226,460,2024,2,4,14,6,0
2024-04-07,0,0,0,0,0,0,0,0,0,27,89,4564,14230,3096,2214,299,2024,2,4,14,7,1
2024-04-08,103,0,92,100,89,102,97,58,72,76,68,4453,14210,3001,3057,653,2024,2,4,15,8,0
2024-04-09,113,91,103,85,123,116,98,93,63,66,59,4382,14218,3290,3003,571,2024,2,4,15,9,0
2024-04-10,87,108,65,89,81,131,91,89,65,64,73,4376,14259,3096,2845,603,2024,2,4,15,10,0
2024-04-11,100,105,70,86,71,81,90,75,78,48,65,4372,14271,3192,2841,562,2024,2,4,15,11,0
2024-04-12,76,90,0,98,58,83,77,73,74,62,51,4453,14275,3124,2770,587,2024,2,4,15,12,0
2024-04-13,48,33,43,42,44,17,24,26,21,39,39,4494,14283,2546,2216,411,2024,2,4,15,13,0
2024-04-14,0,0,0,0,0,0,0,0,0,35,80,4519,14284,3286,2002,308,2024,2,4,15,14,1
2024-04-15,90,103,0,92,100,107,82,87,78,77,52,4444,14290,3348,3151,598,2024,2,4,16,15,0
2024-04-16,115,113,91,103,85,98,112,85,79,70,84,4379,14276,3350,3011,621,2024,2,4,16,16,0
2024-04-17,92,87,108,65,89,79,87,81,73,64,60,4344,14280,3495,3018,564,2024,2,4,16,17,0
2024-04-18,95,100,105,70,86,90,90,86,51,63,51,4331,14315,3261,2824,560,2024,2,4,16,18,0
2024-04-19,74,76,90,0,98,74,73,59,66,57,50,4382,14369,3339,2734,497,2024,2,4,16,19,0
2024-04-20,41,48,33,43,42,36,38,26,16,47,34,4450,14403,3595,2459,444,2024,2,4,16,20,0
2024-04-21,0,0,0,0,0,0,0,0,0,32,66,4480,14402,3659,2195,267,2024,2,4,16,21,1
2024-04-22,109,90,103,0,92,86,82,97,0,75,61,4387,14381,3510,3083,609,2024,2,4,17,22,0
2024-04-23,113,115,113,91,103,99,82,98,75,72,54,4380,14390,3207,3073,571,2024,2,4,17,23,0
2024-04-24,107,92,87,108,65,106,84,91,83,85,65,4358,14377,3521,2963,616,2024,2,4,17,24,0
2024-04-25,89,95,100,105,70,76,89,90,53,59,57,4363,14363,3305,2634,501,2024,2,4,17,25,0
2024-04-26,103,74,76,90,0,50,86,77,67,66,44,4366,14319,3263,2748,567,2024,2,4,17,26,0
2024-04-27,53,41,48,33,43,11,12,24,20,47,33,4473,14342,3076,2267,411,2024,2,4,17,27,0
2024-04-28,0,0,0,0,0,0,0,0,0,36,79,4513,14346,3139,2045,315,2024,2,4,17,28,1
2024-04-29,102,109,90,103,0,89,102,82,93,89,71,4429,14373,2965,2984,618,2024,2,4,18,29,0
2024-04-30,96,113,115,113,91,123,116,112,64,68,74,4423,14364,2313,2621,534,2024,2,4,18,30,0
2024-05-01,0,107,92,87,108,81,131,87,54,59,69,4498,14388,2940,2350,407,2024,2,5,18,1,0
2024-05-02,133,89,95,100,105,71,81,90,61,73,76,4402,14363,3255,3003,616,2024,2,5,18,2,0
2024-05-03,127,103,74,76,90,58,83,73,59,65,45,4389,14364,3189,2660,540,2024,2,5,18,3,0
2024-05-04,49,53,41,48,33,44,17,38,14,51,40,4431,14387,3006,2418,445,2024,2,5,18,4,0
2024-05-05,0,0,0,0,0,0,0,0,0,39,76,4442,14391,3323,2055,324,2024,2,5,18,5,1
2024-05-06,150,102,109,90,103,100,107,82,88,80,80,4333,14393,3621,3038,642,2024,2,5,19,6,0
2024-05-07,,,,,,,,,,,,,,,,,2024,2,5,19,7,0
2024-05-08,,,,,,,,,,,,,,,,,2024,2,5,19,8,0
2024-05-09,,,,,,,,,,,,,,,,,2024,2,5,19,9,0
2024-05-10,,,,,,,,,,,,,,,,,2024,2,5,19,10,0
2024-05-11,,,,,,,,,,,,,,,,,2024,2,5,19,11,0
2024-05-12,,,,,,,,,,,,,,,,,2024,2,5,19,12,1
2024-05-13,,,,,,,,,,,,,,,,,2024,2,5,20,13,0
2024-05-14,,,,,,,,,,,,,,,,,2024,2,5,20,14,0
2024-05-15,,,,,,,,,,,,,,,,,2024,2,5,20,15,0
2024-05-16,,,,,,,,,,,,,,,,,2024,2,5,20,16,0
2024-05-17,,,,,,,,,,,,,,,,,2024,2,5,20,17,0
2024-05-18,,,,,,,,,,,,,,,,,2024,2,5,20,18,0
2024-05-19,,,,,,,,,,,,,,,,,2024,2,5,20,19,1
2024-05-20,,,,,,,,,,,,,,,,,2024,2,5,21,20,0
2024-05-21,,,,,,,,,,,,,,,,,2024,2,5,21,21,0
2024-05-22,,,,,,,,,,,,,,,,,2024,2,5,21,22,0
2024-05-23,,,,,,,,,,,,,,,,,2024,2,5,21,23,0
2024-05-24,,,,,,,,,,,,,,,,,2024,2,5,21,24,0
2024-05-25,,,,,,,,,,,,,,,,,2024,2,5,21,25,0
2024-05-26,,,,,,,,,,,,,,,,,2024,2,5,21,26,1
2024-05-27,,,,,,,,,,,,,,,,,2024,2,5,22,27,0
2024-05-28,,,,,,,,,,,,,,,,,2024,2,5,22,28,0
2024-05-29,,,,,,,,,,,,,,,,,2024,2,5,22,29,0
2024-05-30,,,,,,,,,,,,,,,,,2024,2,5,22,30,0
2024-05-31,,,,,,,,,,,,,,,,,2024,2,5,22,31,0
2024-06-01,,,,,,,,,,,,,,,,,2024,2,6,22,1,0
2024-06-02,,,,,,,,,,,,,,,,,2024,2,6,22,2,1
2024-06-03,,,,,,,,,,,,,,,,,2024,2,6,23,3,0
2024-06-04,,,,,,,,,,,,,,,,,2024,2,6,23,4,0
2024-06-05,,,,,,,,,,,,,,,,,2024,2,6,23,5,0
2024-06-06,,,,,,,,,,,,,,,,,2024,2,6,23,6,0
2024-06-07,,,,,,,,,,,,,,,,,2024,2,6,23,7,0
2024-06-08,,,,,,,,,,,,,,,,,2024,2,6,23,8,0
2024-06-09,,,,,,,,,,,,,,,,,2024,2,6,23,9,1
2024-06-10,,,,,,,,,,,,,,,,,2024,2,6,24,10,0
2024-06-11,,,,,,,,,,,,,,,,,2024,2,6,24,11,0
2024-06-12,,,,,,,,,,,,,,,,,2024,2,6,24,12,0
2024-06-13,,,,,,,,,,,,,,,,,2024,2,6,24,13,0
2024-06-14,,,,,,,,,,,,,,,,,2024,2,6,24,14,0
2024-06-15,,,,,,,,,,,,,,,,,2024,2,6,24,15,0
2024-06-16,,,,,,,,,,,,,,,,,2024,2,6,24,16,1
2024-06-17,,,,,,,,,,,,,,,,,2024,2,6,25,17,0
2024-06-18,,,,,,,,,,,,,,,,,2024,2,6,25,18,0
2024-06-19,,,,,,,,,,,,,,,,,2024,2,6,25,19,0
2024-06-20,,,,,,,,,,,,,,,,,2024,2,6,25,20,0
2024-06-21,,,,,,,,,,,,,,,,,2024,2,6,25,21,0
2024-06-22,,,,,,,,,,,,,,,,,2024,2,6,25,22,0
2024-06-23,,,,,,,,,,,,,,,,,2024,2,6,25,23,1
2024-06-24,,,,,,,,,,,,,,,,,2024,2,6,26,24,0
2024-06-25,,,,,,,,,,,,,,,,,2024,2,6,26,25,0
2024-06-26,,,,,,,,,,,,,,,,,2024,2,6,26,26,0
2024-06-27,,,,,,,,,,,,,,,,,2024,2,6,26,27,0
2024-06-28,,,,,,,,,,,,,,,,,2024,2,6,26,28,0
2024-06-29,,,,,,,,,,,,,,,,,2024,2,6,26,29,0
2024-06-30,,,,,,,,,,,,,,,,,2024,2,6,26,30,1
2024-07-01,,,,,,,,,,,,,,,,,2024,3,7,27,1,0
2024-07-02,,,,,,,,,,,,,,,,,2024,3,7,27,2,0
2024-07-03,,,,,,,,,,,,,,,,,2024,3,7,27,3,0
2024-07-04,,,,,,,,,,,,,,,,,2024,3,7,27,4,0
2024-07-05,,,,,,,,,,,,,,,,,2024,3,7,27,5,0
2024-07-06,,,,,,,,,,,,,,,,,2024,3,7,27,6,0
2024-07-07,,,,,,,,,,,,,,,,,2024,3,7,27,7,1
2024-07-08,,,,,,,,,,,,,,,,,2024,3,7,28,8,0
2024-07-09,,,,,,,,,,,,,,,,,2024,3,7,28,9,0
2024-07-10,,,,,,,,,,,,,,,,,2024,3,7,28,10,0
2024-07-11,,,,,,,,,,,,,,,,,2024,3,7,28,11,0
2024-07-12,,,,,,,,,,,,,,,,,2024,3,7,28,12,0
2024-07-13,,,,,,,,,,,,,,,,,2024,3,7,28,13,0
2024-07-14,,,,,,,,,,,,,,,,,2024,3,7,28,14,1
2024-07-15,,,,,,,,,,,,,,,,,2024,3,7,29,15,0
2024-07-16,,,,,,,,,,,,,,,,,2024,3,7,29,16,0
2024-07-17,,,,,,,,,,,,,,,,,2024,3,7,29,17,0
2024-07-18,,,,,,,,,,,,,,,,,2024,3,7,29,18,0
2024-07-19,,,,,,,,,,,,,,,,,2024,3,7,29,19,0
2024-07-20,,,,,,,,,,,,,,,,,2024,3,7,29,20,0
2024-07-21,,,,,,,,,,,,,,,,,2024,3,7,29,21,1
2024-07-22,,,,,,,,,,,,,,,,,2024,3,7,30,22,0
2024-07-23,,,,,,,,,,,,,,,,,2024,3,7,30,23,0
2024-07-24,,,,,,,,,,,,,,,,,2024,3,7,30,24,0
2024-07-25,,,,,,,,,,,,,,,,,2024,3,7,30,25,0
2024-07-26,,,,,,,,,,,,,,,,,2024,3,7,30,26,0
2024-07-27,,,,,,,,,,,,,,,,,2024,3,7,30,27,0
2024-07-28,,,,,,,,,,,,,,,,,2024,3,7,30,28,1
2024-07-29,,,,,,,,,,,,,,,,,2024,3,7,31,29,0
2024-07-30,,,,,,,,,,,,,,,,,2024,3,7,31,30,0
2024-07-31,,,,,,,,,,,,,,,,,2024,3,7,31,31,0
2024-08-01,,,,,,,,,,,,,,,,,2024,3,8,31,1,0
2024-08-02,,,,,,,,,,,,,,,,,2024,3,8,31,2,0
2024-08-03,,,,,,,,,,,,,,,,,2024,3,8,31,3,0
2024-08-04,,,,,,,,,,,,,,,,,2024,3,8,31,4,1
2024-08-05,,,,,,,,,,,,,,,,,2024,3,8,32,5,0
