price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
10-15k,Opel,Astra K,1.4 SIDI Turbo,Brown,50-60k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
+30k,Volkswagen,T6 Multivan,2.0 TDI,Silver,20-30k,100-150hp,2019,Diesel,Gear type manual,Bus,Stoff,+6.5f,35-50d
10-15k,Skoda,Fabia,1.0 MPI,Blue,30-40k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
25-30k,Nissan,Juke,1.6 Hybrid,White,0-10k,100-150hp,2022,Hybrid,Gear type automatic,SUV,Leder,4.5-5.5f,65-80d
20-25k,Ford,Focus,1.5 EcoBlue TDCi,Gray,30-40k,100-150hp,2020,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,35-50d
25-30k,Volkswagen,T-Cross,1.5 TSI ACT,Black,10-20k,100-150hp,2021,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,15-25d
15-20k,Opel,Crossland X,1.2 Turbo,Gray,0-10k,100-150hp,2019,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,15-25d
10-15k,Ford,Fiesta,1.0 EcoBoost,Black,60-70k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
10-15k,Hyundai,i20,1.2,Gray,20-30k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Ford,Mondeo,2.0 TDCi Bi-Turbo,Black,100k+,200-250hp,2016,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,35-50d
10-15k,Ford,B-Max,1.0 EcoBoost,White,20-30k,0-100hp,2015,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,80-100d
15-20k,Seat,Leon,1.8 TSI,Blue,70-80k,150-200hp,2016,Benzin,Gear type manual,Coupe,Alcantara,5.5-6.5f,65-80d
+30k,Volkswagen,Arteon,2.0 TSI,Blue,60-70k,+250hp,2017,Benzin,Gear type automatic,Limousine,Alcantara,+6.5f,0-7d
20-25k,Volkswagen,Golf VII,2.0 TSI,Black,40-50k,200-250hp,2017,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,35-50d
25-30k,Skoda,Karoq,1.5 TSI,Gray,20-30k,100-150hp,2020,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,50-65d
20-25k,Audi,A4,1.4 TFSI,Black,50-60k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
10-15k,Volkswagen,Golf VII,1.2 TSI,Blue,100k+,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Smart,fortwo,0.9 Turbo,Blue,20-30k,0-100hp,2019,Benzin,Gear type automatic,Cabrio,Stoff,4.5-5.5f,15-25d
15-20k,Hyundai,Tucson,1.6,Blue,60-70k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,25-35d
15-20k,Volkswagen,Golf VII Sportsvan,1.0 TSI,Gray,10-20k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,0-7d
25-30k,Mercedes-Benz,A-Klasse,A 250,Gray,90-100k,200-250hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,+6.5f,50-65d
15-20k,Volkswagen,Golf VII,2.0 TDI,Black,100k+,150-200hp,2016,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,25-35d
15-20k,Dacia,Dokker,1.2 TCe,Blue,60-70k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,35-50d
0-10k,Skoda,Fabia,1.2,Blue,80-90k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,7-15d
15-20k,Suzuki,Ignis,1.2 DualJet Mild-Hybrid,Yellow,20-30k,0-100hp,2021,Benzin,Gear type automatic,Limousine,Stoff,0-4.5f,35-50d
25-30k,Hyundai,i30,2.0 TGDI,Gray,40-50k,+250hp,2019,Benzin,Gear type manual,Limousine,Teilleder,+6.5f,35-50d
15-20k,Ford,Kuga,1.5 EcoBoost,Gray,60-70k,100-150hp,2018,Benzin,Gear type manual,SUV,Alcantara,5.5-6.5f,15-25d
15-20k,Citroen,C4 Grand Picasso,2.0 Blue-HDi,Black,60-70k,100-150hp,2017,Diesel,Gear type manual,Van,Stoff,0-4.5f,7-15d
15-20k,Mazda,CX-3,2.0,Brown,50-60k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,80-100d
0-10k,Renault,Twingo,0.9 Energy,White,60-70k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
20-25k,Opel,Insignia,1.5 SIDI Turbo,White,50-60k,150-200hp,2019,Benzin,Gear type automatic,Kombi,Stoff,5.5-6.5f,35-50d
0-10k,Fiat,500,1.2,Black,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Leder,4.5-5.5f,35-50d
10-15k,Opel,Karl,1.0,White,0-10k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
25-30k,Volkswagen,T6 Transporter,2.0 TDI,Blue,50-60k,100-150hp,2018,Diesel,Gear type manual,Kombi,Stoff,5.5-6.5f,7-15d
15-20k,Volkswagen,Golf VII Sportsvan,1.0 TSI,Gray,10-20k,100-150hp,2018,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,50-65d
15-20k,Volkswagen,Golf VII,1.6 TDI,Gray,50-60k,100-150hp,2019,Diesel,Gear type automatic,Kombi,Alcantara,0-4.5f,35-50d
25-30k,Volkswagen,Passat,2.0 TDI,Gray,100k+,200-250hp,2018,Diesel,Gear type automatic,Kombi,Leder,5.5-6.5f,65-80d
0-10k,Smart,fortwo,1.0,White,40-50k,0-100hp,2014,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,7-15d
10-15k,Skoda,Citigo,1.0 MPI,Red,20-30k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
+30k,BMW,5er,530d,Black,90-100k,+250hp,2017,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,0-7d
15-20k,Volkswagen,Golf VII,1.6 TDI,White,100k+,100-150hp,2017,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
10-15k,Skoda,Fabia,1.2 TSI,Black,80-90k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Opel,Corsa,1.4,White,50-60k,0-100hp,2015,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Smart,fortwo,0.9 Turbo,Black,40-50k,0-100hp,2017,Benzin,Gear type automatic,Cabrio,Stoff,0-4.5f,15-25d
20-25k,Audi,A6,2.0 TDI,Black,100k+,150-200hp,2015,Diesel,Gear type automatic,Kombi,Alcantara,4.5-5.5f,7-15d
20-25k,Dacia,Duster II,1.3 TCe,White,10-20k,100-150hp,2021,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,100+
15-20k,Renault,Kadjar,1.2 TCe Energy,Blue,60-70k,100-150hp,2016,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,0-7d
25-30k,Toyota,RAV 4,2.5 Hybrid,White,40-50k,150-200hp,2017,Hybrid,Gear type automatic,SUV,Stoff,4.5-5.5f,35-50d
10-15k,Volkswagen,up!,1.0 TSI,Blue,50-60k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
15-20k,Renault,Kadjar,1.2 TCe,Blue,40-50k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,35-50d
10-15k,Opel,Corsa,1.4 Turbo,Red,40-50k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Opel,Corsa,1.4,Gray,70-80k,0-100hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,65-80d
+30k,Volvo,V 90,2.0 D5,Black,100k+,200-250hp,2018,Diesel,Gear type automatic,Kombi,Leder,5.5-6.5f,7-15d
25-30k,Volkswagen,Passat,1.8 TSI,Gray,40-50k,150-200hp,2018,Benzin,Gear type automatic,Kombi,Alcantara,5.5-6.5f,50-65d
15-20k,Ford,Focus,2.0 EcoBlue,Gray,60-70k,100-150hp,2019,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,35-50d
+30k,BMW,X3,xDrive 35d,Gray,50-60k,+250hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,0-7d
15-20k,Fiat,500C,1.0 Mild-Hybrid,White,0-10k,0-100hp,2021,Benzin,Gear type manual,Cabrio,Stoff,0-4.5f,7-15d
0-10k,Opel,Karl,1.0,White,60-70k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
10-15k,Ford,Fiesta,1.1,Gray,20-30k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
0-10k,Skoda,Citigo,1.0 MPI,Green,20-30k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
25-30k,Hyundai,i30,2.0 TGDI,Black,20-30k,+250hp,2019,Benzin,Gear type manual,Limousine,Stoff,+6.5f,50-65d
25-30k,Volkswagen,T-Roc,1.5 TSI,Black,40-50k,100-150hp,2018,Benzin,Gear type automatic,SUV,Teilleder,4.5-5.5f,7-15d
10-15k,Skoda,Fabia,1.2 TSI,Silver,60-70k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,80-100d
20-25k,Ford,Focus,1.5 TDCi EcoBlue,White,20-30k,100-150hp,2020,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,25-35d
25-30k,Skoda,Superb,2.0 TDI,Black,40-50k,150-200hp,2019,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,80-100d
+30k,Seat,Tarraco,1.4 TSI e-HYBRID,White,10-20k,200-250hp,2020,Hybrid,Gear type automatic,SUV,Stoff,0-4.5f,50-65d
20-25k,Ford,Kuga,1.5 EcoBoost,White,50-60k,150-200hp,2017,Benzin,Gear type automatic,SUV,Alcantara,+6.5f,35-50d
10-15k,Skoda,Fabia,1.2 TSI,Gray,40-50k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
10-15k,Smart,fortwo,1.0,Red,40-50k,0-100hp,2017,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,50-65d
10-15k,Opel,Meriva,1.4 Turbo,Silver,30-40k,100-150hp,2014,Benzin,Gear type automatic,Van,Stoff,5.5-6.5f,35-50d
15-20k,Volkswagen,Golf VII,1.0 TSI,White,70-80k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
10-15k,Skoda,Yeti,1.4 TSI,Black,70-80k,100-150hp,2015,Benzin,Gear type manual,SUV,Stoff,+6.5f,25-35d
10-15k,BMW,1er,114i,Orange,40-50k,100-150hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
0-10k,Renault,Twingo,0.9 Energy,Gray,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
10-15k,Nissan,Micra,1.5 dCi,Black,50-60k,0-100hp,2017,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
15-20k,Mercedes-Benz,C-Klasse,C 220 d,Black,100k+,150-200hp,2014,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,0-7d
15-20k,Mazda,CX-3,2.0,Blue,80-90k,100-150hp,2017,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
15-20k,Mercedes-Benz,A-Klasse,A 200,White,80-90k,150-200hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,35-50d
0-10k,Hyundai,i10,1.0,White,60-70k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
20-25k,Volkswagen,Scirocco,2.0 TSI,Yellow,30-40k,150-200hp,2016,Benzin,Gear type automatic,Coupe,Leder,5.5-6.5f,35-50d
15-20k,Audi,A4,1.8 TFSI,White,100k+,150-200hp,2014,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,7-15d
15-20k,Ford,Fiesta,1.6 EcoBoost,Orange,70-80k,150-200hp,2017,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,50-65d
15-20k,Volkswagen,Touran,1.2 TSI,Gray,60-70k,100-150hp,2017,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,35-50d
20-25k,Audi,Q2,30 TDI,White,70-80k,100-150hp,2019,Diesel,Gear type automatic,SUV,Stoff,4.5-5.5f,35-50d
25-30k,MINI,MINI,Cooper S,Black,30-40k,150-200hp,2019,Benzin,Gear type automatic,Limousine,Leder,5.5-6.5f,80-100d
20-25k,Volkswagen,Sharan,2.0 TDI,Silver,50-60k,100-150hp,2016,Diesel,Gear type manual,Van,Stoff,4.5-5.5f,7-15d
20-25k,Abarth,595,1.4,Red,20-30k,150-200hp,2019,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,50-65d
10-15k,Citroen,C1,1.0 VTi,Red,10-20k,0-100hp,2019,Benzin,Gear type manual,Kombi,Stoff,0-4.5f,0-7d
10-15k,Opel,Astra K,1.4 SIDI Turbo,Silver,60-70k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,80-100d
15-20k,Peugeot,3008,2.0 Blue-HDi,Red,100k+,100-150hp,2017,Diesel,Gear type manual,SUV,Teilleder,4.5-5.5f,50-65d
10-15k,Fiat,Panda,1.0 Mild-Hybrid,White,10-20k,0-100hp,2020,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
10-15k,Seat,Leon,1.4 TSI,Black,100k+,100-150hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,35-50d
15-20k,Volkswagen,Golf VII,1.5 TSI,Gray,60-70k,100-150hp,2018,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,25-35d
0-10k,Hyundai,i20,1.2,Gold,30-40k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Volkswagen,Polo,1.2 TSI,Gray,40-50k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
25-30k,Hyundai,i30,2.0 TGDI,Gray,20-30k,+250hp,2020,Benzin,Gear type manual,Limousine,Stoff,+6.5f,50-65d
15-20k,Mitsubishi,Outlander,2.0 MIVEC,Gray,50-60k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,+6.5f,100+
15-20k,Audi,A4,2.0 TDI,Green,90-100k,150-200hp,2017,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,0-7d
0-10k,Dacia,Dokker,1.6,Blue,30-40k,0-100hp,2015,Benzin,Gear type manual,Kombi,Stoff,+6.5f,0-7d
10-15k,Ford,Fiesta,1.1,Blue,20-30k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
20-25k,Audi,A4,2.0 TFSI,Blue,100k+,+250hp,2016,Benzin,Gear type automatic,Kombi,Stoff,5.5-6.5f,65-80d
15-20k,Jeep,Cherokee,2.2 M-Jet,White,100k+,150-200hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,35-50d
+30k,Seat,Tarraco,2.0 TDI,Gray,30-40k,150-200hp,2019,Diesel,Gear type automatic,SUV,Teilleder,5.5-6.5f,15-25d
20-25k,Seat,Leon,1.5 TSI ACT,Gray,30-40k,100-150hp,2019,Benzin,Gear type automatic,Kombi,Teilleder,4.5-5.5f,65-80d
10-15k,Volkswagen,Tiguan,1.4 TSI,Black,100k+,100-150hp,2014,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,15-25d
25-30k,Alfa Romeo,Stelvio,2.0 Turbo,Black,60-70k,150-200hp,2017,Benzin,Gear type automatic,SUV,Leder,+6.5f,25-35d
+30k,Mercedes-Benz,GLE-Klasse,GLE 350 d,Black,30-40k,+250hp,2017,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,15-25d
10-15k,Volkswagen,Polo,1.2 TSI,Red,40-50k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,80-100d
10-15k,Dacia,Duster II,1.6 SCe,Black,30-40k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,65-80d
15-20k,Citroen,C4 Picasso,1.6 THP,Red,40-50k,150-200hp,2014,Benzin,Gear type automatic,Van,Teilleder,5.5-6.5f,35-50d
25-30k,Skoda,Kodiaq,2.0 TDI,Blue,70-80k,100-150hp,2017,Diesel,Gear type automatic,SUV,Stoff,4.5-5.5f,100+
15-20k,Seat,Ateca,2.0 TDI,White,50-60k,100-150hp,2016,Diesel,Gear type manual,SUV,Alcantara,4.5-5.5f,50-65d
20-25k,Seat,Leon,2.0 TSI,White,100k+,+250hp,2015,Benzin,Gear type automatic,Kombi,Teilleder,+6.5f,50-65d
20-25k,Volkswagen,Golf VII,2.0 TDI,Brown,60-70k,150-200hp,2017,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,35-50d
15-20k,Skoda,Fabia,1.0 TSI,White,10-20k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,0-4.5f,15-25d
15-20k,Audi,A3,2.0 TDI,Black,100k+,100-150hp,2017,Diesel,Gear type automatic,Limousine,Leder,4.5-5.5f,7-15d
20-25k,Volkswagen,T-Roc,1.0 TSI,White,40-50k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,100+
15-20k,Citroen,C4 Cactus,1.2 e-THP,Gray,0-10k,100-150hp,2020,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,0-7d
25-30k,Mercedes-Benz,C-Klasse,C 350e,Blue,100k+,200-250hp,2017,Hybrid,Gear type automatic,Kombi,Leder,0-4.5f,65-80d
15-20k,Mazda,CX-3,2.0,White,20-30k,100-150hp,2016,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,35-50d
15-20k,Audi,A1,1.4 TDI,Blue,40-50k,0-100hp,2018,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
+30k,Cupra,Leon,1.4 e-HYBRID,White,10-20k,200-250hp,2021,Hybrid,Gear type automatic,Limousine,Teilleder,0-4.5f,0-7d
20-25k,Ford,Focus,1.5 EcoBoost,Blue,40-50k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,35-50d
10-15k,Hyundai,i20,1.2,Gray,20-30k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
20-25k,BMW,2er,220d,White,60-70k,150-200hp,2015,Diesel,Gear type automatic,Cabrio,Leder,0-4.5f,7-15d
20-25k,BMW,X1,sDrive 18d,Gray,20-30k,100-150hp,2016,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,35-50d
10-15k,Ford,Ka+,1.2 Ti-VCT,White,20-30k,0-100hp,2019,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,50-65d
10-15k,Renault,Clio,0.9 TCe,White,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
25-30k,Mercedes-Benz,E-Klasse,E 200 d,Blue,80-90k,100-150hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,4.5-5.5f,65-80d
0-10k,Skoda,Fabia,1.0 MPI,Red,80-90k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
25-30k,Mazda,MX-5,1.5,Red,0-10k,100-150hp,2020,Benzin,Gear type manual,Cabrio,Leder,5.5-6.5f,35-50d
10-15k,Audi,A1,1.0 TFSI,Red,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
0-10k,Alfa Romeo,MiTo,1.4,White,40-50k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,80-100d
15-20k,Ford,EcoSport,1.0 EcoBoost,Black,40-50k,100-150hp,2019,Benzin,Gear type manual,SUV,Teilleder,0-4.5f,35-50d
+30k,MINI,Countryman,Cooper S E Hybrid,Gray,20-30k,200-250hp,2020,Hybrid,Gear type automatic,SUV,Teilleder,0-4.5f,50-65d
20-25k,Ford,Focus,1.5 EcoBoost,Red,30-40k,100-150hp,2019,Benzin,Gear type automatic,Kombi,Leder,5.5-6.5f,35-50d
15-20k,Volkswagen,Golf VII,1.6 TDI,Gray,40-50k,100-150hp,2015,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,15-25d
20-25k,Citroen,C5 Aircross,1.6 PureTech,Gray,50-60k,150-200hp,2019,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,80-100d
0-10k,Renault,Twingo,1.0 SCe,Red,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
+30k,Mercedes-Benz,C-Klasse,C 250,Black,30-40k,200-250hp,2018,Benzin,Gear type automatic,Coupe,Alcantara,5.5-6.5f,100+
20-25k,Hyundai,Kona,1.6 TGDI,Gray,20-30k,150-200hp,2018,Benzin,Gear type automatic,SUV,Leder,+6.5f,0-7d
25-30k,BMW,5er,520d,Black,50-60k,150-200hp,2016,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,0-7d
25-30k,Volkswagen,Tiguan,2.0 TDI,Beige,20-30k,100-150hp,2018,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,35-50d
10-15k,Renault,Clio,1.0 TCe,Gray,30-40k,100-150hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Hyundai,i20,1.0 TGDI,Red,40-50k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
25-30k,Mercedes-Benz,B-Klasse,B 180 d,Black,30-40k,100-150hp,2019,Diesel,Gear type automatic,Van,Leder,0-4.5f,35-50d
15-20k,Opel,Mokka X,1.4 Turbo,Black,40-50k,100-150hp,2017,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,80-100d
10-15k,Toyota,AYGO,1.0-VVT-i,White,10-20k,0-100hp,2020,Benzin,Gear type manual,Kombi,Stoff,0-4.5f,25-35d
0-10k,Dacia,Sandero II,1.2,Gray,70-80k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Nissan,Juke,1.6,Black,50-60k,200-250hp,2015,Benzin,Gear type automatic,SUV,Alcantara,+6.5f,35-50d
25-30k,Volkswagen,Golf VII,1.4 GTE,White,30-40k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Leder,0-4.5f,100+
10-15k,Toyota,Auris,1.2 Turbo,Red,60-70k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
15-20k,Ford,Focus,1.5 EcoBlue TDCi,Gray,80-90k,100-150hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,15-25d
10-15k,Skoda,Fabia,1.0 MPI,White,20-30k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
10-15k,Toyota,Verso,1.8,Brown,80-90k,100-150hp,2014,Benzin,Gear type manual,Van,Stoff,+6.5f,7-15d
15-20k,Skoda,Octavia,1.4 TSI,Gray,50-60k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
10-15k,Volkswagen,Tiguan,1.4 TSI,Black,60-70k,100-150hp,2012,Benzin,Gear type manual,SUV,Alcantara,5.5-6.5f,25-35d
10-15k,Volkswagen,Golf VII,1.2 TSI,Gray,80-90k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,Mazda,3,2.0,Red,100k+,100-150hp,2016,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,35-50d
10-15k,Renault,Megane,1.5 dCi Energy,Black,90-100k,100-150hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,15-25d
15-20k,Mercedes-Benz,A-Klasse,A 220 CDI,Gray,60-70k,150-200hp,2015,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,50-65d
10-15k,Volkswagen,Polo,1.0,Silver,50-60k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Hyundai,Tucson,1.6 TGDI,Beige,30-40k,150-200hp,2016,Benzin,Gear type manual,SUV,Stoff,+6.5f,35-50d
25-30k,Skoda,Karoq,1.5 TSI,Gray,30-40k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,35-50d
20-25k,Mercedes-Benz,A-Klasse,A 200,Black,30-40k,150-200hp,2018,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,35-50d
0-10k,Ford,Fiesta,1.25,Blue,80-90k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
0-10k,Opel,Corsa,1.4,White,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
15-20k,Skoda,Octavia,1.4 TSI,Black,100k+,100-150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,35-50d
10-15k,Fiat,Tipo,1.4,Red,30-40k,0-100hp,2019,Benzin,Gear type manual,Kombi,Stoff,+6.5f,35-50d
10-15k,Seat,Leon,2.0 TDI,Black,90-100k,100-150hp,2015,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,25-35d
15-20k,Audi,A3,30 TFSI,Black,60-70k,100-150hp,2018,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,50-65d
10-15k,BMW,1er,116d,Black,90-100k,100-150hp,2013,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
15-20k,Skoda,Yeti,1.4 TSI,White,40-50k,100-150hp,2016,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,0-7d
20-25k,Volkswagen,Golf VII,2.0 TDI,Gray,70-80k,150-200hp,2018,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,50-65d
0-10k,Smart,fortwo,1.0,Yellow,20-30k,0-100hp,2017,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,7-15d
15-20k,Volkswagen,Golf VII,1.2 TSI,Gray,20-30k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,35-50d
10-15k,Volkswagen,Polo,1.0,White,40-50k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
+30k,Mercedes-Benz,CLA-Klasse,CLA 45 AMG,Gray,70-80k,+250hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,+6.5f,0-7d
10-15k,Ford,Kuga,2.0 TDCi,Blue,90-100k,100-150hp,2014,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,25-35d
15-20k,Volkswagen,Golf,1.0 TSI,Gray,30-40k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Dacia,Sandero III,1.0 TCe,Red,30-40k,0-100hp,2021,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
+30k,Hyundai,Tucson,1.6 T-GDI Hybrid,Gray,10-20k,200-250hp,2021,Hybrid,Gear type automatic,SUV,Teilleder,5.5-6.5f,25-35d
10-15k,Renault,Captur,0.9 Energy,Gray,0-10k,0-100hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,80-100d
