price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
20-25k,Jaguar,XF,20d,White,70-80k,150-200hp,2017,Diesel,Gear type automatic,Limousine,Leder,0-4.5f,15-25d
15-20k,Jeep,Compass,1.4 M-Air,Green,70-80k,100-150hp,2017,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,35-50d
15-20k,Audi,A3,1.4 TFSI ACT,Black,80-90k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
15-20k,Nissan,Juke,1.6,Red,30-40k,100-150hp,2017,Benzin,Gear type automatic,SUV,Teilleder,5.5-6.5f,15-25d
25-30k,Volkswagen,Golf VII,2.0 TSI,Blue,50-60k,+250hp,2016,Benzin,Gear type automatic,Kombi,Stoff,+6.5f,65-80d
0-10k,Opel,Corsa,1.4,Red,60-70k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,65-80d
15-20k,Mazda,CX-3,2.0,Blue,70-80k,100-150hp,2017,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,25-35d
25-30k,Audi,A5,3.0 V6 TDI,Brown,20-30k,200-250hp,2016,Diesel,Gear type automatic,Cabrio,Leder,5.5-6.5f,25-35d
10-15k,Seat,Leon,1.2 TSI,Green,70-80k,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
20-25k,BMW,2er,218i Active Tourer,Black,20-30k,100-150hp,2019,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,15-25d
20-25k,Ford,Kuga,1.5 EcoBoost,Gray,40-50k,100-150hp,2018,Benzin,Gear type manual,SUV,Leder,5.5-6.5f,65-80d
+30k,Volkswagen,Passat,1.4 GTE,Black,0-10k,200-250hp,2020,Hybrid,Gear type automatic,Kombi,Leder,0-4.5f,35-50d
15-20k,Mercedes-Benz,A-Klasse,A 200 CDI,White,70-80k,100-150hp,2013,Diesel,Gear type manual,Limousine,Teilleder,0-4.5f,65-80d
20-25k,BMW,X1,sDrive 18i,Gray,20-30k,100-150hp,2016,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,25-35d
15-20k,Opel,Astra K,1.2 Turbo,Black,30-40k,100-150hp,2020,Benzin,Gear type manual,Kombi,Stoff,0-4.5f,0-7d
15-20k,Ford,Grand C-Max,1.5 EcoBoost,Black,10-20k,100-150hp,2016,Benzin,Gear type automatic,Van,Stoff,+6.5f,65-80d
15-20k,Volkswagen,Golf VII,1.6 TDI,Gray,60-70k,100-150hp,2017,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,0-7d
15-20k,BMW,1er,118i,Black,40-50k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,BMW,X1,sDrive 18d,Gray,70-80k,100-150hp,2014,Diesel,Gear type automatic,SUV,Stoff,4.5-5.5f,15-25d
25-30k,Volkswagen,Golf VII,2.0 TSI,Black,60-70k,200-250hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,35-50d
10-15k,Renault,Captur,0.9 Energy,Blue,30-40k,0-100hp,2016,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,100+
20-25k,Mercedes-Benz,B-Klasse,B 180,Gray,10-20k,100-150hp,2016,Benzin,Gear type automatic,Van,Teilleder,4.5-5.5f,100+
20-25k,BMW,2er,225xe Active Tourer,Gray,50-60k,200-250hp,2017,Hybrid,Gear type automatic,Van,Stoff,0-4.5f,50-65d
25-30k,Mercedes-Benz,C-Klasse,C 220 d,White,100k+,150-200hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,4.5-5.5f,35-50d
+30k,Mercedes-Benz,E-Klasse,E 200 d,Silver,40-50k,100-150hp,2019,Diesel,Gear type automatic,Kombi,Teilleder,4.5-5.5f,50-65d
20-25k,Ford,Focus,2.0 EcoBoost,Blue,70-80k,200-250hp,2017,Benzin,Gear type manual,Limousine,Teilleder,+6.5f,0-7d
10-15k,Volkswagen,up!,1.0,White,50-60k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,80-100d
20-25k,Volkswagen,Golf VII,1.5 TSI,White,0-10k,100-150hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Kia,Soul,1.6 GDI,Black,70-80k,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,+6.5f,7-15d
15-20k,BMW,2er,220d Active Tourer,Blue,100k+,150-200hp,2016,Diesel,Gear type automatic,Van,Stoff,4.5-5.5f,15-25d
15-20k,Ford,Kuga,2.0 TDCi,Gray,100k+,100-150hp,2017,Diesel,Gear type automatic,SUV,Teilleder,4.5-5.5f,50-65d
+30k,Mercedes-Benz,A-Klasse,A 250,Gray,20-30k,200-250hp,2018,Benzin,Gear type automatic,Limousine,Leder,5.5-6.5f,80-100d
20-25k,Volkswagen,Golf VII,2.0 TSI,Black,30-40k,200-250hp,2016,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,7-15d
20-25k,Ford,Focus,2.0 EcoBlue,Gray,60-70k,100-150hp,2019,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,7-15d
0-10k,Fiat,500,0.9,Black,70-80k,100-150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,0-4.5f,7-15d
10-15k,Fiat,500,1.2,Red,40-50k,0-100hp,2017,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,7-15d
0-10k,Ford,Fiesta,1.0,Silver,30-40k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
25-30k,Hyundai,Tucson,1.6 TGDI,Red,40-50k,150-200hp,2019,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,80-100d
10-15k,Renault,Clio,1.2 TCe Energy,Gray,40-50k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,0-7d
10-15k,Smart,forfour,1.0,Black,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
15-20k,Renault,Megane,1.6 TCe Energy,Gray,60-70k,200-250hp,2017,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,25-35d
0-10k,Volkswagen,Polo,1.4 FSI,Silver,80-90k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,15-25d
10-15k,Ford,Focus,1.0 EcoBoost,Gray,80-90k,100-150hp,2016,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
10-15k,Peugeot,308,1.2 e-THP,White,90-100k,100-150hp,2016,Benzin,Gear type automatic,Kombi,Stoff,0-4.5f,25-35d
10-15k,Skoda,Fabia,1.0 MPI,Silver,60-70k,0-100hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
10-15k,Toyota,Yaris,1.0,Black,10-20k,0-100hp,2020,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
20-25k,Mercedes-Benz,C-Klasse,C 200 d,Red,80-90k,100-150hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,0-4.5f,100+
10-15k,Renault,Captur,0.9 Energy,Black,30-40k,0-100hp,2013,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,7-15d
0-10k,Peugeot,108,1.0 VTi,White,100k+,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
20-25k,Skoda,Octavia,2.0 TSI,Gray,70-80k,200-250hp,2017,Benzin,Gear type automatic,Kombi,Alcantara,+6.5f,0-7d
15-20k,Fiat,Tipo,1.4 Turbo,Black,30-40k,100-150hp,2019,Benzin,Gear type manual,Kombi,Teilleder,+6.5f,0-7d
15-20k,Citroen,Berlingo,1.5 Blue-HDi,Black,60-70k,100-150hp,2018,Diesel,Gear type manual,Van,Stoff,0-4.5f,65-80d
10-15k,Hyundai,i20,1.2,White,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Fiat,500C,1.2,Black,30-40k,0-100hp,2017,Benzin,Gear type manual,Cabrio,Stoff,4.5-5.5f,50-65d
10-15k,Volkswagen,Polo,1.2 TSI,Gray,40-50k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
20-25k,Audi,A4,2.0 TDI,Black,90-100k,100-150hp,2018,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
20-25k,Kia,XCeed,1.0 TGDI,White,0-10k,100-150hp,2021,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,100+
15-20k,Ford,Kuga,1.5 EcoBoost,White,40-50k,100-150hp,2017,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,50-65d
15-20k,BMW,1er,118i,White,80-90k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Alcantara,4.5-5.5f,50-65d
20-25k,BMW,X3,xDrive 35d,Gray,100k+,+250hp,2013,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,15-25d
0-10k,Ford,B-Max,1.0 EcoBoost,Orange,80-90k,0-100hp,2013,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,0-7d
25-30k,Seat,Alhambra,2.0 TDI,Blue,70-80k,150-200hp,2016,Diesel,Gear type manual,Van,Alcantara,4.5-5.5f,25-35d
+30k,Audi,Q7,3.0 V6 TDI,Black,100k+,+250hp,2015,Diesel,Gear type automatic,SUV,Alcantara,5.5-6.5f,80-100d
+30k,Ford,Transit,2.0 TDCi,Gray,60-70k,150-200hp,2018,Diesel,Gear type automatic,Kombi,Leder,+6.5f,0-7d
10-15k,Ford,Fiesta,1.1,Blue,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Seat,Arona,1.0 TSI,Blue,20-30k,100-150hp,2019,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,15-25d
10-15k,Ford,Focus,1.0 EcoBoost,White,70-80k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
15-20k,Toyota,Auris Touring Sports,1.8 Hybrid,Gray,70-80k,0-100hp,2017,Hybrid,Gear type automatic,Kombi,Stoff,0-4.5f,35-50d
10-15k,Peugeot,2008,1.6,Brown,50-60k,100-150hp,2014,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,7-15d
10-15k,Dacia,Dokker,1.6 SCe,Blue,50-60k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,0-7d
+30k,Ford,Galaxy,2.0 EcoBlue,Gray,20-30k,150-200hp,2018,Diesel,Gear type automatic,Van,Stoff,4.5-5.5f,7-15d
15-20k,Smart,fortwo,0.9 Turbo,Blue,30-40k,0-100hp,2017,Benzin,Gear type automatic,Cabrio,Leder,0-4.5f,25-35d
20-25k,Volkswagen,Touran,2.0 TDI,Blue,70-80k,100-150hp,2018,Diesel,Gear type automatic,Van,Stoff,4.5-5.5f,7-15d
20-25k,Audi,A4,2.0 TDI,Silver,100k+,100-150hp,2016,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,15-25d
15-20k,Hyundai,Tucson,1.7 CRDi,White,10-20k,100-150hp,2016,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,50-65d
10-15k,Ford,Fiesta,1.0 EcoBoost,Blue,50-60k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,80-100d
15-20k,Skoda,Octavia,1.5 TSI,Red,50-60k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,50-65d
15-20k,Skoda,Octavia,1.6 TDI,White,70-80k,100-150hp,2018,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,80-100d
25-30k,Hyundai,i30,2.0 TGDI,White,20-30k,+250hp,2019,Benzin,Gear type manual,Limousine,Alcantara,+6.5f,100+
20-25k,Nissan,X-Trail,2.0 dCi,Green,50-60k,150-200hp,2017,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,100+
15-20k,Volkswagen,Touran,1.2 TSI,Gray,50-60k,100-150hp,2017,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,0-7d
20-25k,Mercedes-Benz,C-Klasse,C 180 CGI,White,50-60k,150-200hp,2017,Benzin,Gear type automatic,Kombi,Teilleder,5.5-6.5f,65-80d
20-25k,Audi,A4,2.0 TDI,Gray,80-90k,150-200hp,2017,Diesel,Gear type automatic,Kombi,Alcantara,0-4.5f,35-50d
10-15k,Volkswagen,Golf VII,2.0 TDI,Black,100k+,100-150hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
15-20k,Seat,Arona,1.0 TSI,Blue,20-30k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,35-50d
10-15k,Seat,Leon,2.0 TDI,White,90-100k,100-150hp,2015,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
25-30k,Volkswagen,Taigo,1.0 TSI,Black,10-20k,100-150hp,2022,Benzin,Gear type automatic,SUV,Teilleder,4.5-5.5f,15-25d
20-25k,Ford,Focus,1.5 EcoBoost,Black,40-50k,100-150hp,2019,Benzin,Gear type automatic,Kombi,Stoff,5.5-6.5f,7-15d
15-20k,Hyundai,Tucson,1.6,Black,80-90k,100-150hp,2017,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,15-25d
0-10k,Opel,Adam,1.2,White,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,15-25d
15-20k,Opel,Astra K,1.0,Gray,80-90k,100-150hp,2018,Benzin,Gear type automatic,Kombi,Stoff,0-4.5f,25-35d
25-30k,Audi,Q5,3.0 V6 TDI,Black,100k+,+250hp,2016,Diesel,Gear type automatic,SUV,Alcantara,5.5-6.5f,0-7d
+30k,Audi,S3,2.0 TFSI,Blue,60-70k,+250hp,2015,Benzin,Gear type automatic,Cabrio,Alcantara,+6.5f,65-80d
15-20k,Dacia,Duster II,1.3 TCe,Red,0-10k,100-150hp,2021,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,35-50d
10-15k,Volkswagen,Golf VII,1.6 TDI,White,100k+,100-150hp,2015,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,100+
15-20k,Dacia,Dokker,1.2 TCe,Gray,50-60k,100-150hp,2019,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,7-15d
10-15k,BMW,1er,116i,Red,100k+,100-150hp,2014,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Volkswagen,Touran,2.0 TDI,Brown,100k+,100-150hp,2015,Diesel,Gear type manual,Van,Alcantara,0-4.5f,0-7d
20-25k,Audi,A3 Limousine,30 TFSI,Black,40-50k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
0-10k,Smart,fortwo,1.0,White,30-40k,0-100hp,2015,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,65-80d
15-20k,Volkswagen,Polo,1.2 TSI,Blue,30-40k,0-100hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
20-25k,Skoda,Superb,2.0 TDI,Gray,60-70k,150-200hp,2016,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,0-7d
15-20k,Opel,Astra K,1.4 SIDI Turbo,White,20-30k,100-150hp,2019,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,25-35d
10-15k,Ford,Focus,1.5 EcoBoost,Gray,70-80k,150-200hp,2015,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,7-15d
10-15k,Skoda,Rapid,1.4 TDI,Green,60-70k,0-100hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
10-15k,Ford,Fiesta,1.0 EcoBoost,Black,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
10-15k,Renault,Twingo,0.9 Energy,Red,10-20k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
25-30k,Volvo,XC 40,2.0 D4,Black,50-60k,150-200hp,2018,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,65-80d
15-20k,Audi,Q3,2.0 TFSI,Gray,100k+,150-200hp,2013,Benzin,Gear type manual,SUV,Stoff,+6.5f,35-50d
15-20k,Ford,Fiesta,1.0 EcoBoost,Gray,20-30k,100-150hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Seat,Leon,1.0 TSI,Brown,40-50k,100-150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,0-4.5f,25-35d
10-15k,Volkswagen,Polo,1.2 TSI,Black,90-100k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
+30k,BMW,5er,530d,White,50-60k,+250hp,2018,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,65-80d
15-20k,Seat,Leon,1.4 TSI,White,10-20k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
20-25k,Ford,Kuga,1.5 EcoBoost,Gray,30-40k,150-200hp,2017,Benzin,Gear type automatic,SUV,Stoff,+6.5f,0-7d
10-15k,Volkswagen,Golf VII,1.6 TDI,Gray,100k+,100-150hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
10-15k,Opel,Corsa,1.4 Turbo,Gray,60-70k,100-150hp,2017,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,65-80d
10-15k,MINI,MINI,One,Gray,100k+,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
15-20k,Mercedes-Benz,A-Klasse,A 180,White,70-80k,100-150hp,2014,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,100+
15-20k,Mercedes-Benz,E-Klasse,E 200 CGI,Black,80-90k,150-200hp,2013,Benzin,Gear type automatic,Limousine,Teilleder,+6.5f,25-35d
10-15k,Volkswagen,Golf VII,1.6 TDI,Black,100k+,100-150hp,2017,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,0-7d
20-25k,Toyota,RAV 4,2.5 Hybrid,White,50-60k,150-200hp,2016,Hybrid,Gear type automatic,SUV,Stoff,4.5-5.5f,50-65d
0-10k,Toyota,AYGO,1.0,Blue,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
15-20k,Peugeot,208,1.2 PureTech,Red,20-30k,100-150hp,2020,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
10-15k,Dacia,Sandero II,0.9 TCe,Brown,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
20-25k,Renault,Talisman,1.6 TCe,Black,40-50k,200-250hp,2019,Benzin,Gear type automatic,Kombi,Teilleder,+6.5f,65-80d
20-25k,Seat,Ateca,1.4 TSI ACT,Silver,70-80k,100-150hp,2017,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,65-80d
0-10k,Ford,Ka+,1.5 TDCi,Gray,100k+,0-100hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,7-15d
20-25k,Ford,Kuga,2.0 EcoBoost SCTi,Gray,60-70k,200-250hp,2018,Benzin,Gear type automatic,SUV,Alcantara,+6.5f,65-80d
15-20k,Volkswagen,Passat,1.4 TSI,Gray,100k+,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,25-35d
+30k,Audi,Q3 Sportback,40 TFSI,Black,30-40k,150-200hp,2020,Benzin,Gear type automatic,SUV,Leder,+6.5f,7-15d
15-20k,Renault,Talisman,1.6 dCi Energy,Black,100k+,150-200hp,2016,Diesel,Gear type automatic,Limousine,Leder,4.5-5.5f,0-7d
0-10k,Skoda,Fabia,1.0 MPI,Red,40-50k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
15-20k,Ford,EcoSport,1.0 EcoBoost,Blue,30-40k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,50-65d
15-20k,Seat,Leon,1.4 TSI,White,100k+,100-150hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,25-35d
15-20k,Mercedes-Benz,B-Klasse,B 200 CDI,Gray,90-100k,100-150hp,2014,Diesel,Gear type automatic,Van,Teilleder,0-4.5f,35-50d
20-25k,Opel,Insignia,2.0 CDTI,Black,80-90k,150-200hp,2018,Diesel,Gear type automatic,Kombi,Leder,5.5-6.5f,7-15d
15-20k,Nissan,Micra,1.0 IG-T,White,0-10k,100-150hp,2019,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,Audi,Q5,2.0 TFSI,Gray,100k+,200-250hp,2014,Benzin,Gear type manual,SUV,Stoff,+6.5f,7-15d
20-25k,Mercedes-Benz,CLA-Klasse,CLA 180,White,10-20k,100-150hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Suzuki,Ignis,1.2 DualJet Mild-Hybrid,Green,20-30k,0-100hp,2020,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,Nissan,Micra,0.9 Turbo,Gray,70-80k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
10-15k,Renault,Clio,1.2,White,40-50k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,7-15d
10-15k,Renault,Captur,1.5 dCi Energy,Gray,80-90k,0-100hp,2016,Diesel,Gear type manual,SUV,Stoff,0-4.5f,65-80d
15-20k,Nissan,X-Trail,1.6 dCi,Gray,80-90k,100-150hp,2016,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,50-65d
25-30k,Audi,A5 Sportback,2.0 TFSI,Yellow,60-70k,200-250hp,2016,Benzin,Gear type automatic,Kombi,Alcantara,+6.5f,50-65d
15-20k,BMW,1er,118i,White,30-40k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Nissan,Qashqai,1.6,Black,70-80k,150-200hp,2015,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,65-80d
25-30k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220,White,40-50k,150-200hp,2017,Benzin,Gear type automatic,Kombi,Leder,+6.5f,25-35d
15-20k,Ford,Grand Tourneo Connect,1.5 TDCi,Blue,100k+,100-150hp,2015,Diesel,Gear type automatic,Van,Stoff,4.5-5.5f,35-50d
+30k,Seat,Tarraco,1.5 TSI,Gray,20-30k,100-150hp,2019,Benzin,Gear type manual,SUV,Teilleder,+6.5f,50-65d
25-30k,Hyundai,Tucson,2.0 CRDi,Gray,40-50k,150-200hp,2019,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
15-20k,Opel,Corsa,1.5 CDTI,Red,30-40k,100-150hp,2021,Diesel,Gear type manual,Limousine,Teilleder,0-4.5f,25-35d
10-15k,Nissan,Juke,1.2,White,50-60k,100-150hp,2016,Benzin,Gear type manual,SUV,Alcantara,5.5-6.5f,65-80d
15-20k,BMW,X1,xDrive 25d,Black,100k+,200-250hp,2015,Diesel,Gear type automatic,SUV,Alcantara,5.5-6.5f,35-50d
15-20k,MINI,MINI,Cooper,Black,60-70k,100-150hp,2014,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,50-65d
15-20k,Opel,Astra K,1.6 SIDI Turbo,Black,60-70k,150-200hp,2016,Benzin,Gear type manual,Kombi,Leder,5.5-6.5f,0-7d
15-20k,Ford,Focus,2.0 TDCi,Black,100k+,150-200hp,2017,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,25-35d
15-20k,Volkswagen,Passat,2.0 TDI,Red,70-80k,150-200hp,2015,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,7-15d
20-25k,BMW,3er,320i,Black,90-100k,150-200hp,2016,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,50-65d
10-15k,Hyundai,ix35,1.6,White,60-70k,100-150hp,2014,Benzin,Gear type manual,SUV,Teilleder,+6.5f,0-7d
10-15k,Peugeot,2008,1.2 e-THP,White,50-60k,100-150hp,2016,Benzin,Gear type automatic,SUV,Teilleder,0-4.5f,0-7d
20-25k,Nissan,Qashqai,1.3 DIG-T,Blue,20-30k,150-200hp,2019,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
25-30k,Subaru,BRZ,2.0,Blue,20-30k,150-200hp,2019,Benzin,Gear type manual,Coupe,Alcantara,+6.5f,15-25d
15-20k,MINI,Countryman,One,Black,30-40k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,80-100d
10-15k,Hyundai,i20,1.2,Black,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Volkswagen,up!,1.0,White,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
0-10k,Ford,Fiesta,1.0 EcoBoost,Black,40-50k,0-100hp,2014,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
25-30k,Volkswagen,Passat,2.0 TDI,Gray,80-90k,200-250hp,2016,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,35-50d
25-30k,Peugeot,3008,1.2 e-THP,Blue,20-30k,100-150hp,2019,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,35-50d
+30k,BMW,3er,320d,Black,80-90k,150-200hp,2019,Diesel,Gear type automatic,Limousine,Teilleder,4.5-5.5f,15-25d
10-15k,Skoda,Rapid,1.6 TDI,Silver,100k+,100-150hp,2015,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
15-20k,Ford,Focus,2.0 EcoBoost,White,50-60k,200-250hp,2015,Benzin,Gear type manual,Limousine,Leder,+6.5f,15-25d
10-15k,Dacia,Sandero II,0.9 TCe,Black,0-10k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Nissan,Qashqai,1.6,White,70-80k,150-200hp,2017,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,35-50d
25-30k,Opel,Combo Life,1.5 CDTI,Gray,30-40k,100-150hp,2019,Diesel,Gear type automatic,Van,Stoff,0-4.5f,50-65d
15-20k,BMW,X1,sDrive 18i,Black,70-80k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,50-65d
10-15k,Toyota,AYGO,1.0,White,0-10k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
15-20k,Nissan,X-Trail,2.0 dCi,Gray,90-100k,150-200hp,2016,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
20-25k,Hyundai,Tucson,2.0 CRDi,Gray,60-70k,150-200hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,25-35d
10-15k,Volkswagen,Polo,1.0,Silver,10-20k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
20-25k,Kia,Niro,1.6 Plug-in Hybrid,Gray,70-80k,100-150hp,2017,Hybrid,Gear type automatic,SUV,Leder,0-4.5f,35-50d
15-20k,Ford,C-Max,1.0 EcoBoost,Black,30-40k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,7-15d
20-25k,BMW,3er,320d,Black,100k+,150-200hp,2017,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
25-30k,Audi,A3,2.0 TDI,Gray,60-70k,100-150hp,2018,Diesel,Gear type automatic,Cabrio,Teilleder,0-4.5f,0-7d
