stock_number,esp,make,model,subtype,fueltype,age,age_bin,esp_cluster,builtyear,hp,mileage,geartype,body_type
GD35218,20378,Audi,A3,2.0 TDI,Diesel,6,6-7,20_25,2018,150,76385,Gear type manual,1025
YB30972,15690,Volkswagen,Polo,1.0 TSI,Benzin,5,4-5,15_20,2019,95,5778,Gear type manual,8111
NK51854,34200,Honda,Civic,2.0 VTEC,Benzin,5,4-5,30+,2019,320,73492,Gear type manual,1025
YY29895,13545,MINI,MINI,One,Benzin,8,8-9,10_15,2016,102,69612,Gear type manual,8111
YY49357,12190,Fiat,500,1.2,Benzin,5,4-5,10_15,2019,70,29019,Gear type manual,1025
TY69943,11690,Citroen,C1,1.0 VTi,Benzin,5,4-5,10_15,2019,72,22279,Gear type manual,8111
AK33238,26850,Seat,Leon,2.0 TDI,Diesel,3,2-3,25_30,2021,150,26904,Gear type automatic,1025
UA91241,25800,Mercedes-Benz,C-Klasse,C 220 d,Diesel,6,6-7,25_30,2018,194,115496,Gear type automatic,1023
WK19956,13490,Skoda,Fabia,1.0 TSI,Benzin,6,6-7,10_15,2018,95,52185,Gear type manual,1023
LD79290,20990,Audi,A4,1.4 TFSI,Benzin,6,6-7,20_25,2018,150,115406,duplex,1023
AR08179,13860,Ford,Focus,1.5 EcoBoost,Benzin,8,8-9,10_15,2016,182,99318,Gear type manual,1023
HY57471,11740,Ford,EcoSport,1.0 EcoBoost,Benzin,8,8-9,10_15,2015,125,28037,Gear type manual,1035
NP47666,14557,Volkswagen,Golf VII,1.4 TSI,Benzin,8,8-9,10_15,2016,150,103244,Gear type manual,1025
MY07667,9790,Ford,Ka+,1.2 Ti-VCT,Benzin,6,6-7,0_10,2018,85,90855,Gear type manual,8111
SR06248,14206,Renault,Clio,1.0 TCe,Benzin,3,2-3,10_15,2021,91,42205,Gear type manual,8111
GL98427,14148,Smart,fortwo,0.9 Turbo,Benzin,7,6-7,10_15,2017,90,69359,Gear type automatic,1007
AM36199,19990,Opel,Mokka X,1.2,Benzin,3,2-3,15_20,2021,101,18198,Gear type manual,1035
ZM90967,16490,Volkswagen,Touran,2.0 TDI,Diesel,8,8-9,15_20,2015,150,107829,Gear type manual,1038
AZ13029,34090,Audi,A6,40 TDI,Diesel,5,4-5,30+,2019,204,85133,duplex,1023
WF84489,23450,Volkswagen,Golf VIII,1.5 TSI ACT,Benzin,3,2-3,20_25,2021,131,22514,Gear type manual,1025
KY37390,24600,Kia,Sportage,1.6 TGDI,Benzin,3,2-3,20_25,2020,177,40427,Gear type automatic,1035
ZA27311,9999,Opel,Adam,1.4,Benzin,8,8-9,0_10,2016,100,82178,Gear type manual,8111
SE66681,35890,Audi,A6,3.0 V6 TDI clean diesel,Diesel,7,6-7,30+,2017,325,91125,Gear type automatic,1023
WF27300,28990,Audi,Q5,2.0 TDI,Diesel,7,6-7,25_30,2017,190,100643,duplex,1035
EC11925,8984,Smart,forfour,1.0,Benzin,9,8-9,0_10,2015,70,55860,Gear type manual,8111
HG29634,8930,Seat,Mii,1.0,Benzin,8,8-9,0_10,2016,75,80196,Gear type manual,8111
LF21947,12090,Volkswagen,Golf VII Sportsvan,1.2 TSI,Benzin,10,10-11,10_15,2014,110,91123,Gear type manual,1038
HR73477,14990,Volkswagen,Golf VII,1.0 TSI,Benzin,6,6-7,10_15,2018,110,35904,Gear type manual,1025
DX67442,8999,Ford,B-Max,1.0 EcoBoost,Benzin,10,10-11,0_10,2014,100,91791,Gear type manual,1038
VC43271,19990,Renault,Megane,1.6 TCe Energy,Benzin,6,6-7,15_20,2018,205,47657,Gear type automatic,1025
DX37928,10890,Volkswagen,Golf VII,1.2 TSI,Benzin,10,10-11,10_15,2014,85,107502,Gear type manual,1025
NV14822,35124,Mercedes-Benz,GLC-Klasse,GLC 250,Benzin,8,8-9,30+,2016,210,113410,Gear type automatic,1008
MD89410,18890,Audi,A3 Limousine,1.4 TFSI,Benzin,7,6-7,15_20,2017,150,103277,Gear type automatic,1025
VN58702,19790,Mazda,CX-3,2.0 Skyactiv-G,Benzin,3,2-3,15_20,2021,121,28777,Gear type manual,1035
EM93748,16999,Volkswagen,Tiguan,1.4 TSI,Benzin,9,8-9,15_20,2015,150,76551,Gear type manual,1035
FW55587,9665,Volkswagen,Polo,1.0,Benzin,9,8-9,0_10,2015,60,92134,Gear type manual,8111
GY35825,11990,Smart,forfour,0.9 Turbo,Benzin,7,6-7,10_15,2017,90,40183,Gear type manual,8111
VX55646,24663,Volkswagen,Tiguan,1.5 TSI,Benzin,6,6-7,20_25,2018,150,69145,Gear type automatic,1035
FV94532,9120,Kia,Picanto,1.0,Benzin,8,8-9,0_10,2015,70,20814,Gear type manual,8111
WT36235,9750,Opel,Karl,1.0,Benzin,7,6-7,0_10,2017,75,22880,Gear type manual,8111
ZE03713,18390,Ford,S-Max,2.0 TDCi Bi-Turbo,Diesel,8,8-9,15_20,2015,210,109962,Gear type automatic,1038
SF99504,17502,Mercedes-Benz,A-Klasse,A 200 CDI,Diesel,9,8-9,15_20,2015,135,97591,Gear type automatic,1025
UR01830,18290,MINI,MINI,Cooper S,Benzin,7,6-7,15_20,2016,192,53091,Gear type manual,8111
FY35992,35990,Ford,Tourneo Custom,2.0 TDCi,Diesel,5,4-5,30+,2019,131,43365,Gear type automatic,1038
MT04181,30178,BMW,5er,530d,Diesel,7,6-7,30+,2017,265,81947,Gear type automatic,1023
DY15042,16396,Hyundai,i30,1.0 TGDI,Benzin,5,4-5,15_20,2019,120,71832,Gear type manual,1025
LW51336,16594,Volkswagen,Golf VII,1.4 TSI,Benzin,7,6-7,15_20,2017,125,76745,Gear type manual,1025
AY03540,20690,Ford,Focus,1.5 EcoBoost,Benzin,4,4-5,20_25,2019,182,58789,Gear type manual,1023
KC85977,16704,Smart,fortwo,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,22331,Gear type automatic,8111
SK79043,16260,Volkswagen,Golf VII Sportsvan,1.2 TSI,Benzin,9,8-9,15_20,2015,110,18158,Gear type automatic,1038
ZX44304,22090,Renault,Scenic,1.3 TCe,Benzin,5,4-5,20_25,2019,140,21456,Gear type automatic,1038
RM20220,19193,Audi,Q3,1.4 TFSI,Benzin,7,6-7,15_20,2017,125,45134,Gear type manual,1035
CK24952,19590,BMW,2er,220i Active Tourer,Benzin,6,6-7,15_20,2018,192,91722,Gear type automatic,1038
HM03662,23350,Volkswagen,Golf VII,2.0 TSI,Benzin,6,6-7,20_25,2018,245,84528,duplex,1025
TA54737,21195,Ford,Kuga,1.5 EcoBoost,Benzin,5,4-5,20_25,2019,150,24994,Gear type manual,1035
PS80415,9480,Renault,Twingo,1.0 SCe,Benzin,7,6-7,0_10,2017,70,34040,Gear type manual,8111
DZ94737,31520,BMW,5er,530i,Benzin,6,6-7,30+,2018,252,56095,Gear type automatic,1023
PG89233,13362,Volkswagen,Polo,1.2 TSI,Benzin,9,8-9,10_15,2015,90,51572,Gear type manual,8111
ZD80311,10399,Ford,Fiesta,1.0 EcoBoost,Benzin,9,8-9,10_15,2015,100,59241,Gear type manual,8111
BZ09929,7690,Seat,Ibiza,1.2,Benzin,9,8-9,0_10,2015,70,80994,Gear type manual,8111
JU07697,26790,Ford,S-Max,1.5 EcoBoost,Benzin,4,4-5,25_30,2020,165,37558,Gear type manual,1038
BH34971,25290,Mercedes-Benz,CLA-Klasse,CLA 180,Benzin,7,6-7,25_30,2017,122,50381,Gear type automatic,1025
KL31483,29860,Audi,A4,40 TFSI,Benzin,5,4-5,25_30,2018,190,29002,Gear type automatic,1023
XT06558,9057,Volkswagen,Polo,1.0,Benzin,7,6-7,0_10,2017,60,86083,Gear type manual,8111
UG90317,17890,Renault,Kadjar,1.3 TCe,Benzin,4,4-5,15_20,2020,140,41820,Gear type manual,1035
GJ95751,12100,Dacia,Sandero II,0.9 TCe,Benzin,7,6-7,10_15,2016,90,39124,Semi-automatic,1025
LX16187,12394,Renault,Twingo,1.0 SCe,Benzin,6,6-7,10_15,2017,70,20948,Gear type automatic,8111
NT46504,19750,Volkswagen,Golf VII,1.5 TSI,Benzin,7,6-7,15_20,2017,130,46922,Gear type automatic,1025
UZ07313,32970,BMW,5er,520d,Diesel,5,4-5,30+,2019,190,87936,Gear type automatic,1023
NY14947,25800,Mercedes-Benz,B-Klasse,B 180,Benzin,5,4-5,25_30,2019,136,13046,Gear type automatic,1038
MT39151,16100,Smart,fortwo,1.0,Benzin,5,4-5,15_20,2019,70,10316,Gear type automatic,1007
HK06766,12740,Volkswagen,Polo,1.2 TSI,Benzin,7,6-7,10_15,2016,90,77382,Gear type manual,8111
LN63478,20290,Seat,Leon,1.5 TSI,Benzin,5,4-5,20_25,2019,150,62097,Gear type automatic,1023
EB38446,17507,MINI,MINI,Cooper,Benzin,6,6-7,15_20,2018,136,91794,Gear type automatic,8111
NV60612,25240,BMW,3er,320d,Diesel,6,6-7,25_30,2018,190,97699,Gear type automatic,1025
RA74674,18290,Seat,Leon,2.0 TSI,Benzin,8,8-9,15_20,2016,290,106796,Gear type manual,1023
YH49699,12119,Peugeot,5008,1.6 Turbo,Benzin,10,10-11,10_15,2014,155,101336,Gear type automatic,1038
SV79058,16290,Jeep,Renegade,1.4 M-Air,Benzin,8,8-9,15_20,2016,140,46244,Gear type manual,1035
EZ67124,19685,Volkswagen,Golf VIII,1.0 TSI,Benzin,3,2-3,15_20,2020,110,70218,Gear type manual,1025
FM08497,11999,Hyundai,i10,1.0,Benzin,4,4-5,10_15,2020,67,39098,Gear type manual,8111
WK14968,23745,Skoda,Kamiq,1.5 TSI ACT,Benzin,4,4-5,20_25,2020,150,34025,Gear type automatic,1035
AP67151,21456,Kia,Rio,1.0 TGDI Mild-Hybrid,Benzin,2,2-3,20_25,2022,120,20901,Gear type automatic,8111
PR74085,13640,Opel,Astra K,1.4 SIDI Turbo,Benzin,7,6-7,10_15,2017,125,84933,Gear type manual,1023
WV50090,27550,Kia,pro_cee'd,1.6 TGDI,Benzin,5,4-5,25_30,2019,205,18591,Gear type automatic,1008
NU46969,11370,Renault,Clio,0.9,Benzin,5,4-5,10_15,2018,90,71941,Gear type manual,1023
YB46139,11058,Dacia,Duster,1.2 TCe,Benzin,9,8-9,10_15,2015,125,61343,Gear type manual,1035
SR41244,9292,Citroen,C1,1.2 VTi,Benzin,7,6-7,0_10,2017,82,73349,Gear type manual,8111
UT49208,11300,Volkswagen,Polo,1.2 TSI,Benzin,7,6-7,10_15,2016,90,71676,Gear type manual,1025
FX71801,10990,Kia,Picanto,1.0,Benzin,5,4-5,10_15,2019,67,42904,Gear type manual,8111
HR79603,19118,BMW,1er,120d,Diesel,5,4-5,15_20,2018,190,111860,Gear type manual,1025
CG83829,10500,Smart,forfour,1.0,Benzin,6,6-7,10_15,2017,70,73102,Gear type manual,8111
VN00701,16496,Ford,Fiesta,1.5 EcoBoost,Benzin,5,4-5,15_20,2019,200,83990,Gear type manual,1025
BW45958,13893,BMW,1er,116d,Diesel,8,8-9,10_15,2016,115,87228,Gear type manual,1025
SH46885,13690,MINI,MINI,Cooper,Benzin,9,8-9,10_15,2015,135,88517,Gear type manual,1025
VN91405,14590,Volkswagen,Polo,1.2 TSI,Benzin,8,8-9,10_15,2016,110,45519,Gear type manual,8111
PM89992,16790,Opel,Crossland X,1.2,Benzin,4,4-5,15_20,2020,130,11048,Gear type manual,1035
XW70640,11817,Fiat,500,1.2,Benzin,8,8-9,10_15,2016,70,50001,Semi-automatic,1025
HA63734,19190,BMW,3er,318d,Diesel,6,6-7,15_20,2018,150,108146,Gear type automatic,1023
CP20074,13450,Renault,Clio,1.0 TCe,Benzin,5,4-5,10_15,2019,101,50931,Gear type manual,8111
FT78492,30490,Seat,Alhambra,1.4 TSI,Benzin,5,4-5,30+,2019,150,41981,Gear type manual,1038
KR48910,15990,Opel,Zafira Tourer,1.4 Turbo,Benzin,7,6-7,15_20,2017,140,83028,Gear type manual,1038
GU08283,20428,Ford,Kuga,1.5 EcoBoost,Benzin,5,4-5,20_25,2019,150,38581,Gear type manual,1035
VP94718,25480,Mercedes-Benz,A-Klasse,A 220,Benzin,5,4-5,25_30,2019,190,64948,Gear type automatic,1025
FH16390,9990,Smart,fortwo,1.0,Benzin,6,6-7,0_10,2018,70,57506,Gear type manual,8111
RG61037,14410,Volkswagen,Golf VII,1.6 TDI,Diesel,10,10-11,10_15,2014,110,74762,Gear type automatic,1025
FN03847,9128,Smart,fortwo,1.0,Benzin,8,8-9,0_10,2016,70,72389,Gear type manual,8111
ZF44164,12460,Renault,Clio,1.2 TCe Energy,Benzin,8,8-9,10_15,2016,118,62019,duplex,1025
VX75151,24974,Volkswagen,T-Cross,1.0 TSI,Benzin,2,2-3,20_25,2022,110,13374,Gear type automatic,1035
NJ75892,15980,Abarth,595,1.4 Turbo,Benzin,7,6-7,15_20,2017,145,49553,Gear type manual,8111
HD48236,18690,Mazda,CX-3,2.0 Skyactiv-G,Benzin,5,4-5,15_20,2019,121,35518,Gear type manual,1035
AK26596,18890,Smart,fortwo,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,13404,duplex,1008
LK69260,30990,Jeep,Wrangler,2.8 CRD,Diesel,9,8-9,30+,2014,200,74770,Gear type automatic,1035
WG92888,16490,Audi,A1,1.0 TFSI,Benzin,6,6-7,15_20,2018,95,67079,Gear type manual,8111
LH60389,17890,Hyundai,i30,1.4 TDGI,Benzin,6,6-7,15_20,2018,140,61363,Gear type automatic,1023
RY82732,18510,BMW,2er,220i Active Tourer,Benzin,8,8-9,15_20,2016,192,41667,Gear type automatic,1038
EZ13024,12520,Skoda,Citigo,1.0 MPI,Benzin,6,6-7,10_15,2018,75,39235,Gear type automatic,8111
DY62479,12470,Volkswagen,Golf VII Sportsvan,1.2 TSI,Benzin,10,10-11,10_15,2014,110,80564,Gear type manual,1038
HE26829,10377,Hyundai,i10,1.2,Benzin,7,6-7,10_15,2016,87,25023,Gear type manual,8111
DS54302,13390,Seat,Ibiza,1.0 TSI,Benzin,7,6-7,10_15,2017,110,62413,Gear type manual,8111
WM82307,15030,Hyundai,i10,1.0,Benzin,3,2-3,15_20,2021,67,2220,Gear type manual,8111
VW04850,19990,MINI,MINI,Cooper,Benzin,5,4-5,15_20,2019,135,57306,Gear type automatic,1025
TJ62862,18871,Audi,Q3,1.4 TFSI,Benzin,6,6-7,15_20,2017,125,81191,Gear type manual,1035
XG33530,40590,Toyota,ProAce Verso,2.0 D-4D,Diesel,4,4-5,30+,2020,177,42643,Gear type automatic,1038
MC44594,10480,Fiat,Panda,1.2,Benzin,7,6-7,10_15,2017,70,26312,Gear type manual,8111
BB48590,29490,Audi,S3,2.0 TFSI,Benzin,9,8-9,25_30,2015,300,70977,Gear type automatic,1025
XF25693,9276,Suzuki,Swift,1.2,Benzin,10,10-11,0_10,2014,95,44225,Gear type manual,8111
SE83451,14990,Opel,Corsa,1.2,Benzin,2,2-3,10_15,2022,75,15876,Gear type manual,8111
KC67332,12990,Volkswagen,Polo,1.0 TSI,Benzin,6,6-7,10_15,2018,95,91703,Gear type manual,8111
PG90704,12750,MINI,MINI,Cooper,Benzin,9,8-9,10_15,2015,135,102095,Gear type manual,8111
XK70284,30949,Land Rover,Discovery Sport,2.0 Turbo,Benzin,6,6-7,30+,2018,240,21959,Gear type automatic,1035
ZA14547,34610,Hyundai,i30,2.0 T-GDI,Benzin,1,0-1,30+,2023,280,14808,Gear type automatic,1025
WK82623,14753,Mitsubishi,ASX,1.6,Benzin,7,6-7,10_15,2016,117,33147,Gear type manual,1035
DB28012,38537,BMW,X4,xDrive 30i,Benzin,6,6-7,30+,2018,252,62958,Gear type automatic,1035
WM86266,21995,Mercedes-Benz,GLA-Klasse,GLA 220 d,Diesel,8,8-9,20_25,2016,177,55400,Gear type automatic,1035
ZG70068,14990,Volkswagen,Tiguan,1.4 TSI,Benzin,9,8-9,10_15,2015,150,104619,Gear type manual,1035
PT15122,16885,Ford,Focus,2.0 EcoBlue,Diesel,5,4-5,15_20,2019,150,115995,Gear type automatic,1023
AC40821,26060,Jeep,Compass,1.3 T-GDI,Benzin,3,2-3,25_30,2021,150,19761,duplex,1035
BE20590,31450,Audi,A6,40 TDI,Diesel,5,4-5,30+,2018,204,77030,Gear type automatic,1023
GP50179,12460,Volkswagen,Polo,1.2 TSI,Benzin,8,8-9,10_15,2016,90,40653,Gear type manual,8111
CH27243,15990,Nissan,Qashqai,1.6,Benzin,7,6-7,15_20,2016,163,88331,Gear type manual,1035
WS54402,14040,BMW,1er,118i,Benzin,8,8-9,10_15,2016,135,76821,Gear type manual,1025
EX27770,38200,BMW,X3,xDrive 30d,Diesel,6,6-7,30+,2018,265,85466,Gear type automatic,1035
HM92501,12200,Ford,C-Max,1.6 EcoBoost,Benzin,10,10-11,10_15,2013,150,37988,Gear type manual,1038
LH53738,25690,Seat,Alhambra,2.0 TDI,Diesel,7,6-7,25_30,2017,185,92013,Gear type manual,1038
YF00449,18900,Nissan,NV200 Evalia,1.5 dCi,Diesel,6,6-7,15_20,2018,110,75843,Gear type manual,1038
WE87751,10770,Renault,Twingo,1.0 SCe,Benzin,6,6-7,10_15,2018,70,25548,Gear type manual,8111
SG39551,16999,Smart,forfour,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,11159,Gear type automatic,8111
FA32128,11140,Opel,Meriva,1.4 Turbo,Benzin,9,8-9,10_15,2014,120,28189,Gear type manual,1038
DC00283,14990,Peugeot,208,1.2 PureTech,Benzin,6,6-7,10_15,2018,110,31579,Gear type automatic,8111
XP83533,17990,Skoda,Octavia,2.0 TDI,Diesel,5,4-5,15_20,2019,150,105911,Gear type automatic,1023
FJ31949,8490,Hyundai,i20,1.2,Benzin,9,8-9,0_10,2014,85,53947,Gear type manual,8111
GZ00263,10590,Dacia,Sandero II,1.0 SCe,Benzin,5,4-5,10_15,2019,73,27473,Gear type manual,8111
VB23390,11790,Fiat,500,0.9,Benzin,6,6-7,10_15,2018,105,22066,Gear type manual,8111
VZ98502,16483,Audi,A1,1.0 TFSI,Benzin,6,6-7,15_20,2018,95,54583,Gear type manual,8111
SD99768,14907,Mercedes-Benz,A-Klasse,A 180,Benzin,9,8-9,10_15,2015,122,88115,Gear type manual,1025
LK91247,23750,Skoda,Karoq,1.5 TSI,Benzin,6,6-7,20_25,2018,150,52545,Gear type automatic,1035
AZ83449,17590,Opel,Grandland X,1.2,Benzin,5,4-5,15_20,2018,130,77675,Gear type manual,1035
NP50339,12632,Skoda,Fabia,1.0 TSI,Benzin,7,6-7,10_15,2017,95,66834,Gear type manual,8111
TA09873,45746,Mercedes-Benz,GLA-Klasse,GLA 35 AMG,Benzin,4,4-5,30+,2020,306,38636,duplex,1035
JJ06592,10120,Renault,Twingo,1.0 SCe,Benzin,6,6-7,10_15,2018,70,29747,Gear type manual,8111
HC05517,19080,BMW,3er,320d,Diesel,8,8-9,15_20,2016,190,106294,Gear type automatic,1023
TR04863,13100,Ford,EcoSport,1.0 EcoBoost,Benzin,5,4-5,10_15,2019,125,69696,Gear type manual,1035
MG45285,11900,Skoda,Fabia,1.2 TSI,Benzin,9,8-9,10_15,2015,110,61233,Gear type automatic,8111
BD02909,22208,Ford,Focus,1.5 EcoBoost,Benzin,4,4-5,20_25,2020,182,68757,Gear type automatic,1023
GZ36983,22450,Audi,A1,30 TFSI,Benzin,5,4-5,20_25,2018,116,15204,Gear type manual,8111
JC71816,36490,Audi,Q3 Sportback,35 TDI,Diesel,4,4-5,30+,2020,150,71171,Gear type automatic,1035
HV24865,21192,Volkswagen,Touran,1.0 TSI,Benzin,5,4-5,20_25,2019,116,55445,Gear type manual,1038
KR24640,13085,Fiat,500,1.2,Benzin,5,4-5,10_15,2018,70,8035,Gear type manual,8111
MG86182,8990,Volkswagen,up!,1.0,Benzin,9,8-9,0_10,2015,75,97715,Gear type manual,8111
FG98648,15063,Volkswagen,Tiguan,2.0 TDI,Diesel,10,10-11,15_20,2014,140,119729,Gear type automatic,1035
VT71905,14890,Toyota,Yaris,1.5 Hybrid,Hybrid,6,6-7,10_15,2018,75,49751,Gear type automatic,8111
LH91776,11790,Toyota,Yaris,1.5 Hybrid,Hybrid,9,8-9,10_15,2014,75,104133,Gear type automatic,8111
SA37468,19597,Volkswagen,Golf VII,2.0 TFSI,Benzin,8,8-9,15_20,2016,230,86837,Gear type manual,1025
HV53026,34410,Mercedes-Benz,A-Klasse,A 35 AMG,Benzin,5,4-5,30+,2019,306,93397,Gear type automatic,1025
YG38796,24863,Volkswagen,Passat,1.8 TSI,Benzin,6,6-7,20_25,2018,180,81315,Gear type automatic,1023
NH72168,18999,Volkswagen,Caddy,2.0 TDI,Diesel,8,8-9,15_20,2016,102,99996,Gear type automatic,1038
FF35435,15256,Opel,Mokka X,1.4 Turbo,Benzin,8,8-9,15_20,2016,140,40879,Gear type manual,1035
KE32211,11360,Smart,fortwo,1.0,Benzin,8,8-9,10_15,2015,70,33478,Gear type automatic,8111
TX75015,25370,Peugeot,Rifter,1.5 Blue-HDi,Diesel,4,4-5,25_30,2019,131,51360,Gear type manual,1038
UW77673,22559,BMW,2er,218i,Benzin,6,6-7,20_25,2018,135,81171,Gear type automatic,1008
BP53100,16405,Audi,A1,1.0 TFSI,Benzin,6,6-7,15_20,2018,95,42946,Gear type manual,8111
LU94367,6860,Seat,Mii,1.0,Benzin,10,10-11,0_10,2014,60,77924,Gear type manual,8111
MD63840,17050,Jeep,Renegade,1.6,Benzin,7,6-7,15_20,2016,110,7693,Gear type manual,1035
BF14519,13190,Dacia,Logan MCV,0.9 TCe,Benzin,4,4-5,10_15,2019,90,33996,Gear type manual,1023
UZ83216,13490,Hyundai,i10,1.2,Benzin,6,6-7,10_15,2018,87,48331,Gear type automatic,1025
VG43526,20520,Volkswagen,T-Cross,1.0 TSI,Benzin,3,2-3,20_25,2021,110,16650,Gear type manual,1035
YL98403,10000,Seat,Ibiza,1.0,Benzin,8,8-9,0_10,2016,75,79048,Gear type manual,1025
UC95627,25604,Audi,A6,3.0 V6 TDI clean diesel,Diesel,9,8-9,25_30,2015,272,107716,duplex,1023
TA01888,11821,Hyundai,i10,1.2,Benzin,6,6-7,10_15,2017,87,24770,Gear type manual,8111
CK40815,22394,Seat,Leon,1.5 TSI ACT,Benzin,4,4-5,20_25,2019,150,32404,Gear type automatic,1023
BP87626,18200,Renault,Scenic,1.3 TCe,Benzin,5,4-5,15_20,2018,140,47953,Gear type manual,1038
VR95423,23990,Kia,cee'd,1.4 TGDI,Benzin,3,2-3,20_25,2020,140,22869,Gear type automatic,1023
VX83135,23450,Audi,A4,2.0 TFSI,Benzin,8,8-9,20_25,2016,190,96886,Gear type automatic,1023
UU17918,19382,Volkswagen,Golf VII,1.5 TSI,Benzin,5,4-5,15_20,2019,150,83169,Gear type automatic,1025
ZH01432,31590,BMW,X1,xDrive 20d,Diesel,5,4-5,30+,2019,190,56221,Gear type automatic,1035
RE54490,16990,Renault,Megane,1.6 dCi Energy,Diesel,7,6-7,15_20,2017,163,98100,Gear type automatic,1023
BK32887,33350,Volkswagen,T6 Multivan,2.0 TDI,Diesel,8,8-9,30+,2016,205,109091,Gear type manual,1006
PA84056,14390,Opel,Astra K,1.2 Turbo,Benzin,5,4-5,10_15,2019,110,31273,Gear type manual,1025
EK71767,9420,Seat,Mii,1.0,Benzin,5,4-5,0_10,2019,60,71726,Gear type manual,8111
JF85949,11999,Renault,Twingo,1.0 SCe,Benzin,7,6-7,10_15,2017,70,29501,Gear type automatic,1025
HW62949,22610,Ford,Kuga,1.5 EcoBoost,Benzin,5,4-5,20_25,2019,175,39025,Gear type automatic,1035
CE45721,19596,Skoda,Octavia,2.0 TSI,Benzin,9,8-9,15_20,2015,220,102038,Gear type automatic,1023
YR24992,8525,Volkswagen,up!,1.0,Benzin,8,8-9,0_10,2016,75,73268,Gear type manual,1025
GM92404,9310,Dacia,Duster,1.6,Benzin,10,10-11,0_10,2014,105,83684,Gear type manual,1035
BW14137,8328,Dacia,Sandero,0.9,Benzin,10,10-11,0_10,2014,90,88662,Gear type manual,1025
HX90107,23203,Volkswagen,Golf VII,2.0 TSI,Benzin,7,6-7,20_25,2017,230,69489,Gear type automatic,1025
DK41811,24598,Mercedes-Benz,C-Klasse,C 200,Benzin,6,6-7,20_25,2018,185,78035,Gear type automatic,1025
UU82292,15070,Volvo,V 40,2.0 T2,Benzin,7,6-7,15_20,2017,122,94794,Gear type manual,1025
VW72121,12090,Skoda,Fabia,1.2 TSI,Benzin,7,6-7,10_15,2017,90,26461,Gear type manual,8111
YN94038,11950,Opel,Astra K,1.0,Benzin,7,6-7,10_15,2016,105,92504,Gear type manual,1025
WM39088,38900,BMW,4er,440i,Benzin,5,4-5,30+,2019,325,48324,Gear type automatic,1008
ME72443,15790,Renault,Kadjar,1.5 dCi,Diesel,6,6-7,15_20,2018,110,101464,Gear type automatic,1035
DL58674,19353,Audi,A1,30 TFSI,Benzin,5,4-5,15_20,2019,116,47971,Gear type manual,8111
EV26865,15890,Renault,Scenic,1.6 dCi Energy,Diesel,7,6-7,15_20,2016,130,72593,Gear type manual,1038
MY47289,8499,Hyundai,i10,1.0,Benzin,8,8-9,0_10,2015,67,60566,Gear type manual,8111
PB77981,29490,Jeep,Compass,1.3 T-GDI,Benzin,3,2-3,25_30,2021,150,16772,Gear type automatic,1035
FM31904,9190,Opel,Meriva,1.4 Turbo,Benzin,10,10-11,0_10,2014,120,74966,Gear type manual,1038
BZ82196,13699,Ford,Focus,1.0 EcoBoost,Benzin,7,6-7,10_15,2017,125,61302,Gear type manual,1023
VN35033,8578,Volkswagen,up!,1.0,Benzin,8,8-9,0_10,2016,60,78944,Gear type manual,8111
CJ34084,11220,Hyundai,i10,1.2,Benzin,7,6-7,10_15,2016,87,10780,Gear type manual,8111
FC51235,34499,BMW,2er,M240i,Benzin,7,6-7,30+,2017,340,48861,Gear type automatic,1008
NU51742,31650,Volkswagen,Tiguan,2.0 TDI,Diesel,5,4-5,30+,2018,190,71579,Gear type automatic,1035
WR25217,13400,Opel,Mokka,1.4 Turbo,Benzin,9,8-9,10_15,2015,140,71396,Gear type automatic,1035
CK54005,13490,Seat,Ibiza,1.0 TSI,Benzin,6,6-7,10_15,2017,115,71946,Gear type manual,1025
LH49667,28322,BMW,1er,M135i,Benzin,9,8-9,25_30,2015,325,80307,Gear type automatic,1025
HM45145,19490,Volkswagen,Golf VII,1.4 TSI,Benzin,7,6-7,15_20,2017,150,61041,Gear type automatic,1023
BG05035,12390,Hyundai,i20,1.2,Benzin,6,6-7,10_15,2018,75,27752,Gear type manual,8111
ND77036,15508,Volkswagen,Golf VII Sportsvan,1.6 TDI,Diesel,5,4-5,15_20,2019,115,99617,Gear type manual,1038
UV88729,21940,Volkswagen,T-Roc,1.5 TSI,Benzin,5,4-5,20_25,2019,150,69280,Gear type manual,1035
UK52706,11914,Opel,Astra K,1.4 SIDI Turbo,Benzin,6,6-7,10_15,2018,125,94764,Gear type manual,1025
JE15444,12680,MINI,MINI,One,Benzin,9,8-9,10_15,2015,75,45497,Gear type manual,1025
RF66087,24753,Seat,Arona,1.5 TSI ACT,Benzin,3,2-3,20_25,2021,150,10338,Gear type automatic,1035
NW93563,8649,Dacia,Sandero,0.9 TCe,Benzin,9,8-9,0_10,2015,90,67467,Gear type manual,1025
EN71720,20350,Volkswagen,Polo,2.0 TSI,Benzin,5,4-5,20_25,2019,200,42340,Gear type manual,1025
UK42300,20300,BMW,2er,220i Active Tourer,Benzin,8,8-9,20_25,2016,192,52185,Gear type manual,1038
NV96625,14713,Ford,Focus,1.0 EcoBoost,Benzin,4,4-5,10_15,2020,100,45811,Gear type manual,1023
ML31098,7990,Volkswagen,Polo,1.0,Benzin,10,10-11,0_10,2014,60,103636,Gear type manual,8111
