ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
RR34989,11490.0,060,2013,89340,1055,5.3,2,32,88,1,5,1,45,12
RU85012,21690.0,905,2015,116204,1058,5.5,2,238,272,2,4,2,116,14
RV97396,6390.0,280,2015,65259,1055,5.1,12,251,41,1,12,1,7,10
RW77248,19790.0,225,2018,43607,1055,5.3,12,257,61,1,8,1,55,73
RX17497,24590.0,910,2017,89013,1056,5.7,2,364,305,2,8,2,87,7
RX72250,13390.0,194,2021,4410,1055,5.0,6,286,21,1,5,1,4,3
RY09704,11990.0,285,2015,56124,1055,4.9,12,63,13,1,10,1,46,20
RY51772,15184.0,130,2018,116638,1055,5.3,6,4,218,1,5,1,53,23
SA17307,22190.0,905,2018,89309,1055,4.2,3,323,177,2,10,2,39,22
SC92892,16522.0,800,2015,73140,1055,5.0,6,230,93,2,4,1,62,32
SD95235,11190.0,060,2014,100231,1055,3.8,12,32,177,1,5,2,32,12
SF08875,19990.0,425,2016,112946,1056,6.3,2,296,232,2,8,2,84,74
SN10631,17530.0,905,2016,38115,1055,5.3,6,94,30,1,10,1,30,16
SP01435,8790.0,790,2017,90391,1055,5.2,2,176,8,1,12,1,11,17
SP02127,6990.0,194,2013,68344,1055,5.8,10,208,41,1,4,1,11,12
SR68632,6090.0,720,2013,73377,1055,5.7,9,336,41,1,5,1,11,4
SS17924,9990.0,650,2016,8168,1055,5.4,12,111,41,1,5,1,7,11
SS87486,14833.0,345,2016,27212,1055,6.1,4,384,138,1,4,1,53,58
ST92225,22590.0,800,2016,85609,1055,4.9,12,300,272,2,5,2,87,43
SW48206,17120.0,650,2016,77064,1056,6.4,12,180,231,2,4,2,73,7
SX19195,8590.0,194,2013,49327,1055,5.4,10,285,5,1,5,1,21,11
SY26975,13490.0,130,2015,94093,1055,5.4,10,4,216,1,5,1,35,26
SY41043,11598.0,560,2019,16967,1055,5.2,6,377,8,1,5,1,7,2
SZ70187,23390.0,905,2019,18463,1055,4.2,6,238,272,1,4,2,62,38
TA75245,16248.0,425,2014,85727,1057,7.2,2,296,232,2,8,2,84,51
TD01451,10450.0,285,2017,89909,1055,4.6,6,63,74,1,10,1,21,7
TE73559,20990.0,285,2020,39603,1055,3.5,6,146,112,1,4,2,43,40
TF36336,17790.0,130,2016,119278,1055,4.9,6,9,333,2,10,2,62,5
TF79528,24990.0,390,2017,110585,1056,5.7,6,101,295,2,8,2,94,36
TG34658,26990.0,720,2018,48617,1056,5.9,12,197,284,2,8,2,77,48
TH83531,30890.0,590,2020,13611,1055,1.8,12,233,588,2,8,5,53,57
TK02095,9890.0,560,2017,26427,1055,4.1,13,378,8,1,12,1,7,10
TK62553,17990.0,905,2019,37357,1055,4.7,6,160,30,1,5,1,40,27
TL19447,13235.0,720,2018,36181,1055,5.4,3,96,4,1,8,1,21,7
TT26253,20250.0,790,2019,35050,1055,5.0,6,53,30,2,8,1,39,26
TU48067,28990.0,060,2017,96995,1058,5.9,3,39,274,2,4,1,121,13
TX67243,11257.0,650,2016,96481,1057,5.9,13,47,99,1,12,1,62,43
TY70764,32590.0,590,2020,1855,1055,1.8,12,233,588,2,8,5,53,15
TZ42418,28390.0,905,2018,34100,1058,6.4,6,291,93,1,10,1,62,101
UA29321,17290.0,225,2016,54794,1055,5.8,6,257,138,1,8,1,71,88
UC80961,31184.0,800,2018,70539,1056,5.2,4,300,272,2,4,2,87,48
UF60720,14350.0,650,2019,18363,1055,4.1,12,111,41,1,5,1,11,31
UK56716,24790.0,060,2016,70522,1058,4.4,6,36,272,2,4,2,87,140
UN56221,13620.0,550,2018,39635,1055,4.5,6,5,103,1,12,1,21,52
UN70291,29890.0,905,2019,87926,1058,5.7,6,238,272,2,4,2,116,91
UP34120,27390.0,860,2017,38701,1055,5.1,6,260,316,2,8,5,92,39
UP41564,16990.0,345,2013,85582,1056,6.1,4,287,289,1,8,2,92,21
UP46366,20990.0,905,2015,100254,1055,5.0,6,291,272,1,10,2,62,20
UU81329,10490.0,800,2018,52997,1055,4.4,12,103,18,1,12,1,11,7
UV40187,25490.0,730,2015,80350,1056,5.1,3,140,279,2,8,2,62,38
UX05431,14999.0,905,2014,39591,1055,4.9,6,163,52,1,5,1,35,85
UX58089,14290.0,550,2017,98062,1055,5.1,6,10,224,1,5,1,43,27
UY02026,34890.0,340,2017,45216,1058,7.7,12,104,282,1,5,1,141,30
YM43414,10490.0,345,2013,76591,1055,6.5,2,382,74,1,4,1,28,7
YM47548,15290.0,285,2018,54116,1055,4.7,12,146,13,1,5,1,28,35
YT41224,11670.0,425,2015,93020,1055,4.5,6,376,144,1,4,2,48,43
YT95266,8390.0,285,2013,118610,1055,4.3,5,145,13,1,12,1,46,48
YW99498,21290.0,060,2016,100569,1055,4.7,6,35,272,2,5,2,62,154
YX15289,23730.0,060,2017,61192,1055,5.7,12,36,88,2,4,1,62,28
YX42302,24490.0,060,2018,25763,1055,5.3,2,34,125,1,5,1,62,125
YY32289,16350.0,285,2019,20989,1055,5.3,6,136,13,1,8,1,29,45
YY39443,32790.0,345,2020,10173,1056,5.7,7,335,169,2,8,1,62,39
YY87326,13950.0,720,2017,77136,1055,5.8,2,289,49,1,10,1,39,76
YZ32027,36350.0,130,2019,47613,1056,7.8,2,4,571,2,5,1,146,59
YZ95589,14990.0,905,2016,72287,1055,4.9,12,163,52,1,5,1,35,12
ZA02596,30350.0,130,2018,28321,1056,5.8,6,9,340,2,2,1,84,11
ZA71001,14690.0,285,2018,51865,1055,4.8,12,146,13,1,4,1,46,10
ZB02762,10027.0,670,2016,83012,1055,4.9,10,6,55,1,8,1,15,2
ZB21766,19990.0,060,2014,77682,1057,4.9,3,38,272,1,2,2,77,46
ZB62973,34990.0,060,2017,40665,1058,4.9,2,255,272,2,8,2,71,52
ZB73515,22490.0,130,2015,84798,1056,4.6,12,25,421,2,4,2,87,46
ZB99208,10190.0,345,2017,42318,1055,5.0,6,379,41,1,5,1,20,70
ZC25972,25190.0,285,2016,112713,1057,5.9,12,137,269,2,8,2,101,101
ZC53238,27390.0,345,2020,6673,1056,4.3,3,198,156,2,8,5,56,64
ZF34450,22190.0,905,2019,12558,1055,5.2,3,304,30,1,8,1,39,58
ZG88306,32990.0,285,2018,37642,1055,5.2,2,157,241,2,10,2,87,5
ZM18179,39690.0,570,2017,39226,1056,6.9,3,154,552,2,8,1,101,39
ZS49181,16290.0,190,2018,26304,1055,4.9,3,74,56,2,5,1,35,4
ZT12992,18990.0,425,2017,64965,1057,4.4,12,228,138,2,8,5,31,28
ZV64858,18250.0,790,2019,12617,1055,4.9,2,176,30,2,5,1,39,7
ZY77175,22490.0,285,2016,77554,1057,4.9,6,221,268,2,4,2,80,77
MD64601,11790.0,560,2016,16271,1055,4.1,12,378,8,2,12,1,7,1
HR20886,21590.0,130,2015,98787,1056,5.9,6,9,343,2,10,1,88,1
SK83829,6699.0,650,2013,100780,1055,5.1,11,111,41,1,5,1,7,1
JH89548,10990.0,860,2014,26383,1055,4.2,6,45,8,2,5,1,7,1
AV63370,34990.0,730,2016,62385,1056,5.1,2,140,257,2,8,2,80,1
NV54534,17850.0,650,2018,50751,1056,5.6,2,57,84,2,4,1,62,1
BP82773,15790.0,285,2019,51564,1055,5.8,3,324,13,1,4,1,28,1
JS37411,21490.0,425,2018,18727,1057,6.9,2,293,178,2,10,1,98,1
XD75202,15590.0,190,2017,25115,1055,5.0,3,74,56,2,5,1,35,1
DZ91497,19284.0,130,2016,102651,1056,4.7,2,357,643,1,8,2,62,1
UX47199,19090.0,285,2016,62303,1055,5.0,2,169,120,2,10,2,43,1
TP06414,15890.0,285,2015,84654,1055,4.3,6,221,268,1,4,2,62,1
GV71844,23490.0,905,2021,30362,1055,4.9,12,303,30,2,8,1,35,1
YG62870,14290.0,130,2016,116284,1055,4.3,2,14,374,1,4,2,62,1
SV81753,10690.0,285,2016,72617,1055,4.3,11,145,13,1,12,1,28,1
LR50043,19790.0,905,2018,40327,1055,5.1,12,164,124,2,10,1,50,1
HS49206,12790.0,060,2012,64897,1057,5.7,2,34,51,1,2,1,32,1
AF31518,10350.0,345,2018,10930,1055,4.7,10,379,8,1,12,1,4,1
JJ94257,10590.0,905,2017,92411,1055,4.7,10,243,8,1,5,1,11,1
VZ53410,13990.0,790,2014,68667,1058,3.9,6,205,177,2,4,2,32,1
YR94839,10790.0,905,2013,72184,1057,6.3,11,161,93,2,5,1,45,1
ED82466,22150.0,285,2017,47146,1055,6.0,12,332,268,1,10,2,32,1
TA27282,14430.0,905,2018,31553,1055,4.8,12,163,30,1,5,1,18,1
VX08238,16147.0,650,2019,26238,1055,4.3,12,57,54,1,5,1,35,6
VX94403,10990.0,590,2018,27053,1055,4.3,6,295,41,1,5,1,14,21
VY17477,12990.0,800,2016,50397,1055,4.9,2,268,52,1,5,1,35,53
VY69999,42990.0,130,2018,90757,1056,9.1,3,359,578,2,8,1,148,46
WB66050,38100.0,130,2018,56180,1056,6.5,6,25,432,2,5,1,146,76
WD03772,17610.0,905,2016,113976,1055,4.5,12,238,272,2,4,2,62,3
WF62771,14050.0,285,2016,50928,1055,5.3,6,326,13,1,4,1,28,70
WG75482,40690.0,285,2019,18253,1057,7.6,2,267,268,2,8,2,103,89
WH46381,14512.0,060,2015,70333,1055,5.1,12,32,88,1,12,1,46,33
WJ79484,38990.0,905,2019,32952,1055,6.9,10,306,272,1,10,2,62,45
WK21027,9890.0,280,2014,45183,1056,5.1,12,19,41,1,2,1,7,40
WL35416,25490.0,905,2017,54440,1055,4.6,5,323,272,2,10,2,62,55
WN04301,17990.0,650,2016,47976,1055,6.5,7,375,99,2,10,1,55,6
WP18158,15250.0,720,2014,57432,1056,7.3,3,213,266,1,4,1,107,49
WP40540,19690.0,060,2017,97621,1056,4.3,12,36,272,1,4,2,62,38
WR54439,21510.0,670,2017,60987,1057,6.0,4,11,182,2,8,1,72,28
WS55353,22350.0,060,2018,69776,1055,6.2,2,253,88,2,8,1,62,5
WU57970,17490.0,285,2020,5052,1055,5.1,12,136,13,1,8,1,29,44
WV06289,24690.0,570,2019,13918,1057,6.9,10,152,534,1,8,1,45,38
WV80374,24290.0,570,2016,49692,1057,5.4,6,71,465,2,4,1,66,8
XA18345,19950.0,570,2013,82050,1056,6.1,12,132,512,1,5,1,84,17
XA88712,17220.0,340,2017,50186,1055,5.9,12,183,137,1,12,1,50,40
XA88838,39790.0,570,2017,68727,1057,6.9,12,154,552,2,8,1,101,51
XB10809,24990.0,905,2021,9213,1055,4.9,2,303,30,2,8,1,35,21
XB23151,25980.0,570,2019,65078,1057,6.9,2,152,534,2,8,1,45,118
XB85251,13990.0,285,2017,54805,1055,5.1,6,72,13,1,10,1,46,57
XD01755,7467.0,720,2014,51552,1055,5.5,12,105,41,1,12,1,10,9
XD12728,25490.0,285,2017,65987,1056,8.7,6,200,243,2,8,1,118,66
XD44866,19990.0,345,2018,38638,1055,5.7,6,382,86,2,5,1,55,103
XD88641,12490.0,905,2016,14957,1055,4.2,12,388,8,2,5,1,11,6
XD94329,12590.0,194,2018,50306,1055,6.4,3,131,165,1,8,1,39,4
XF01398,18090.0,650,2017,39942,1057,6.2,6,375,99,1,10,1,55,7
XG10150,16590.0,800,2018,70981,1055,4.6,6,144,30,2,4,1,35,24
XG23339,13290.0,650,2017,15272,1057,5.8,6,47,74,1,5,1,28,25
XG62476,14550.0,280,2020,36003,1055,5.2,2,17,41,2,12,1,7,11
XJ49301,15450.0,580,2018,108017,1055,5.5,6,112,584,1,8,1,30,66
XK05782,24290.0,060,2016,70474,1055,5.5,4,253,272,2,8,2,84,85
XK23472,18490.0,830,2015,42503,1057,5.6,6,349,138,2,8,1,43,5
XL23794,12390.0,060,2013,52447,1055,5.1,2,32,51,1,5,1,18,115
XS08034,17390.0,570,2014,67541,1057,5.5,6,30,437,2,5,1,45,135
XU84566,21490.0,570,2014,103558,1057,5.3,11,71,467,2,4,1,84,25
XV63300,11990.0,345,2016,83938,1055,4.6,6,382,154,1,5,1,53,29
YA20348,17390.0,905,2014,39797,1058,5.2,11,164,93,2,10,1,62,41
YB09640,14490.0,285,2015,79426,1055,4.0,6,326,175,1,10,2,25,60
YF66810,13943.0,345,2018,3834,1055,5.1,6,380,41,1,12,1,18,36
YF84468,7713.0,285,2016,34737,1055,5.2,10,145,58,1,5,1,2,6
YL75592,15990.0,720,2018,48236,1058,5.4,3,96,67,1,8,1,62,92
YP66840,13290.0,285,2015,80364,1055,5.1,12,72,13,1,10,1,46,16
YR42948,24063.0,570,2018,82726,1057,5.4,6,71,465,2,4,1,66,21
YR94651,22950.0,570,2015,37881,1057,6.1,6,152,540,2,8,1,101,38
YU00542,27890.0,580,2019,18506,1056,5.4,3,93,502,2,2,1,53,75
YU14883,25990.0,670,2019,22999,1055,5.2,3,11,56,2,8,1,50,40
YW18432,9890.0,790,2016,32251,1055,5.2,12,176,8,1,5,1,11,25
YW87211,13390.0,720,2016,60424,1055,5.4,4,96,48,2,8,1,42,5
YY31006,11950.0,905,2015,113321,1055,4.0,12,163,177,1,5,2,35,103
YY96800,16490.0,190,2016,45925,1055,4.2,3,68,141,2,4,2,28,38
WP92063,12690.0,190,2018,38811,1055,4.7,12,74,55,1,5,1,15,51
WS77939,15490.0,905,2016,29418,1055,4.7,11,243,52,2,5,1,21,57
WU37193,33090.0,130,2018,30219,1055,7.1,11,359,645,2,8,1,84,64
WW03537,15298.0,790,2017,88124,1055,4.2,3,176,125,1,12,1,62,12
WZ74073,27890.0,425,2019,32463,1057,5.9,6,296,224,2,8,2,84,63
XB51657,17990.0,060,2016,56146,1055,4.8,6,34,27,1,11,1,39,139
XC71064,17090.0,905,2014,94516,1055,4.2,12,163,272,1,5,2,84,57
XD28714,27490.0,905,2016,81253,1056,5.5,2,238,272,2,4,2,116,35
XE02348,20090.0,130,2017,23747,1055,5.3,3,4,218,1,5,1,53,19
XG38588,12150.0,650,2016,16646,1055,4.9,6,47,8,1,5,1,39,41
XH19282,20990.0,905,2017,22814,1055,5.0,12,163,124,1,5,1,62,40
XH65988,16690.0,720,2018,32611,1057,5.4,12,213,49,1,4,1,52,35
XJ23444,22890.0,800,2018,64567,1055,4.9,12,230,272,2,4,2,84,23
XJ40860,17990.0,194,2020,7266,1055,5.6,10,131,67,1,8,1,51,28
XL18248,12490.0,790,2016,58878,1055,4.9,12,176,52,1,5,1,21,120
XL19411,38300.0,570,2019,17030,1057,6.2,6,87,618,2,4,1,109,76
XN02940,14858.0,345,2019,20346,1055,4.5,4,380,28,1,12,1,28,49
XP04512,17490.0,905,2017,95509,1055,5.1,11,238,93,1,4,1,62,38
XT20079,26972.0,905,2018,91953,1055,6.1,2,317,93,2,8,1,62,77
XT86836,8490.0,650,2014,77628,1057,5.3,2,47,74,1,12,1,28,23
XT97246,6490.0,225,2012,52963,1055,5.0,11,216,41,1,12,1,14,32
XU16265,11990.0,905,2014,88283,1055,5.0,2,163,52,1,5,1,18,70
XV27849,8590.0,650,2015,73042,1055,5.4,6,111,41,1,12,1,7,3
XV88636,14990.0,130,2013,84370,1055,6.5,12,4,221,1,3,1,73,102
XW71196,13391.0,225,2016,91920,1057,5.7,4,249,182,1,5,1,87,43
XY58702,41490.0,910,2019,28284,1057,7.0,12,364,226,2,8,1,120,82
YA79350,13030.0,190,2018,46857,1055,4.8,2,74,55,1,5,1,15,3
YA83347,8990.0,590,2019,41464,1055,4.2,12,295,8,1,5,1,8,45
YB48980,14490.0,345,2017,65717,1055,5.0,3,382,28,1,5,1,43,30
YC10230,15923.0,650,2017,49759,1057,5.0,6,113,41,1,8,1,50,6
YM65917,17590.0,225,2018,94804,1055,5.6,3,257,41,2,8,1,39,34
YP15223,11790.0,285,2018,28645,1055,4.7,12,145,38,1,12,1,7,7
YR35359,13990.0,650,2016,34863,1057,5.9,12,47,99,1,5,1,62,57
YT01958,23590.0,570,2017,100641,1057,4.2,6,71,471,2,5,2,53,98
YV67426,13890.0,550,2013,87464,1055,4.6,6,92,300,1,8,2,62,51
YX66304,17656.0,590,2018,13307,1055,6.7,12,135,117,1,8,1,71,5
YY22820,16990.0,905,2017,33611,1057,4.6,2,243,30,1,5,1,39,64
ZA10575,23490.0,570,2015,85645,1055,2.1,3,71,482,2,5,5,101,11
ZB08066,21470.0,905,2018,41911,1058,4.8,12,163,124,2,4,1,50,17
ZB97532,18990.0,905,2017,17218,1055,5.2,4,164,93,2,10,1,46,88
ZC03188,15990.0,905,2014,96048,1055,5.7,6,94,177,1,10,2,30,37
ZF60718,10390.0,190,2018,86681,1055,4.7,2,74,55,1,5,1,15,57
ZF88860,26590.0,425,2019,27612,1058,6.2,6,387,178,2,3,1,98,54
ZG83780,9990.0,560,2017,45750,1055,5.2,12,377,8,1,12,1,7,67
ZH09414,14990.0,060,2017,66724,1055,4.4,2,32,27,1,5,1,24,36
ZJ16722,17490.0,905,2016,75208,1055,4.7,12,163,93,2,5,1,62,45
ZP15542,14150.0,225,2014,96926,1055,4.6,6,257,185,2,8,2,50,7
ZP29100,22490.0,285,2017,56345,1055,5.0,6,169,120,2,10,2,43,43
ZR37409,11390.0,800,2015,65730,1055,5.0,6,144,52,1,5,1,21,53
ZR39619,8990.0,345,2014,60569,1057,4.9,9,379,41,1,12,1,20,10
ZU84075,23090.0,905,2019,74054,1055,5.6,6,304,124,2,8,1,62,102
ZV10843,21501.0,670,2018,74039,1056,4.4,12,22,230,2,4,2,80,61
ZW83850,19900.0,285,2020,23310,1057,4.2,6,136,121,1,8,2,43,37
ZX14276,23650.0,580,2020,8228,1057,5.3,10,210,502,2,5,1,53,9
ZZ99578,8190.0,425,2013,50683,1055,4.7,2,241,41,1,12,1,18,42
MX84632,11990.0,130,2013,88043,1055,5.6,2,4,216,1,5,1,53,1
TR23284,20890.0,820,2013,82367,1056,8.5,2,147,224,2,8,1,116,107
TS23063,10090.0,650,2017,28130,1055,5.4,2,111,41,1,5,1,7,5
TV44678,14390.0,280,2018,10850,1055,4.8,10,17,41,2,12,1,7,24
TW08262,28286.0,380,2018,45043,1056,6.8,10,367,352,2,5,1,120,9
TW21102,15290.0,650,2016,62215,1056,4.0,7,57,140,1,4,2,70,19
TW69694,9384.0,860,2015,76945,1055,4.3,12,370,35,1,12,1,7,46
TZ63460,23990.0,130,2015,63213,1056,4.6,12,25,421,2,4,2,87,13
UA87647,26090.0,790,2018,40052,1058,6.8,6,205,278,2,5,1,135,42
UB26351,38990.0,060,2017,85413,1056,6.2,6,41,359,2,4,2,142,69
UC02586,12780.0,194,2019,30146,1055,5.1,6,285,5,1,5,1,21,10
UD99586,34290.0,670,2019,32781,1056,4.9,2,18,230,2,8,2,80,12
UF52397,15190.0,720,2019,21713,1057,4.7,12,105,25,1,12,1,29,19
UH46328,8190.0,280,2014,92165,1055,5.1,6,17,41,1,12,1,7,65
UH60841,24990.0,550,2018,61711,1056,6.8,12,26,313,2,4,1,90,14
UK12145,27990.0,570,2018,47343,1057,7.2,12,152,538,2,8,1,84,20
UN51846,24190.0,060,2015,69210,1058,5.0,3,39,274,2,5,1,110,4
UN67776,15405.0,905,2014,91167,1055,5.1,6,163,93,2,4,1,62,6
UP12147,7490.0,905,2014,93375,1055,4.5,6,388,8,1,5,1,2,3
UR38053,9167.0,720,2019,22789,1055,5.0,3,336,21,1,12,1,7,28
US00627,23490.0,570,2017,28401,1057,5.0,2,71,465,2,5,1,66,13
UT30399,20480.0,340,2017,78892,1055,5.8,12,104,130,1,5,1,82,23
UT97948,38290.0,285,2019,83327,1055,7.0,2,327,268,2,10,2,73,72
UV27496,11990.0,905,2017,23851,1055,4.1,2,388,8,1,5,1,11,30
UX26299,17364.0,285,2018,75362,1055,6.0,2,221,113,1,4,1,70,8
UY01659,9490.0,190,2017,17747,1055,4.3,10,73,55,1,5,1,15,16
UY24603,11890.0,650,2017,15669,1055,5.4,13,47,74,1,12,1,20,46
UZ26726,8690.0,860,2015,59782,1055,4.1,12,45,8,1,12,1,7,19
VA22911,28990.0,570,2017,85538,1056,5.5,2,71,469,2,4,1,83,111
VB89598,21490.0,650,2019,19858,1055,4.0,4,113,107,2,8,2,43,33
VC76182,32990.0,905,2017,86221,1055,6.6,6,306,272,1,10,2,98,54
VD53575,17990.0,550,2018,9844,1055,5.1,10,10,224,1,5,1,43,23
VE78956,12990.0,550,2016,61484,1055,4.5,10,5,103,1,5,1,21,55
VG85721,7490.0,285,2014,53660,1055,5.2,12,145,58,1,12,1,2,15
VK63524,17390.0,905,2015,118515,1055,5.4,2,323,93,2,10,1,62,10
VL89892,13450.0,720,2014,55487,1055,5.4,1,96,48,2,8,1,43,28
VM71223,40990.0,905,2018,54630,1055,5.9,3,308,272,2,10,2,62,107
VN32324,17223.0,830,2021,1502,1055,5.0,2,302,44,2,5,1,16,8
VN44189,17990.0,060,2013,113244,1058,4.9,2,34,272,2,5,2,84,5
VN70943,22990.0,790,2017,72910,1056,5.5,8,58,94,2,8,1,62,34
VN93319,13690.0,570,2013,114449,1057,5.5,2,30,437,1,5,1,45,54
VR58297,19990.0,560,2019,11727,1056,4.2,2,378,6,2,2,1,21,10
VX44534,29390.0,570,2019,21277,1056,6.4,2,152,536,2,8,1,66,12
VZ12368,20950.0,905,2016,66029,1055,4.5,2,163,272,2,5,2,84,7
VZ27800,9490.0,905,2013,30622,1055,4.7,6,388,8,1,12,1,11,94
WC23975,14750.0,130,2015,42689,1055,5.3,10,4,216,1,5,1,35,66
WC28004,24990.0,060,2016,54537,1058,6.0,6,310,201,1,3,1,80,16
WC74796,17980.0,570,2015,64756,1057,5.5,6,30,437,2,5,1,45,33
WF30818,13490.0,860,2020,14693,1055,4.6,12,370,8,1,12,1,9,74
WF66416,10480.0,285,2015,62293,1055,4.9,4,145,13,2,12,1,28,6
WF88915,22090.0,590,2017,44245,1055,7.0,6,135,117,2,8,1,71,83
WJ48761,30590.0,060,2018,68505,1056,6.4,2,36,274,2,4,1,121,7
WN78169,12290.0,280,2015,36023,1055,5.0,2,19,41,2,2,1,7,14
WP46438,23990.0,345,2018,57399,1055,5.0,1,335,144,2,8,2,54,48
WS67587,10094.0,650,2015,98429,1055,6.4,6,55,99,1,5,1,55,25
WS87875,14050.0,650,2018,23847,1055,6.2,3,111,74,2,12,1,21,3
WT45623,13890.0,345,2016,51840,1056,6.5,12,385,138,2,10,1,46,4
WM07200,11190.0,905,2018,28740,1055,4.4,12,388,8,1,5,1,2,91
WT21763,39990.0,130,2019,47986,1056,5.8,3,373,640,2,2,1,92,52
WV24995,16790.0,285,2019,33217,1055,5.6,10,145,13,2,12,1,29,49
WX32378,19090.0,800,2015,105750,1057,4.8,6,230,272,2,4,2,84,4
WZ20311,33771.0,225,2019,33215,1056,6.9,2,226,302,2,8,2,87,59
WZ83656,9800.0,720,2016,81499,1055,5.6,11,105,41,1,5,1,10,98
XD07576,25690.0,060,2016,97376,1058,4.7,6,41,272,2,4,2,87,5
XJ03012,13490.0,190,2018,14569,1055,4.7,12,74,55,1,5,1,15,24
XL05076,12990.0,800,2018,23991,1055,4.8,7,144,18,1,12,1,11,25
XL13132,18490.0,425,2014,106105,1056,6.1,2,292,289,2,8,2,92,15
XN01963,16190.0,650,2019,26829,1056,5.7,2,111,99,1,5,1,62,40
XN55061,17990.0,570,2015,79846,1055,5.6,2,62,452,2,10,1,45,48
XR71509,22950.0,345,2021,7719,1055,5.4,6,382,23,2,4,1,43,16
XS36839,19690.0,130,2018,117362,1057,4.3,12,14,377,1,4,2,87,47
XW26375,14390.0,650,2017,99449,1055,4.5,11,57,143,2,4,2,53,23
XX17951,16990.0,670,2018,10528,1055,4.6,6,8,56,2,12,1,35,41
XX80322,23990.0,650,2019,46177,1056,6.2,6,181,166,1,5,1,94,7
YA43315,13170.0,560,2018,27605,1055,4.1,11,378,8,2,5,1,7,6
YB48414,17670.0,720,2018,45609,1055,5.5,3,96,49,2,8,1,42,24
YE85874,20240.0,905,2018,48750,1055,5.1,2,304,30,1,8,1,39,30
YH06229,10540.0,800,2016,77129,1055,4.1,3,144,87,1,5,2,32,22
YJ36395,12490.0,800,2017,73681,1055,4.4,3,144,30,1,4,1,35,55
YJ48141,7734.0,790,2014,100127,1055,5.4,2,176,52,1,5,1,32,9
YV23868,11990.0,560,2017,33840,1055,5.0,6,377,8,2,5,1,7,71
YV42229,10450.0,670,2017,65350,1055,4.8,6,8,57,1,12,1,15,47
YW91272,23762.0,345,2016,61431,1056,6.6,6,287,289,2,8,2,94,10
ZE39425,23039.0,130,2016,96998,1056,4.6,6,15,406,2,5,2,110,33
ZE91621,34290.0,800,2021,23322,1055,5.2,6,195,124,2,8,1,62,63
ZE93455,10490.0,800,2015,29522,1055,4.4,10,103,18,1,5,1,11,45
ZF13348,22900.0,130,2016,105901,1056,4.9,4,357,644,2,8,2,87,16
ZF42393,18290.0,345,2020,17035,1055,4.5,2,380,28,2,12,1,29,48
ZG13875,31150.0,285,2019,53361,1058,5.3,6,276,241,2,10,2,62,78
ZG22479,12390.0,720,2016,13137,1055,5.1,6,96,4,1,8,1,21,8
ZJ42036,12890.0,650,2017,93670,1055,4.3,2,179,231,1,5,2,73,15
ZK22987,10192.0,720,2017,75012,1055,5.6,2,105,41,1,12,1,10,38
ZK65614,37326.0,130,2018,71487,1056,5.8,2,359,650,2,8,2,127,15
ZL56364,15690.0,425,2018,23268,1055,6.4,11,345,138,1,10,1,46,84
ZL66747,33390.0,570,2016,37035,1056,6.0,12,71,464,2,2,1,66,131
ZP98266,24990.0,800,2019,59980,1055,5.9,6,230,278,2,4,1,87,69
ZR05633,17690.0,790,2018,55389,1055,4.2,3,176,125,1,5,1,62,34
ZV43965,23990.0,910,2015,105065,1056,5.7,2,364,306,2,8,2,107,32
ZX91288,19990.0,905,2016,106831,1055,4.8,2,317,272,1,8,2,62,56
ZZ30443,14464.0,720,2019,43020,1057,4.7,3,105,25,1,12,1,29,28
YX97816,20490.0,905,2021,9554,1055,4.8,10,303,30,1,8,1,35,1
HT66493,16190.0,905,2014,31384,1058,4.7,12,163,272,1,5,2,62,1
AS57315,9990.0,800,2015,103573,1055,4.7,3,144,52,1,4,1,35,1
EG55503,10090.0,720,2017,31493,1055,4.3,12,336,4,1,5,1,21,1
BL12409,16990.0,345,2017,66850,1055,6.3,2,335,138,1,8,1,52,1
AJ44267,18890.0,130,2014,74583,1057,5.2,12,359,644,1,8,2,87,1
AW54464,16490.0,194,2018,29525,1055,6.4,6,131,48,1,8,1,46,1
PG92386,11790.0,800,2014,71339,1055,5.5,13,372,52,1,8,1,35,1
AP48709,23578.0,060,2018,50494,1055,5.4,2,252,369,2,8,1,40,1
HK57783,14915.0,580,2014,49796,1056,4.7,2,210,502,2,5,1,53,1
DF01876,18845.0,905,2019,62755,1055,5.0,6,163,124,1,5,1,51,1
TZ99431,5990.0,800,2015,92120,1055,4.5,12,103,18,1,5,1,2,1
YW69321,25390.0,590,2019,37558,1055,6.2,2,233,509,2,8,1,62,1
UN84724,14632.0,800,2016,66780,1055,4.6,6,144,52,2,4,1,35,17
UP45192,24590.0,060,2013,80984,1057,7.0,3,278,274,2,5,1,135,53
UX59250,24790.0,905,2018,36982,1055,5.8,6,238,202,2,4,1,80,120
UY85714,10990.0,580,2014,71651,1055,5.1,2,210,584,1,5,1,11,25
UZ14150,15590.0,905,2019,24139,1055,4.8,6,163,30,1,5,1,18,49
VD99817,11490.0,800,2018,35128,1055,4.8,11,144,18,1,5,1,11,13
VK24539,23990.0,345,2018,39962,1056,7.5,5,335,178,2,8,1,77,9
VL03794,24190.0,570,2017,66635,1055,5.4,12,71,465,2,4,1,66,71
VL72411,23290.0,060,2018,57074,1058,4.0,2,36,272,1,5,2,62,17
