ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
CH92922,18490.0,285,2019,49572,1055,4.8,6,146,13,1,4,1,46,42
CK28732,23390.0,390,2017,69332,1057,6.9,12,109,82,2,8,1,73,38
CL67431,7790.0,860,2013,34526,1055,4.4,10,45,8,1,5,1,5,97
CN69859,12990.0,570,2013,115556,1057,5.8,2,71,465,1,5,1,66,2
CP08661,17349.0,225,2016,97108,1055,5.1,12,356,185,2,8,2,50,11
CR16139,20990.0,650,2019,37157,1057,5.7,6,179,115,1,5,1,72,5
CT19305,17872.0,790,2017,95352,1055,5.8,6,205,202,2,4,1,80,18
CV10240,20290.0,790,2018,39482,1056,6.0,6,205,202,1,5,1,80,56
CX08211,17690.0,570,2015,71131,1057,4.3,3,71,471,1,4,2,53,38
CY16232,24258.0,670,2019,83900,1055,4.5,6,270,106,2,4,2,51,16
CY64019,11590.0,285,2014,97155,1055,5.9,2,146,153,1,4,1,62,14
CZ52433,8850.0,560,2015,42530,1055,4.1,11,378,8,1,5,1,7,15
DA01042,19390.0,570,2014,46116,1055,6.5,6,62,458,2,10,1,84,50
DA07887,10190.0,720,2016,30774,1055,4.7,12,105,4,1,5,1,21,7
DA47769,7590.0,285,2016,116958,1055,5.2,3,145,58,1,5,1,15,8
AC58064,21490.0,130,2014,39911,1057,5.5,6,9,340,2,3,1,84,61
AD30394,15490.0,285,2016,110731,1055,4.6,2,169,120,1,10,2,43,4
AF38879,19490.0,285,2018,36103,1055,6.0,12,221,113,1,4,1,70,71
AH01793,37390.0,905,2019,43194,1055,6.3,11,306,272,2,10,2,62,12
AH96039,8990.0,590,2016,64445,1055,4.1,12,294,41,1,5,1,14,18
AJ49621,14470.0,550,2013,108261,1055,4.6,3,92,300,2,8,2,62,45
AM96311,17890.0,905,2017,64167,1058,5.3,2,163,93,1,4,1,46,21
AN09250,12781.0,285,2016,72255,1055,4.8,6,146,13,1,4,1,46,22
AN72082,26890.0,130,2017,87483,1055,5.8,2,14,388,2,4,1,121,53
AP65582,16950.0,800,2019,27224,1055,4.7,10,144,30,2,5,1,35,36
AR03199,17066.0,130,2015,46955,1055,5.8,2,14,373,1,5,1,53,18
AS83706,20450.0,060,2014,84401,1056,5.7,8,253,272,2,8,2,55,102
AV20029,24999.0,905,2016,101555,1058,5.7,12,317,272,2,8,2,62,84
AV44922,21990.0,225,2017,8227,1057,6.8,9,257,41,2,8,1,39,85
AV47450,18480.0,194,2019,23594,1055,6.0,5,131,67,1,8,1,62,41
AV50642,14090.0,905,2015,87222,1055,4.0,12,163,177,2,4,2,35,6
AW33727,15990.0,905,2018,43784,1055,4.4,2,243,30,1,5,1,24,14
AX22359,11890.0,720,2018,33549,1055,5.7,10,105,41,1,4,1,10,14
AX66331,14640.0,720,2015,40983,1056,5.5,4,96,49,2,8,1,43,15
AZ07819,30512.0,130,2017,89801,1056,4.3,12,25,421,2,4,2,87,40
BB68378,17774.0,720,2017,59079,1056,6.2,2,191,173,1,8,1,71,5
BC25720,25586.0,570,2018,64710,1056,5.8,12,30,440,1,5,1,71,35
BD18617,23520.0,570,2018,23444,1057,5.5,2,87,612,2,4,1,45,8
BF55679,35490.0,040,2018,34046,1056,7.0,10,297,280,2,8,1,131,114
BG37643,17980.0,720,2017,73352,1057,4.5,4,315,186,2,4,2,70,9
BH94917,13820.0,194,2019,29748,1055,6.5,6,131,165,1,8,1,39,28
BK34947,16190.0,060,2017,119283,1055,4.2,6,34,177,1,5,2,39,33
BN21965,22490.0,345,2018,62645,1055,7.6,6,335,178,2,8,1,77,109
BN40531,41990.0,060,2021,9604,1057,1.8,6,34,399,2,5,5,97,101
BP01753,27890.0,590,2017,58201,1056,1.8,12,233,224,2,8,5,43,54
BP31179,22750.0,905,2018,18926,1055,5.1,12,163,93,2,5,1,46,28
BP39752,30990.0,570,2017,41522,1058,5.3,2,71,464,2,3,1,66,54
BV10903,15990.0,194,2018,27850,1055,5.8,13,128,48,1,10,1,39,15
BV18354,38790.0,060,2019,45217,1056,4.7,2,41,397,2,5,2,97,24
BV72463,23061.0,225,2017,85548,1055,6.1,8,356,283,2,8,2,77,47
BW35277,14190.0,800,2018,54190,1055,4.3,6,144,30,1,4,1,24,48
BY65491,17600.0,650,2017,35371,1057,6.2,2,220,99,2,8,1,55,47
CE27692,16070.0,860,2019,75642,1055,3.6,12,370,114,2,5,5,29,13
CE41731,25990.0,570,2016,102999,1057,5.6,2,71,474,2,4,1,101,37
CH00521,12990.0,060,2016,67748,1055,4.4,11,32,27,1,12,1,24,35
CJ41066,28990.0,905,2018,39574,1058,6.3,10,163,278,2,5,1,119,56
CL04792,14905.0,285,2017,60382,1055,5.5,10,146,113,1,5,1,62,19
CR79444,27441.0,060,2015,83641,1057,6.3,5,255,358,2,8,2,123,116
CU82380,9650.0,560,2015,25820,1055,4.1,8,378,8,1,12,1,7,34
CV26926,21490.0,670,2017,98261,1057,5.2,7,18,56,2,8,1,50,3
CV73743,8590.0,345,2013,54862,1055,6.0,10,385,74,1,10,1,21,35
CX53498,23490.0,905,2017,74723,1055,6.3,12,163,278,2,5,1,111,38
DA78728,22990.0,130,2019,7992,1055,5.3,2,9,335,2,10,1,55,60
DA86190,21690.0,570,2019,49892,1057,5.5,2,30,436,1,5,1,34,77
DB77752,25690.0,905,2017,59019,1055,6.1,2,317,93,2,8,1,62,30
DC24623,18490.0,905,2017,70869,1055,5.0,3,163,93,2,4,1,46,39
DE78365,10290.0,425,2016,47291,1055,4.7,6,241,41,1,12,1,18,6
DH53335,19000.0,060,2015,67666,1055,5.8,9,35,201,1,5,1,80,43
DH53481,28990.0,570,2019,33696,1055,6.5,6,71,465,2,4,1,66,15
DH79529,25390.0,060,2016,46309,1055,6.1,6,36,274,2,4,1,87,32
DJ31860,12790.0,905,2016,95779,1055,4.9,6,163,52,1,5,1,35,35
AB09348,12990.0,905,2014,97743,1055,3.8,2,163,177,1,5,2,32,101
AC79432,19175.0,905,2017,63717,1058,5.1,6,163,93,2,5,1,46,57
AD27427,11490.0,285,2017,102812,1055,3.8,2,146,120,1,4,2,43,5
AG54628,14490.0,285,2016,96797,1055,6.2,6,200,113,1,8,1,62,31
AH31869,16290.0,905,2019,37118,1055,4.6,8,243,30,1,5,1,24,89
AJ71202,13490.0,345,2015,44480,1055,6.4,4,385,138,2,5,1,46,57
AL95029,20890.0,570,2015,104487,1057,5.8,2,87,614,2,4,1,66,27
AR61177,18990.0,285,2018,50181,1057,6.3,3,200,113,1,8,1,62,36
AU81437,12020.0,800,2018,35678,1055,4.8,2,144,18,1,4,1,11,39
AX27853,39990.0,570,2018,98709,1056,5.9,2,154,555,2,8,2,123,62
AZ96598,23860.0,570,2017,55501,1058,5.5,2,87,612,2,4,1,45,83
BA47749,18947.0,905,2018,38317,1055,4.8,11,163,124,1,5,1,50,35
BB21552,14590.0,130,2013,99536,1055,7.5,2,357,645,2,8,1,84,83
BB83258,24590.0,285,2019,53286,1055,5.1,3,221,241,2,4,2,87,69
BE26078,7888.0,670,2015,44881,1055,4.1,2,2,34,1,5,1,7,13
BE38277,22490.0,905,2017,93816,1058,5.8,6,238,202,2,4,1,80,15
BE43552,13890.0,570,2016,74261,1055,4.7,6,102,209,1,10,2,35,2
BE64089,7490.0,280,2015,60120,1055,5.2,12,236,41,1,12,1,7,36
BE87266,15190.0,720,2017,47471,1058,5.5,12,96,49,1,8,1,42,97
BE91513,37490.0,570,2015,106604,1055,6.5,4,342,629,1,10,2,53,41
BF74560,18850.0,130,2017,104353,1056,4.4,12,4,217,2,5,2,62,8
BJ56391,22345.0,285,2018,40366,1055,5.5,10,146,113,1,4,1,62,44
BK92986,10640.0,194,2017,30762,1055,5.1,12,285,5,1,5,1,21,18
BM34425,23990.0,390,2020,23998,1055,6.4,6,269,70,2,8,1,62,3
BN27074,18190.0,345,2018,45101,1055,6.3,12,335,138,1,8,1,52,8
BN67702,23990.0,570,2016,37808,1056,5.8,2,152,536,2,8,1,66,12
BR14806,22190.0,570,2018,57522,1057,5.4,6,87,487,1,5,1,45,37
BR30582,26450.0,570,2017,113448,1056,4.3,2,71,473,2,4,2,73,61
BR31381,8790.0,800,2015,109873,1055,4.7,12,144,18,1,5,1,11,19
BS73870,15890.0,285,2019,19049,1055,5.3,13,136,13,1,8,1,29,39
BU00335,22617.0,580,2016,58279,1057,4.5,8,106,506,2,4,2,87,75
BV08267,8090.0,670,2016,33499,1055,4.1,12,2,34,1,5,1,7,17
BV58287,21490.0,570,2014,67123,1057,6.1,2,152,540,2,8,1,101,2
BV97091,13790.0,800,2018,17834,1055,4.4,12,268,30,1,5,1,24,78
BW46786,10790.0,190,2015,80530,1055,3.6,11,79,187,2,8,2,23,3
BW89684,17990.0,905,2018,74266,1055,5.4,6,163,93,1,4,1,46,83
BX86384,17160.0,650,2019,76136,1055,5.7,2,57,84,2,4,1,62,5
BZ43510,18290.0,720,2015,82787,1057,4.7,4,139,186,2,10,2,70,52
BZ87612,15790.0,225,2016,63064,1055,5.8,4,257,138,1,8,1,71,16
CA07634,10164.0,280,2017,63261,1055,4.9,10,17,41,1,12,1,7,10
CA51388,19490.0,790,2018,76620,1057,4.7,12,205,93,2,4,1,62,30
CB99326,21190.0,905,2015,91861,1055,1.5,12,163,79,2,5,5,62,44
CE85252,6513.0,560,2014,116780,1055,4.2,6,378,8,2,5,1,7,2
CF07223,13430.0,194,2017,7043,1055,5.7,12,128,48,1,4,1,39,9
CF16417,17190.0,650,2018,23039,1057,4.7,6,113,41,1,8,1,35,27
CG37331,25490.0,060,2014,93701,1057,8.5,6,255,360,2,8,1,129,6
CJ43231,19490.0,550,2016,57608,1055,5.5,3,92,300,2,8,2,62,6
CK07785,11990.0,650,2016,67658,1055,4.3,10,57,8,1,5,1,32,44
CM46026,12990.0,790,2013,103347,1057,5.2,6,205,93,1,5,1,55,106
CM51862,17250.0,550,2017,89804,1056,4.8,2,10,300,2,5,2,62,15
CM70601,9360.0,225,2016,16342,1055,5.0,12,216,41,1,12,1,14,19
CP53739,16990.0,190,2017,43023,1055,5.0,6,80,56,1,10,1,50,5
CP94013,21400.0,550,2018,31851,1058,6.3,6,90,224,2,8,1,62,13
CR65256,12950.0,650,2017,21364,1055,4.7,12,111,74,2,5,1,21,38
CU52620,19430.0,830,2018,51556,1058,5.5,12,349,74,2,8,1,55,36
CU85430,21750.0,060,2017,116222,1055,4.3,6,36,272,2,5,2,62,2
AA90225,10990.0,800,2016,99300,1055,4.7,6,268,52,1,5,1,21,33
AC29091,19198.0,570,2016,42600,1057,5.6,12,30,437,2,5,1,45,2
AE03308,11690.0,905,2016,62170,1055,3.6,4,243,52,1,5,1,21,33
AF43245,11341.0,905,2013,80111,1055,4.9,12,163,52,1,5,1,32,55
AH42866,27290.0,345,2019,42097,1057,7.8,6,382,276,1,5,1,130,42
AL14294,13790.0,830,2017,35938,1055,4.3,6,302,42,1,12,1,21,72
AR20824,16485.0,285,2016,69742,1055,6.0,12,221,113,1,4,1,70,48
AR64869,14650.0,280,2019,66252,1055,4.7,11,319,159,1,4,2,43,27
AS58470,17590.0,720,2015,75803,1057,6.0,3,213,173,2,5,1,98,42
AT94124,17950.0,650,2019,45854,1055,5.5,6,57,84,1,4,1,62,27
AU12865,35091.0,570,2016,28269,1056,4.3,6,132,514,2,3,2,73,84
AU28971,15850.0,580,2015,97650,1057,4.8,10,210,502,2,5,1,53,24
AU73706,15290.0,800,2017,35239,1055,4.5,10,268,30,1,5,1,35,49
AV89153,10727.0,285,2016,115814,1055,5.1,2,72,13,1,10,1,46,11
AX18664,15999.0,390,2016,16806,1055,6.0,10,269,138,1,8,1,35,88
AZ63349,19790.0,345,2019,32776,1055,7.2,10,335,138,1,8,1,52,44
AZ80391,11490.0,720,2018,27327,1055,4.3,3,336,4,1,12,1,21,47
BB81613,22690.0,020,2019,24674,1055,6.0,10,23,74,1,5,1,80,50
BB93556,16890.0,285,2018,29728,1057,4.5,6,145,13,1,5,1,55,118
BC42231,36290.0,910,2018,66161,1056,5.5,6,364,238,2,8,2,87,29
BG08731,12517.0,650,2018,20587,1055,3.9,10,111,60,1,12,2,11,72
BG46631,11290.0,345,2016,54214,1055,5.6,10,382,74,1,5,1,28,80
BG89221,11020.0,345,2016,52061,1055,5.1,12,380,41,1,5,1,18,43
BJ17453,25890.0,860,2019,62132,1055,3.7,2,110,246,2,4,1,79,119
BN08096,15680.0,905,2019,91171,1055,3.9,2,243,177,2,12,2,24,25
BN21393,32295.0,060,2019,23291,1055,5.3,2,34,397,2,5,2,83,54
BN81288,17390.0,650,2019,36929,1055,5.6,12,113,41,2,8,1,35,21
BP18718,17390.0,720,2019,18692,1055,5.6,10,96,67,1,8,1,51,66
BR42765,23560.0,570,2015,67760,1058,4.8,12,87,614,2,4,2,53,38
BV97945,14990.0,560,2017,27966,1055,4.2,6,377,6,2,5,1,21,82
BX63958,10290.0,280,2017,30454,1055,5.0,6,17,41,1,5,1,7,25
BX64044,17990.0,905,2016,51139,1055,5.0,2,163,93,2,5,1,62,18
BZ50687,25590.0,570,2019,56138,1057,4.0,2,30,439,2,5,2,39,106
CB58067,10990.0,580,2014,33619,1055,5.1,6,210,584,1,5,1,11,4
CB68173,13950.0,194,2019,15290,1055,5.4,3,285,5,2,5,1,21,4
CC22701,34790.0,285,2018,43228,1057,8.8,2,267,363,2,8,2,94,56
CD53772,6290.0,800,2012,53160,1055,4.5,12,103,18,1,5,1,2,7
CE70813,25990.0,425,2022,1914,1055,6.8,2,296,154,1,8,1,52,85
CE80031,19490.0,910,2017,73815,1055,5.5,6,338,262,2,5,1,87,101
CG73216,16420.0,720,2018,16715,1055,5.4,12,213,67,1,5,1,40,32
CL86164,7580.0,194,2015,98064,1055,4.9,12,208,5,1,4,1,21,4
CM32344,23750.0,905,2018,55561,1055,5.8,12,317,93,1,8,1,62,78
CM37316,15268.0,905,2016,13768,1055,4.9,10,163,52,1,5,1,35,21
CN21680,14490.0,280,2019,34914,1055,5.2,6,17,41,2,12,1,7,9
CS84829,13990.0,590,2014,74239,1055,5.8,12,44,292,2,8,2,62,14
CY05746,18990.0,905,2017,67719,1055,4.9,7,163,124,2,5,1,62,40
CY65462,24590.0,790,2017,51519,1058,5.5,8,58,94,2,8,1,62,77
CZ76614,9450.0,285,2016,37280,1055,4.3,10,145,8,1,12,1,3,4
DB90548,22450.0,130,2016,61510,1057,5.1,4,357,638,1,8,1,53,55
DD05834,12690.0,280,2017,25948,1055,4.8,6,17,41,2,5,1,7,3
DD29757,23490.0,720,2017,80137,1056,5.9,2,197,284,2,8,2,77,59
DF48720,23390.0,905,2018,37814,1055,4.9,12,163,124,2,5,1,62,50
DK13867,26750.0,905,2019,16335,1058,5.1,6,238,125,2,5,1,62,111
DM09432,16405.0,560,2019,3717,1055,4.1,8,378,6,2,12,1,21,6
DM29304,16626.0,130,2016,88360,1055,4.0,11,4,217,2,5,2,62,30
DM67663,24090.0,130,2018,116878,1057,6.6,2,14,380,2,4,1,84,92
AA60207,10402.0,285,2015,78850,1055,5.4,6,136,13,1,8,1,46,16
AD59520,9990.0,790,2015,100846,1055,5.9,6,205,52,1,3,1,35,35
AG62258,20890.0,340,2019,43472,1056,4.8,6,104,33,1,5,1,47,66
AK48361,10890.0,720,2016,48341,1057,4.7,10,105,4,1,5,1,21,30
AK56155,25990.0,570,2018,34583,1057,5.8,10,152,536,2,8,1,66,26
AK71537,15790.0,130,2016,49569,1055,5.3,3,4,216,1,5,1,35,15
AL50205,17990.0,060,2013,96073,1055,5.7,2,253,272,2,8,2,55,47
AM48848,18690.0,905,2017,102196,1055,5.1,6,238,93,1,4,1,62,50
AN27522,24990.0,570,2015,74941,1056,5.5,2,71,467,2,4,1,84,38
AS09692,9600.0,345,2015,49170,1055,4.9,3,379,41,1,12,1,20,8
AU22245,12790.0,285,2018,34509,1055,5.7,6,190,53,1,12,1,19,40
AU52393,21990.0,650,2018,59931,1056,4.8,6,171,231,2,8,2,77,5
AX23802,15996.0,905,2015,108630,1058,4.1,3,238,272,1,4,2,62,17
BC28541,18150.0,425,2017,27046,1055,6.5,12,97,154,1,10,1,53,29
BD45152,12590.0,190,2017,31490,1055,4.6,9,79,55,1,8,1,15,21
BD72153,15250.0,670,2019,6514,1055,5.0,12,12,56,1,5,1,35,30
BE60073,15990.0,060,2017,73173,1055,4.5,11,34,27,1,5,1,39,28
BE74469,13890.0,905,2014,92950,1057,5.2,12,163,93,1,5,1,55,2
BF02035,24190.0,130,2014,99251,1056,5.3,6,25,425,2,4,2,123,43
BH18505,16690.0,790,2018,29931,1055,4.9,10,53,30,1,8,1,39,45
BH75203,24350.0,670,2019,29099,1055,5.2,12,11,56,2,8,1,50,25
BH78600,12290.0,060,2014,67716,1055,5.0,2,32,51,1,5,1,18,33
BJ15124,19141.0,060,2017,78480,1055,4.1,6,35,272,1,5,2,62,12
BJ19858,18590.0,285,2020,19096,1057,5.0,3,136,13,1,8,1,46,58
BJ91158,35790.0,060,2017,73607,1056,7.0,2,38,274,2,2,1,121,17
BL80858,12344.0,720,2018,46679,1055,5.1,8,96,4,1,8,1,21,2
BP86982,24290.0,285,2018,71213,1055,7.4,12,276,113,1,10,1,72,31
BR70752,11990.0,650,2013,63681,1055,5.9,10,219,99,1,8,1,55,38
BU43203,24636.0,905,2017,77213,1055,6.7,10,304,278,2,8,1,87,45
BX15802,18990.0,790,2017,43170,1055,5.2,12,58,30,1,8,1,39,50
BZ50095,21150.0,285,2018,18699,1055,5.1,3,146,13,1,5,1,46,43
CA94713,25390.0,905,2018,60677,1058,4.7,12,163,79,2,5,1,62,83
CB90175,18990.0,905,2016,44589,1056,5.3,3,162,93,2,2,1,46,40
CC86681,23690.0,905,2017,111328,1058,5.1,2,238,272,2,4,2,87,12
CD03688,27590.0,570,2017,38731,1057,5.6,6,71,467,2,5,1,84,17
CE20646,7690.0,194,2018,102248,1055,5.2,3,285,21,1,12,1,10,2
CF00105,14708.0,280,2021,5436,1055,4.1,10,17,19,1,12,1,7,7
CG20722,19190.0,130,2017,26084,1056,5.1,12,4,218,2,5,1,53,12
CG53962,24990.0,905,2019,13416,1055,6.1,12,243,278,2,5,1,94,125
CH80939,14890.0,550,2015,62355,1055,5.1,12,10,224,1,5,1,43,117
CP12293,15690.0,345,2020,12133,1055,4.5,12,379,41,2,5,1,17,66
CU75942,19950.0,650,2020,10527,1055,5.0,6,113,54,2,8,1,51,49
CV41180,39653.0,905,2021,10633,1055,6.2,6,307,272,1,10,2,62,51
CV87938,22990.0,390,2017,27893,1056,6.9,8,269,82,2,8,1,73,56
CY18588,31990.0,570,2019,47881,1058,5.3,12,31,440,2,5,1,71,49
CZ83011,22290.0,130,2014,96974,1058,5.5,11,15,404,2,3,1,84,37
DB57023,17890.0,570,2015,117287,1057,5.0,10,71,465,1,5,1,66,4
DF17416,23490.0,800,2017,72827,1058,4.5,6,300,272,2,4,2,62,15
DH46713,10490.0,560,2017,18289,1055,5.2,2,377,8,1,5,1,7,30
DH62965,29650.0,060,2018,20810,1055,6.3,6,253,395,2,8,1,62,2
DH67073,15891.0,720,2020,8384,1055,4.7,12,105,25,1,5,1,29,42
DR93182,19990.0,650,2017,56380,1056,6.0,2,179,115,1,5,1,72,3
DS84855,20190.0,550,2019,39908,1055,5.2,6,10,224,1,5,1,45,2
DU36940,12890.0,790,2014,41546,1057,5.9,12,176,93,2,12,1,80,2
DV43743,25000.0,800,2018,44010,1055,5.6,6,195,124,2,8,1,62,116
DY24568,22390.0,285,2018,59320,1057,6.1,2,200,268,2,8,2,62,57
AA42986,8490.0,345,2017,50850,1055,4.7,2,379,8,1,5,1,4,7
AB85929,40290.0,905,2020,15971,1058,1.6,6,238,79,2,4,5,106,70
AF14412,31990.0,060,2017,47395,1056,7.1,2,278,274,1,5,1,138,8
AG10599,29490.0,060,2016,102907,1056,6.9,2,41,274,2,4,1,121,2
AG48877,20990.0,285,2015,66661,1056,5.2,3,276,268,2,10,2,80,104
AH08558,21690.0,905,2018,58972,1058,4.2,12,163,272,1,5,2,62,104
AK30821,31050.0,790,2017,58269,1057,5.2,6,48,272,2,10,2,62,99
AU55778,21170.0,130,2018,71495,1055,5.3,6,14,376,2,4,1,53,40
AV24920,6652.0,670,2015,78210,1055,4.1,12,2,34,1,12,1,7,26
AY19649,13290.0,130,2014,57631,1055,5.4,12,4,216,1,5,1,53,105
AY21476,25490.0,060,2016,40503,1058,4.9,6,34,88,2,2,1,62,86
BB65901,33680.0,060,2019,36981,1056,6.7,12,36,418,2,5,1,119,53
BC26370,21149.0,340,2019,45340,1056,4.7,3,104,33,2,5,1,47,37
BE09100,16550.0,285,2014,84280,1057,5.2,6,200,268,2,8,2,80,19
BF48114,9990.0,345,2019,30640,1055,5.1,10,379,8,1,5,1,4,2
BF94114,12290.0,650,2019,21010,1055,5.1,1,194,8,1,5,1,10,51
BG32238,21490.0,225,2018,23003,1055,5.3,6,257,61,1,8,1,55,14
BH19041,14527.0,720,2015,70040,1057,5.6,2,191,49,1,8,1,50,13
BH98774,15990.0,580,2015,73866,1055,4.0,3,210,506,1,5,2,73,47
BJ77665,29399.0,570,2014,111822,1056,6.8,4,209,582,2,8,2,123,4
BK65668,12990.0,905,2019,41919,1055,4.7,12,388,8,1,5,1,11,90
BM60719,22090.0,580,2016,71670,1056,3.9,3,93,503,2,2,2,39,54
BN54053,18790.0,130,2018,38486,1055,5.9,2,4,216,1,5,1,35,40
BN63042,22490.0,570,2016,70501,1057,5.0,2,71,465,2,5,1,66,9
BN89794,10257.0,590,2017,37605,1055,4.3,9,295,41,1,12,1,14,31
BN97665,26290.0,425,2019,45843,1058,6.2,12,387,178,2,3,1,98,6
BR98698,25690.0,060,2016,44756,1058,7.2,3,253,274,2,8,1,80,27
BS07138,18990.0,790,2018,24797,1055,4.9,12,53,30,1,8,1,39,112
BT11422,14789.0,060,2013,74572,1055,4.8,6,34,88,1,5,1,55,2
BT45121,21573.0,790,2018,44910,1057,4.7,3,205,93,2,4,1,62,28
BT72756,13290.0,650,2017,16854,1055,5.1,10,113,41,1,8,1,15,51
BU77558,20190.0,550,2015,64266,1055,5.5,10,92,300,2,8,2,76,20
BW75800,16189.0,905,2019,23148,1055,4.8,6,163,30,1,5,1,18,51
BX19812,21390.0,720,2018,15030,1055,5.5,2,289,67,2,10,1,55,80
BX21274,9990.0,194,2017,24222,1055,5.4,10,208,8,1,4,1,10,23
BX64193,15552.0,345,2017,49220,1055,5.0,4,382,28,1,5,1,43,9
BY61481,24850.0,790,2020,20728,1055,4.9,10,205,125,1,5,1,62,85
BZ90549,16990.0,345,2016,54862,1055,7.6,6,335,138,1,8,1,52,21
CA07645,29690.0,905,2019,23133,1058,6.5,3,163,278,2,5,1,119,27
CB62018,22990.0,790,2017,80922,1056,7.2,12,205,278,2,4,1,135,12
CC87951,34990.0,285,2020,34561,1055,1.2,12,200,317,2,8,5,109,50
CC90483,27990.0,570,2014,93208,1056,6.0,2,88,499,2,4,2,127,75
CG41860,31980.0,905,2019,51465,1058,6.8,2,54,278,2,5,1,129,62
CK72267,12650.0,340,2015,46251,1055,5.4,12,104,74,1,5,1,28,75
CL45438,32590.0,570,2019,29873,1057,6.2,6,71,467,2,4,1,92,50
CN00477,10950.0,720,2015,47927,1055,5.0,3,96,4,1,8,1,21,18
CN93039,16090.0,060,2014,72882,1055,5.4,12,32,88,1,5,1,45,88
CN99544,18190.0,905,2016,92980,1055,6.7,12,317,93,2,8,1,62,9
CP69547,27266.0,790,2021,32080,1057,4.9,2,205,135,2,5,1,62,13
CY96794,27990.0,345,2019,3836,1056,4.3,10,198,156,2,8,5,56,8
CZ92956,8653.0,590,2017,7060,1055,4.2,10,295,8,1,5,1,7,31
DA41773,14690.0,790,2014,50512,1055,5.2,10,205,93,1,5,1,46,71
DA80372,15930.0,425,2018,51110,1057,6.9,6,345,138,2,10,1,46,53
DE04399,35490.0,570,2016,106417,1056,5.0,2,154,550,2,8,2,73,32
DF34222,12384.0,905,2016,99951,1055,4.7,3,243,52,2,12,1,21,29
DH86587,21190.0,800,2018,81767,1055,5.4,12,195,124,1,8,1,62,44
AB27443,14490.0,800,2016,60896,1055,5.5,10,372,52,1,8,1,35,51
AF55117,21237.0,570,2017,30097,1056,5.5,12,30,437,2,5,1,45,27
AF92758,17790.0,570,2016,90266,1057,5.6,6,30,437,1,5,1,45,31
AH20394,19990.0,285,2019,42640,1057,6.0,3,145,113,1,12,1,94,30
AJ31858,15599.0,650,2017,63357,1055,5.9,2,220,99,1,8,1,55,12
AJ53476,29990.0,130,2017,72557,1057,5.8,6,25,422,2,4,1,84,101
AK68912,9490.0,285,2013,77445,1055,4.9,12,145,13,2,5,1,28,2
AM30013,8362.0,860,2016,63110,1055,4.1,3,45,8,1,12,1,7,60
AN20425,24690.0,905,2018,38759,1055,5.3,2,164,124,2,10,1,50,65
AN44781,25490.0,905,2018,33906,1055,6.5,2,163,278,1,5,1,119,107
AN49595,32590.0,130,2020,25519,1057,5.7,2,14,376,2,5,1,67,58
AU49256,8057.0,720,2015,44971,1055,4.2,12,336,21,1,12,1,7,7
AV02213,18890.0,550,2019,20438,1055,6.2,12,90,258,1,8,1,44,116
AY15264,22990.0,790,2019,47930,1058,3.6,10,205,272,2,5,2,84,41
AY96769,17990.0,130,2015,92190,1057,6.9,4,357,640,2,8,1,84,15
BA67673,10190.0,280,2017,17324,1055,5.2,12,236,41,1,12,1,7,46
BB47386,9690.0,650,2016,46532,1057,4.9,10,47,41,1,5,1,7,5
BC32506,11990.0,790,2014,93998,1057,5.8,2,205,93,1,3,1,62,4
BD46888,19990.0,285,2019,29111,1055,5.8,6,146,13,1,4,1,46,60
BD59683,22790.0,060,2017,49724,1055,1.8,6,34,90,2,5,5,62,9
BE95706,20150.0,570,2016,15558,1057,5.5,12,62,455,2,10,1,66,21
BG04954,15270.0,285,2018,37775,1055,5.2,3,136,13,1,8,1,46,19
BH09353,11590.0,560,2016,36565,1055,4.1,12,378,8,2,5,1,7,65
BJ23815,33990.0,285,2018,50779,1056,9.0,3,267,363,2,8,2,94,67
BK03920,9890.0,590,2020,17766,1055,4.5,2,295,8,1,5,1,7,21
BM32480,24190.0,905,2020,14911,1055,4.9,7,303,30,2,8,1,40,21
BM41518,34290.0,905,2018,35631,1058,6.9,12,163,278,2,5,1,138,114
BN87690,19450.0,790,2018,60207,1057,4.7,2,205,94,2,4,1,62,28
BS51577,11900.0,560,2018,22540,1055,4.1,2,378,8,1,5,1,7,37
BS71878,45290.0,730,2019,31951,1056,4.8,2,140,508,2,8,2,79,59
BT33457,11750.0,285,2015,112709,1057,3.8,6,146,120,1,4,2,43,21
BV71580,8590.0,285,2016,49054,1055,5.2,12,145,58,1,5,1,15,3
BW12340,20290.0,130,2016,89645,1055,5.3,2,9,336,2,10,1,53,148
BY35440,10490.0,790,2016,74925,1055,4.9,2,176,52,1,5,1,21,38
BZ81638,19590.0,800,2015,88342,1055,4.9,6,230,272,2,4,2,84,33
CC46047,18090.0,285,2018,66636,1055,5.6,2,146,113,1,4,1,82,48
CC80282,16990.0,800,2017,16704,1055,4.6,10,268,30,1,5,1,35,39
CF91526,13690.0,905,2017,114268,1055,4.8,6,163,30,1,5,1,35,55
CG89133,12190.0,560,2015,51598,1056,4.1,13,378,8,2,5,1,7,52
CH74756,21490.0,060,2015,86610,1057,7.2,2,277,274,1,5,1,111,63
CJ57105,12490.0,830,2017,54276,1055,4.8,10,302,9,1,5,1,35,54
CJ80253,27960.0,570,2019,33334,1057,6.3,12,152,534,2,8,1,45,106
CM95782,8990.0,860,2015,38692,1055,4.1,8,45,8,1,5,1,7,70
