dates,cars_sold_de,cars_online_de,avg_buyprice_de,bookmarks_de,opportunity_de,purchases_de,published_de
2022-08-14,28,4446,16610,1548,609,0,0
2022-08-15,98,4322,16639,1781,789,116,61
2022-08-16,84,4278,16573,1644,773,106,113
2022-08-17,78,4258,16580,1614,795,104,109
2022-08-18,76,4242,16591,1477,762,69,108
2022-08-19,67,4251,16578,1482,738,124,101
2022-08-20,46,4253,16564,1436,618,66,22
2022-08-21,33,4212,16599,1566,612,0,0
2022-08-22,84,4101,16608,1553,747,104,86
2022-08-23,66,4087,16530,1810,780,83,98
2022-08-24,85,4182,16536,1611,808,103,92
2022-08-25,69,4147,16525,1391,708,81,105
2022-08-26,70,4158,16524,1689,744,91,102
2022-08-27,47,4176,16533,1535,684,59,33
2022-08-28,35,4145,16573,1680,658,0,0
2022-08-29,69,4099,16614,1866,800,103,73
2022-08-30,78,4026,16630,1691,799,90,93
2022-08-31,71,4041,16652,1737,782,80,83
2022-09-01,66,4146,16635,1714,711,68,81
2022-09-02,77,4164,16672,1618,740,117,85
2022-09-03,48,4142,16648,1667,665,48,20
2022-09-04,39,4103,16688,1711,642,0,0
2022-09-05,85,4035,16735,1837,839,93,81
2022-09-06,75,4028,16670,1734,771,69,114
2022-09-07,81,4024,16741,1669,774,81,83
2022-09-08,67,4031,16795,1618,698,64,73
2022-09-09,66,3980,16855,1776,698,123,87
2022-09-10,51,3932,16906,1637,667,50,20
2022-09-11,31,3901,16886,1882,586,0,10
2022-09-12,91,3778,16927,1668,827,97,77
2022-09-13,78,3703,17033,1836,756,81,112
2022-09-14,86,3812,17066,1721,745,86,102
2022-09-15,62,3793,17111,1728,724,64,93
2022-09-16,75,3753,17167,1646,757,110,81
2022-09-17,47,3735,17202,1526,641,52,16
2022-09-18,34,3681,17217,2034,589,0,0
2022-09-19,95,3607,17232,1543,870,92,56
2022-09-20,86,3479,17288,1688,764,68,75
2022-09-21,66,3373,17283,1661,653,82,90
2022-09-22,85,3450,17324,1634,700,60,78
2022-09-23,66,3475,17337,1662,661,98,95
2022-09-24,69,3436,17389,1712,583,46,41
2022-09-25,36,3409,17442,1898,556,0,0
2022-09-26,97,3329,17535,1586,737,91,66
2022-09-27,76,3322,17612,1562,746,77,77
2022-09-28,88,3262,17661,1963,701,73,95
2022-09-29,65,3238,17696,2122,675,44,94
2022-09-30,100,3182,17790,1960,612,113,75
2022-10-01,52,3141,17798,1790,488,42,15
2022-10-02,30,3107,17828,1986,469,0,0
2022-10-03,36,3047,17887,2031,524,0,0
2022-10-04,58,2967,17896,1983,716,81,46
2022-10-05,63,2932,17871,2172,678,77,57
2022-10-06,91,2851,17910,2103,667,47,73
2022-10-07,64,2821,17946,2200,595,97,87
2022-10-08,43,2804,17954,2200,523,38,33
2022-10-09,29,2784,17985,2200,541,0,0
2022-10-10,70,2741,18066,2200,720,85,76
2022-10-11,81,2702,18095,2200,725,74,102
2022-10-12,62,2693,18131,2760,724,89,81
2022-10-13,72,2820,18210,2733,715,62,75
2022-10-14,69,2822,18146,2119,686,110,114
2022-10-15,47,2841,18175,2136,634,74,33
2022-10-16,32,2818,18182,2070,587,0,6
2022-10-17,75,2717,18275,2117,793,100,66
2022-10-18,78,2711,18308,1896,818,65,85
2022-10-19,68,2709,18317,2000,734,58,83
2022-10-20,69,2726,18282,2083,763,62,77
2022-10-21,81,2706,18284,2246,755,110,99
2022-10-22,53,2732,18306,2388,658,40,16
2022-10-23,33,2704,18352,2764,631,0,0
2022-10-24,71,2591,18482,2148,800,92,78
2022-10-25,62,2561,18472,1983,726,85,81
2022-10-26,63,2625,18331,1919,779,73,94
2022-10-27,59,2611,18349,2014,715,40,84
2022-10-28,76,2582,18423,1939,688,120,59
2022-10-29,53,2570,18410,1889,583,43,45
2022-10-30,29,2562,18399,2012,641,0,7
2022-10-31,66,2483,18495,2310,769,70,19
2022-11-01,66,2393,18534,2386,728,49,28
2022-11-02,67,2328,18493,2305,770,77,64
2022-11-03,69,2294,18489,2017,734,49,73
2022-11-04,71,2388,18335,2028,780,111,100
2022-11-05,55,2397,18354,1924,644,35,31
2022-11-06,30,2370,18385,2295,552,0,0
2022-11-07,82,2281,18477,2007,834,72,79
2022-11-08,88,2249,18426,1894,764,70,85
2022-11-09,73,2250,18447,2057,781,105,81
2022-11-10,60,2245,18410,1787,732,52,83
2022-11-11,64,2251,18266,1852,717,98,83
2022-11-12,49,2264,18208,2074,641,67,12
2022-11-13,24,2243,18277,2135,665,0,20
2022-11-14,62,2223,18329,2431,815,85,61
2022-11-15,57,2238,18381,2178,843,71,77
2022-11-16,63,2264,18415,2439,812,84,72
2022-11-17,55,2271,18365,2167,751,70,82
2022-11-18,69,2243,18280,1756,713,120,83
2022-11-19,56,2231,18299,1921,646,36,34
2022-11-20,28,2226,18337,2113,614,0,0
2022-11-21,76,2131,18471,1784,811,107,61
2022-11-22,70,2109,18360,2024,743,92,83
2022-11-23,65,2131,18340,2333,781,75,88
2022-11-24,58,2135,18256,2471,729,76,105
2022-11-25,65,2235,18145,1997,638,115,109
2022-11-26,32,2287,18042,2099,584,67,15
2022-11-27,27,2258,18118,1958,505,0,0
2022-11-28,76,2194,18163,2181,803,118,69
2022-11-29,79,2179,18144,2178,759,90,88
2022-11-30,80,2160,18110,2139,741,92,93
2022-12-01,57,2185,18020,2269,664,62,92
2022-12-02,57,2187,18003,2094,690,129,103
2022-12-03,45,2221,17894,2277,596,43,48
2022-12-04,33,2208,17944,2348,567,0,0
2022-12-05,76,2105,18074,2241,834,88,66
2022-12-06,77,2107,18104,2101,767,86,82
2022-12-07,53,2123,18065,2215,656,73,88
2022-12-08,66,2114,17978,1973,699,59,97
2022-12-09,64,2171,17834,1777,623,129,79
2022-12-10,38,2206,17719,1890,558,64,23
2022-12-11,39,2168,17728,2273,552,0,0
2022-12-12,78,2058,17881,1956,745,89,54
2022-12-13,74,2057,17754,1974,776,86,92
2022-12-14,60,2125,17647,2098,687,70,77
2022-12-15,63,2151,17628,2011,654,73,100
2022-12-16,68,2191,17608,1900,639,114,78
2022-12-17,49,2188,17594,2124,590,46,46
2022-12-18,32,2187,17544,1900,499,0,0
2022-12-19,63,2121,17628,2047,715,91,55
2022-12-20,61,2128,17664,1996,651,104,85
2022-12-21,61,2143,17547,2433,682,88,80
2022-12-22,49,2177,17472,2013,605,84,95
2022-12-23,53,2215,17501,2073,582,104,85
2022-12-24,26,2287,17431,1630,400,1,0
2022-12-25,25,2251,17471,2023,452,0,0
2022-12-26,25,2201,17523,2267,529,0,0
2022-12-27,64,2134,17521,2927,906,82,54
2022-12-28,74,2100,17527,2719,880,90,56
2022-12-29,80,2063,17577,2280,775,70,66
2022-12-30,85,2058,17583,2554,739,69,44
2022-12-31,31,2069,17510,1712,407,0,0
2023-01-01,34,2024,17568,1896,433,0,0
2023-01-02,90,1927,17729,2675,925,54,47
2023-01-03,87,1885,17700,2689,982,72,57
2023-01-04,88,1834,17822,2803,915,76,73
2023-01-05,70,1815,17766,2641,847,64,69
2023-01-06,86,1787,17682,2746,816,61,58
2023-01-07,60,1776,17741,2398,740,31,16
2023-01-08,38,1743,17813,2548,635,0,0
2023-01-09,85,1648,17915,2440,860,59,60
2023-01-10,90,1608,17874,2692,866,61,70
2023-01-11,76,1576,17865,2269,830,65,58
2023-01-12,60,1539,17705,2452,836,50,84
2023-01-13,67,1549,17622,2701,771,89,77
2023-01-14,50,1550,17618,2433,697,32,10
2023-01-15,35,1509,17756,2631,593,0,0
2023-01-16,91,1414,17861,2473,816,68,83
2023-01-17,81,1458,17666,2937,847,60,74
2023-01-18,84,1442,17536,2586,819,56,80
2023-01-19,71,1431,17360,2668,782,46,71
2023-01-20,75,1425,17392,2633,823,77,90
2023-01-21,71,1444,17402,2661,694,35,13
2023-01-22,29,1414,17437,2489,579,0,0
2023-01-23,90,1307,17553,2575,917,68,72
2023-01-24,99,1315,17499,2639,897,54,73
2023-01-25,68,1370,17446,2541,871,52,76
2023-01-26,65,1381,17361,2326,786,50,85
2023-01-27,60,1375,17286,2245,834,79,92
2023-01-28,50,1410,17135,2614,664,30,33
2023-01-29,43,1374,17127,2770,590,0,0
2023-01-30,83,1282,17188,2545,819,66,58
2023-01-31,74,1268,17109,2543,884,71,85
2023-02-01,75,1268,17184,2375,823,49,71
2023-02-02,85,1247,17189,2248,798,42,73
2023-02-03,58,1258,17211,2281,743,72,105
2023-02-04,51,1298,17170,2448,661,42,18
2023-02-05,37,1268,17169,2320,559,0,1
2023-02-06,60,1190,17393,1919,764,56,60
2023-02-07,73,1182,17390,2234,761,49,68
2023-02-08,68,1186,17186,2389,690,49,75
2023-02-09,72,1183,17127,2280,666,33,86
2023-02-10,68,1220,17141,1958,657,72,81
2023-02-11,51,1237,16985,2208,535,39,19
2023-02-12,23,1212,17019,2424,459,0,0
2023-02-13,74,1110,17065,2106,720,62,48
2023-02-14,67,1099,17037,2211,615,54,64
2023-02-15,60,1115,17037,2071,674,62,67
2023-02-16,71,1110,17042,2126,658,51,85
2023-02-17,43,1159,16894,2132,630,105,103
2023-02-18,51,1216,16973,2290,555,41,26
2023-02-19,36,1190,17109,2162,484,0,0
2023-02-20,49,1128,17134,2024,692,74,66
2023-02-21,60,1146,16924,2041,607,88,86
2023-02-22,62,1212,16775,2290,654,67,93
2023-02-23,63,1252,16653,2221,656,49,81
2023-02-24,60,1259,16696,2066,611,84,75
2023-02-25,44,1273,16580,1963,514,42,40
2023-02-26,27,1265,16607,2180,506,0,0
2023-02-27,56,1174,16746,1834,666,106,63
2023-02-28,63,1160,16847,1971,701,84,67
2023-03-01,62,1192,16761,2162,682,72,81
2023-03-02,65,1212,16777,1978,628,75,73
2023-03-03,55,1233,16764,2147,680,122,92
2023-03-04,38,1273,16599,2081,580,53,30
2023-03-05,36,1261,16648,2229,488,0,0
2023-03-06,66,1181,16779,1944,651,112,58
2023-03-07,55,1187,16610,2056,627,69,74
2023-03-08,47,1213,16460,1894,623,63,47
2023-03-09,18,1249,16383,1864,661,73,92
2023-03-10,30,1334,16363,1948,577,119,90
2023-03-11,16,1443,16286,2002,523,49,36
2023-03-12,1,1476,16256,2212,472,0,0
2023-03-13,46,1429,16283,2090,652,81,47
2023-03-14,53,1463,16300,2234,704,76,73
2023-03-15,54,1483,16273,2206,646,66,70
2023-03-16,50,1504,16224,2114,654,68,57
2023-03-17,48,1523,16138,1985,619,108,75
2023-03-18,16,1583,16037,1985,517,66,21
2023-03-19,0,1596,16042,2325,540,0,0
2023-03-20,77,1515,16141,2683,683,90,53
2023-03-21,80,1483,16202,2118,684,59,56
2023-03-22,60,1494,16174,2093,672,60,56
2023-03-23,55,1487,16030,2118,605,64,128
2023-03-24,41,1573,15899,2029,574,103,76
2023-03-25,9,1635,15736,2226,518,54,23
2023-03-26,1,1657,15748,2004,465,0,0
2023-03-27,76,1572,15791,2213,656,85,57
2023-03-28,46,1586,15800,2160,697,72,67
2023-03-29,67,1587,15839,2310,681,54,57
2023-03-30,61,1581,15789,2238,572,49,107
2023-03-31,52,1628,15660,1986,619,94,97
2023-04-01,16,1703,15571,1907,441,40,32
2023-04-02,0,1734,15564,2104,460,0,0
2023-04-03,61,1672,15593,1857,606,77,61
2023-04-04,57,1666,15506,1839,617,64,55
2023-04-05,58,1668,15551,1920,559,68,60
2023-04-06,47,1687,15488,1716,518,60,77
2023-04-07,0,1755,15408,2510,472,0,0
2023-04-08,24,1730,15434,1800,456,31,21
2023-04-09,0,1751,15523,1546,298,0,0
2023-04-10,0,1751,15523,2031,440,0,0
2023-04-11,73,1676,15542,2092,639,91,84
2023-04-12,74,1682,15375,2490,677,69,79
2023-04-13,67,1699,15463,2269,654,50,72
2023-04-14,59,1702,15493,2371,577,105,80
2023-04-15,26,1752,15464,1919,491,50,18
2023-04-16,0,1767,15504,2263,480,0,0
2023-04-17,72,1702,15533,2241,714,95,55
2023-04-18,63,1688,15407,2339,656,79,63
2023-04-19,65,1676,15391,1885,578,67,75
2023-04-20,78,1668,15323,1875,606,60,140
2023-04-21,74,1733,15326,2149,637,106,149
2023-04-22,21,1834,15206,1803,458,36,42
2023-04-23,0,1872,15255,2171,495,0,0
2023-04-24,78,1800,15292,2630,681,87,78
2023-04-25,79,1789,15230,2855,699,76,85
2023-04-26,73,1797,15197,2397,605,69,92
2023-04-27,51,1842,15167,2375,582,66,149
2023-04-28,66,1916,15305,2616,620,103,100
2023-04-29,16,1985,15252,2279,477,25,9
2023-04-30,0,1985,15248,2217,378,0,0
2023-05-01,0,1985,15248,2289,430,0,0
2023-05-02,75,1926,15284,2341,612,64,47
2023-05-03,83,1885,15320,2520,667,62,68
2023-05-04,53,1900,15266,2094,543,51,70
2023-05-05,67,1899,15263,2223,574,114,89
2023-05-06,20,1960,15231,2071,443,41,37
2023-05-07,0,1988,15261,2303,493,1,0
2023-05-08,93,1899,15265,2252,658,88,37
2023-05-09,64,1870,15198,2279,630,85,70
2023-05-10,54,1878,15125,2548,563,96,78
2023-05-11,61,1883,15047,2068,533,60,57
2023-05-12,59,1895,15014,2203,562,124,96
2023-05-13,14,1966,14929,1758,443,51,54
2023-05-14,0,2020,14966,2130,420,0,0
2023-05-15,88,1939,14999,2277,625,101,108
2023-05-16,52,1997,14861,2339,679,82,97
2023-05-17,54,2026,14852,2082,566,92,81
2023-05-18,0,2105,14814,2037,482,0,0
2023-05-19,77,2024,14796,2036,590,118,69
2023-05-20,8,2072,14774,1986,459,0,16
2023-05-21,0,2081,14791,1844,425,0,0
2023-05-22,73,2021,14744,2109,672,143,56
2023-05-23,79,1987,14677,2282,660,88,67
2023-05-24,52,1998,14567,2606,582,93,97
2023-05-25,51,2032,14462,2129,584,71,79
2023-05-26,46,2058,14444,1827,540,117,64
2023-05-27,12,2102,14465,1718,391,49,16
2023-05-28,0,2118,14460,1813,379,0,0
2023-05-29,0,2118,14460,2108,462,0,0
2023-05-30,91,2029,14420,2220,574,89,85
2023-05-31,59,2057,14403,2038,615,86,47
2023-06-01,52,2042,14357,1858,519,79,72
2023-06-02,43,2066,14319,1809,491,112,69
2023-06-03,17,2109,14283,1655,411,47,38
2023-06-04,0,2142,14297,1872,419,0,0
2023-06-05,67,2088,14246,2016,575,90,78
2023-06-06,57,2104,14162,1761,584,79,77
2023-06-07,67,2103,14141,1928,511,79,83
2023-06-08,60,2130,14175,2194,509,22,62
2023-06-09,44,2140,14229,1796,509,113,102
2023-06-10,15,2216,14190,1327,339,38,39
2023-06-11,0,2253,14199,1714,412,0,0
2023-06-12,76,2188,14145,1838,599,89,83
2023-06-13,70,2209,14199,1625,577,78,74
2023-06-14,48,2233,14196,1680,494,94,64
2023-06-15,56,2246,14152,1672,466,74,99
2023-06-16,50,2291,14095,1732,459,135,100
2023-06-17,20,2369,14043,1734,380,48,48
2023-06-18,0,2415,14063,1878,378,0,0
2023-06-19,48,2379,14097,1835,555,96,78
2023-06-20,72,2382,14180,2019,501,69,82
2023-06-21,41,2421,14122,1983,500,93,96
2023-06-22,57,2449,14132,1794,565,83,73
2023-06-23,53,2474,14180,1991,498,119,92
2023-06-24,23,2534,14181,1935,408,48,48
2023-06-25,0,2582,14189,1931,396,0,0
2023-06-26,65,2528,14195,1813,588,110,51
2023-06-27,62,2521,14160,2032,498,114,74
2023-06-28,46,2544,14153,1765,544,83,77
2023-06-29,46,2567,14237,2355,555,74,72
2023-06-30,45,2583,14259,2197,493,139,101
2023-07-01,34,2649,14266,2088,463,43,31
2023-07-02,0,2680,14271,1959,432,0,0
2023-07-03,63,2607,14280,1986,611,84,86
2023-07-04,96,2599,14328,2096,584,86,78
2023-07-05,47,2626,14373,2000,661,87,52
2023-07-06,54,2615,14318,1794,567,65,104
2023-07-07,70,2641,14331,1745,553,111,104
2023-07-08,19,2725,14351,1716,482,43,35
2023-07-09,0,2758,14352,1888,436,0,0
2023-07-10,60,2706,14361,2151,666,84,67
2023-07-11,64,2701,14357,1816,611,66,72
2023-07-12,59,2716,14330,2080,664,92,91
2023-07-13,61,2742,14326,2267,683,62,61
2023-07-14,54,2754,14376,1930,597,122,76
2023-07-15,24,2799,14407,1773,472,48,33
2023-07-16,1,2831,14406,1743,489,0,0
2023-07-17,78,2749,14465,2148,650,95,69
2023-07-18,78,2726,14474,2347,600,86,90
2023-07-19,67,2753,14456,2060,614,108,102
2023-07-20,57,2780,14464,2068,627,66,94
2023-07-21,59,2817,14446,2237,548,110,92
2023-07-22,14,2885,14488,2381,488,47,17
2023-07-23,0,2902,14500,1999,444,0,0
2023-07-24,74,2823,14523,2128,601,96,49
2023-07-25,93,2777,14584,2414,625,96,73
2023-07-26,70,2776,14647,2148,610,69,94
2023-07-27,51,2808,14618,2206,601,62,103
2023-07-28,40,2861,14631,1926,520,103,163
2023-07-29,12,3007,14631,2056,488,51,45
2023-07-30,0,3050,14662,2145,491,0,0
2023-07-31,80,2966,14686,2067,577,88,62
2023-08-01,72,2948,14696,2055,567,92,72
2023-08-02,63,2947,14730,2089,625,84,81
2023-08-03,62,2956,14767,2127,612,68,81
2023-08-04,41,2989,14805,2090,548,129,93
2023-08-05,19,3053,14848,1808,507,51,31
2023-08-06,0,3083,14857,2058,495,0,0
2023-08-07,84,3000,14923,2450,678,97,70
2023-08-08,74,3000,14912,2233,638,93,75
2023-08-09,68,3011,14940,2205,702,91,92
2023-08-10,47,3045,14921,2031,625,93,78
2023-08-11,52,3068,14954,2069,585,105,86
2023-08-12,32,3118,14954,2087,504,46,40
2023-08-13,0,3156,14960,2175,484,0,0
2023-08-14,87,3068,14999,2705,738,87,102
2023-08-15,70,3097,15058,2490,734,89,30
2023-08-16,79,3045,15084,2896,787,85,62
2023-08-17,62,3039,15103,2414,770,102,85
2023-08-18,78,3057,15168,2420,695,118,93
2023-08-19,11,3131,15184,2660,555,38,52
2023-08-20,0,3176,15220,2378,541,0,0
2023-08-21,101,3077,15236,2521,757,105,90
2023-08-22,88,3078,15289,2740,760,113,90
2023-08-23,74,3087,15295,2845,811,94,73
2023-08-24,59,3103,15255,2635,758,98,73
2023-08-25,60,3108,15341,2924,716,140,94
2023-08-26,18,3184,15367,2549,593,46,41
2023-08-27,0,3221,15367,2484,576,0,0
2023-08-28,105,3124,15440,2718,817,138,81
2023-08-29,81,3113,15492,2664,821,117,89
2023-08-30,92,3098,15531,2956,846,115,102
2023-08-31,70,3128,15565,2754,725,107,86
2023-09-01,74,3146,15606,2598,681,127,87
2023-09-02,16,3201,15614,2410,621,39,56
2023-09-03,0,3249,15634,2637,515,0,0
2023-09-04,138,3111,15698,2478,794,123,64
2023-09-05,85,3074,15684,2664,735,102,93
2023-09-06,69,3090,15694,2599,846,114,74
2023-09-07,75,3082,15724,2796,880,98,86
2023-09-08,77,3078,15729,2635,751,130,117
2023-09-09,27,3163,15697,2404,628,45,65
2023-09-10,0,3223,15706,2789,657,0,0
2023-09-11,106,3104,15758,2725,871,97,69
2023-09-12,89,3081,15778,2952,830,96,85
2023-09-13,64,3098,15817,2967,758,90,102
2023-09-14,92,3097,15809,2521,829,88,128
2023-09-15,81,3154,15829,2810,721,113,118
2023-09-16,28,3227,15832,2636,581,29,37
2023-09-17,4,3258,15862,2823,579,0,0
2023-09-18,81,3165,15910,2700,817,94,54
2023-09-19,83,3152,15867,2677,748,106,132
2023-09-20,72,3203,15835,2884,803,90,89
2023-09-21,59,3240,15861,2797,744,66,134
2023-09-22,80,3285,15880,2522,711,111,106
2023-09-23,29,3346,15891,2432,573,41,42
2023-09-24,0,3385,15898,2863,600,0,0
2023-09-25,87,3300,15937,2802,798,99,71
2023-09-26,73,3297,15977,2519,786,93,112
2023-09-27,84,3309,15966,2557,742,88,90
2023-09-28,72,3331,15981,2767,726,82,117
2023-09-29,70,3367,15949,2459,620,127,136
2023-09-30,38,3450,15872,2306,609,50,50
2023-10-01,0,3496,15844,2354,523,0,0
2023-10-02,77,3409,15862,2623,747,119,102
2023-10-03,1,3489,15850,2990,692,0,0
2023-10-04,138,3371,15892,2751,764,105,89
2023-10-05,68,3389,15934,2709,744,84,94
2023-10-06,61,3425,15880,2466,633,146,109
2023-10-07,15,3498,15828,2525,589,37,34
2023-10-08,0,3530,15819,2556,655,0,15
2023-10-09,108,3427,15856,2503,766,98,65
2023-10-10,86,3419,15807,2207,754,105,97
2023-10-11,64,3442,15769,2568,716,99,101
2023-10-12,71,3457,15754,2508,682,81,108
2023-10-13,72,3501,15723,2459,644,117,138
2023-10-14,29,3603,15670,2379,622,42,62
2023-10-15,0,3659,15654,2179,588,0,0
2023-10-16,77,3584,15664,2634,783,104,109
2023-10-17,72,3612,15686,2549,762,100,110
2023-10-18,65,3654,15683,2633,693,98,127
2023-10-19,69,3694,15688,2716,785,87,114
2023-10-20,58,3738,15691,2679,784,140,126
2023-10-21,34,3810,15658,2537,701,53,26
2023-10-22,0,3836,15660,3354,643,0,0
2023-10-23,91,3774,15742,2783,848,103,91
2023-10-24,79,3807,15666,2845,867,91,106
2023-10-25,91,3805,15672,2862,840,77,107
2023-10-26,70,3832,15672,2607,758,84,89
2023-10-27,58,3849,15629,2622,787,132,112
2023-10-28,13,3933,15600,2765,680,39,22
2023-10-29,0,3954,15598,3341,672,0,0
2023-10-30,85,3873,15608,2880,848,120,62
2023-10-31,50,3896,15600,3103,872,68,86
2023-11-01,91,3870,15634,3343,863,51,98
2023-11-02,70,3888,15606,2880,901,82,90
2023-11-03,59,3913,15586,2719,833,106,97
2023-11-04,50,3947,15540,2885,740,37,62
2023-11-05,0,4001,15538,3314,727,0,0
2023-11-06,116,3898,15575,2921,879,112,94
2023-11-07,79,3909,15550,3194,959,92,78
2023-11-08,79,3898,15535,2813,903,99,116
2023-11-09,99,3910,15521,3433,943,76,130
2023-11-10,88,3944,15529,2744,899,151,151
2023-11-11,33,4044,15510,3098,761,42,40
2023-11-12,0,4064,15530,2997,782,0,0
2023-11-13,119,3962,15531,3147,962,107,90
2023-11-14,107,3946,15554,3009,935,108,76
2023-11-15,88,3925,15490,3136,934,81,109
2023-11-16,77,3965,15439,2962,895,60,121
2023-11-17,78,3992,15394,2931,811,132,119
2023-11-18,26,4069,15368,3003,790,50,34
2023-11-19,0,4088,15368,2775,877,0,0
2023-11-20,119,3990,15387,3042,985,128,70
2023-11-21,84,3985,15361,3017,965,107,100
2023-11-22,103,3971,15327,2815,867,89,124
2023-11-23,89,4012,15318,3063,915,87,113
2023-11-24,76,4036,15318,2957,775,138,114
2023-11-25,23,4110,15257,2874,701,51,53
2023-11-26,0,4160,15257,3126,729,1,0
2023-11-27,91,4063,15305,2922,865,119,110
2023-11-28,92,4072,15281,2911,959,105,90
2023-11-29,93,4082,15259,2982,866,106,90
2023-11-30,79,4079,15256,2898,797,69,117
2023-12-01,77,4111,15189,2628,740,127,120
2023-12-02,25,4191,15176,2668,646,45,28
2023-12-03,0,4214,15175,3184,669,0,0
2023-12-04,95,4117,15223,2841,930,83,86
2023-12-05,105,4104,15261,3061,821,94,104
2023-12-06,101,4084,15248,2854,809,80,106
2023-12-07,83,4111,15217,2770,744,63,97
2023-12-08,59,4152,15154,2567,743,122,110
2023-12-09,35,4214,15131,2781,670,45,7
2023-12-10,0,4219,15137,2954,577,0,0
2023-12-11,59,4163,15140,3333,840,113,77
2023-12-12,58,4187,15112,2971,762,105,93
2023-12-13,83,4201,15090,2694,839,100,94
2023-12-14,68,4219,15107,2759,795,93,76
2023-12-15,56,4241,15084,2633,714,108,86
2023-12-16,31,4281,15051,2640,585,40,38
2023-12-17,0,4312,15062,2585,611,0,0
2023-12-18,76,4252,15080,3028,878,132,100
2023-12-19,66,4275,15035,4003,787,101,81
2023-12-20,66,4287,14997,2585,777,90,93
2023-12-21,71,4303,14946,2854,635,85,86
2023-12-22,76,4324,14911,2580,623,112,114
2023-12-23,16,4406,14850,2406,487,20,24
2023-12-24,0,4424,14856,2089,511,0,0
2023-12-25,0,4425,14855,2336,433,0,0
2023-12-26,0,4425,14855,2294,455,0,0
2023-12-27,98,4328,14857,2827,740,95,54
2023-12-28,61,4315,14850,3126,718,87,42
2023-12-29,78,4293,14875,2528,663,88,72
2023-12-30,26,4314,14864,2467,529,32,30
2023-12-31,0,4338,14882,1936,336,0,0
2024-01-01,0,4337,14882,2111,349,0,0
2024-01-02,70,4276,14874,2567,788,79,42
2024-01-03,74,4242,14832,3120,887,89,40
2024-01-04,108,4162,14798,3556,915,75,62
2024-01-05,117,4097,14789,3151,759,89,62
2024-01-06,35,4102,14805,2939,642,32,28
2024-01-07,0,4126,14801,2946,576,0,0
2024-01-08,85,4059,14811,2670,682,85,61
2024-01-09,78,4024,14696,3006,781,92,42
2024-01-10,103,3958,14644,3203,777,78,117
2024-01-11,93,3973,14623,2938,750,69,148
2024-01-12,84,4035,14593,2553,733,124,95
2024-01-13,31,4077,14595,2997,657,46,69
2024-01-14,0,4142,14563,2997,610,0,0
2024-01-15,58,4099,14584,3207,798,81,85
2024-01-16,93,4075,14607,2868,769,92,90
2024-01-17,89,4056,14544,3301,801,77,112
2024-01-18,75,4096,14521,3134,694,54,140
2024-01-19,72,4148,14501,3086,601,123,127
2024-01-20,26,4243,14520,3455,597,63,43
2024-01-21,0,4278,14536,3088,690,0,0
2024-01-22,87,4190,14545,2881,777,100,52
2024-01-23,85,4164,14542,2869,871,86,92
2024-01-24,81,4164,14486,3107,863,71,83
2024-01-25,85,4152,14435,3085,814,73,162
2024-01-26,59,4249,14445,2803,761,118,114
2024-01-27,26,4327,14436,3205,705,43,50
2024-01-28,0,4373,14454,3026,588,0,0
2024-01-29,97,4281,14458,3184,848,106,83
2024-01-30,97,4275,14475,3184,827,105,146
2024-01-31,90,4316,14492,3452,834,99,94
2024-02-01,90,4316,14451,3209,789,79,100
2024-02-02,77,4326,14432,3038,732,152,113
2024-02-03,24,4398,14445,3503,682,37,36
2024-02-04,0,4430,14459,3385,698,0,0
2024-02-05,82,4342,14465,3195,875,107,48
2024-02-06,112,4263,14416,3217,820,86,38
2024-02-07,87,4229,14436,3000,834,84,161
2024-02-08,89,4283,14444,3205,817,69,124
2024-02-09,73,4341,14445,2999,811,123,103
2024-02-10,37,4392,14458,2993,717,43,39
2024-02-11,0,4428,14456,3229,666,0,0
2024-02-12,82,4359,14435,3675,961,111,74
2024-02-13,82,4335,14450,3242,942,84,79
2024-02-14,83,4334,14475,3065,916,93,119
2024-02-15,89,4333,14448,3529,815,73,108
2024-02-16,86,4352,14448,3082,819,129,154
2024-02-17,12,4457,14454,3366,726,43,40
2024-02-18,0,4491,14470,3270,751,0,0
2024-02-19,101,4411,14468,2843,932,99,79
2024-02-20,115,4366,14417,3187,978,82,96
2024-02-21,130,4334,14397,3086,850,83,139
2024-02-22,81,4396,14395,3521,792,81,97
2024-02-23,82,4392,14439,3102,807,136,138
2024-02-24,17,4495,14434,3373,684,46,41
2024-02-25,0,4530,14425,3298,664,0,0
2024-02-26,107,4428,14443,3283,904,100,89
2024-02-27,97,4407,14439,3386,841,87,103
2024-02-28,79,4419,14427,3499,813,98,119
2024-02-29,90,4438,14418,2986,758,76,108
2024-03-01,74,4486,14460,3175,708,132,129
2024-03-02,36,4557,14463,3168,722,47,29
2024-03-03,0,4585,14453,3376,669,0,0
2024-03-04,86,4503,14440,3376,863,113,67
2024-03-05,99,4482,14439,3208,814,88,61
2024-03-06,105,4454,14430,3555,781,92,142
2024-03-07,75,4494,14438,3320,707,91,80
2024-03-08,49,4512,14446,3083,653,111,74
2024-03-09,11,4552,14436,3072,676,35,42
2024-03-10,0,4589,14433,3743,620,0,0
2024-03-11,88,4536,14451,3113,849,106,101
2024-03-12,123,4514,14419,3346,838,78,132
2024-03-13,81,4541,14409,3392,869,104,109
2024-03-14,71,4582,14404,3332,736,85,84
2024-03-15,58,4601,14360,3208,746,153,91
2024-03-16,44,4624,14355,3133,660,58,32
