company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
"Hand Automobile, inh. Michael Handschuhmacher",6,Small_buyer,3,1,6,1,0,0,0.166666667,0,0.833333333,0,0.166666667,0.833333333,0.166666667,0.5,0.333333333,358.8333333
"Horst Romeike Reifen und Autoservice, Inh. Horst-Günter Romeike",1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1350
BVBA JOS SCREURS,3,Small_buyer,2,10,7,1,0,0,0,0,1,1,0,0,0,0,1,-346
"Auto Live Dillenburg, Inh. Said Ramin Haidari",10,Small_buyer,4,5,6,1,0,0,0.5,0.5,0,0.2,0.8,0,0.5,0.5,0,685.7
LGE TRUST MOTION S.R.L.,1,Small_buyer,1,7,2,1,0,0,0,0,1,0,1,0,1,0,0,297
Bcz auto,1,Small_buyer,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,791
Roman Dvořák,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,436
Hammer-Høyer Biler A/S,1,Small_buyer,1,8,5,0,1,0,0,0,1,0,1,0,0,0,1,1437
KEVIN INTERNATIONAL SRL,2,Small_buyer,1,10,5,0.5,0.5,0,0,0.5,0.5,0,1,0,0,0.5,0.5,1236.5
Mahmoud Ali El-Noumeiri,3,Small_buyer,2,10,5,1,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,1,0,641
Autohaus Coester GmbH,1,Small_buyer,1,7,4,0,1,0,0,0,1,1,0,0,0,0,1,1279
"Ralph Höhn Car Service, Inh. Ralph Höhn",2,Small_buyer,1,9,3,1,0,0,0,1,0,0.5,0.5,0,1,0,0,254.5
CENTRO Business s. r. o.,11,Small_buyer,4,6,9,0,0.818181818,0.181818182,0,0.272727273,0.727272727,0.363636364,0.636363636,0,0,0,1,612.0909091
CERULLO AUTO S.R.L.,1,Small_buyer,1,8,5,0,1,0,0,0,1,1,0,0,0,0,1,891
Clever Cars s.r.o.,5,Small_buyer,3,6,6,0.8,0.2,0,0.2,0.4,0.4,0,0.6,0.4,0,0.8,0.2,547.4
Garage Gerster SA,2,Small_buyer,1,5,6,1,0,0,0,0,1,1,0,0,0,0,1,973
Autohandel Sturm GmbH,15,Medium_buyer,5,5,10,0.133333333,0.733333333,0.133333333,0,0,1,0.733333333,0.266666667,0,0,0,1,1171.466667
Autohaus Barkschat Gmbh,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,411
LMD,1,Small_buyer,1,8,4,1,0,0,0,0,1,1,0,0,0,0,1,1122
AUTODEL HOLDING S.R.L.,15,Medium_buyer,5,2,9,0.4,0.6,0,0,0.933333333,0.066666667,0,0.666666667,0.333333333,0.066666667,0.6,0.333333333,949.1333333
Autohaus Kluge GmbH & Co. KG,1,Small_buyer,1,8,3,0,1,0,0,1,0,0,1,0,0,1,0,500
AUTOBEDRIJF VLIEDBERG,10,Small_buyer,4,1,6,0.9,0.1,0,0.6,0.4,0,0.1,0.2,0.7,0.7,0.3,0,507.6
Emil Szarowolec - MULTIPROTEKT,1,Small_buyer,1,9,1,1,0,0,1,0,0,0,0,1,1,0,0,240
PANTAZIS NEKTAR NIKOLAOS,14,Small_buyer,4,6,8,1,0,0,0,0.642857143,0.357142857,0.142857143,0.642857143,0.214285714,0.5,0.285714286,0.214285714,942.4285714
Marmini Cars,1,Small_buyer,1,6,3,1,0,0,1,0,0,1,0,0,0,1,0,318
Autohaus Jens Graul e.K.,8,Small_buyer,3,1,6,0.875,0.125,0,0.625,0.375,0,0.75,0.25,0,0.75,0.125,0.125,524.375
"MARCO GARCIA AUTO, UNIPESSOAL LDA",1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,281
RIM Cars - Rejhan Muratovic,1,Small_buyer,1,10,4,0,1,0,0,1,0,0,1,0,0,0,1,-912
AMZ Auto's,8,Small_buyer,3,4,9,0.75,0.25,0,0,0.25,0.75,0.625,0.375,0,0,0.125,0.875,1200.125
"Autoservice Solmaz, Inh. Hasan Solmaz",2,Small_buyer,1,6,3,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,-318.5
Auto Remetinec d.o.o,2,Small_buyer,1,9,3,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,414.5
TIMEUS d.o.o.,11,Small_buyer,4,3,6,1,0,0,0.090909091,0.909090909,0,0,0.181818182,0.818181818,1,0,0,558.4545455
NEP AUTO,1,Small_buyer,1,9,5,0,1,0,0,1,0,0,1,0,0,0,1,917
"Channouf, Abdelhakim",3,Small_buyer,2,5,3,1,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,1,0,0,439.6666667
Luxori Cars  EOOD,1,Small_buyer,1,10,7,0,0,1,0,0,1,0,0,1,0,0,1,1947
"MB-Automobil1, Inh. Mohamed Bel Hadj Ammar",3,Small_buyer,2,9,2,1,0,0,1,0,0,0,1,0,1,0,0,334.3333333
"Dreams Automobile, Inh. Kaltrina Veselji",2,Small_buyer,1,8,4,0.5,0.5,0,0,1,0,0,1,0,0,0.5,0.5,658
SARL AUTO MED,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,1,0,1,0,0,497
"JA! Autohaus, Inh. Jelena Agapova",9,Small_buyer,3,4,7,0.111111111,0.333333333,0.555555556,0.333333333,0.555555556,0.111111111,0,0.444444444,0.555555556,0.111111111,0.777777778,0.111111111,444.2222222
Gintroka MB,9,Small_buyer,3,1,7,0.333333333,0.555555556,0.111111111,0.222222222,0.777777778,0,0,0.111111111,0.888888889,0.555555556,0.111111111,0.333333333,729.8888889
Mózsi Szabolcs e.v.,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,253
EURL LA CHAPELLE AUTOMOBILE,12,Small_buyer,4,8,8,0.833333333,0.166666667,0,0.083333333,0.75,0.166666667,0.75,0.25,0,0.416666667,0.25,0.333333333,638.4166667
Genc Auto's,2,Small_buyer,1,7,5,0.5,0.5,0,0,0,1,1,0,0,0,0,1,1293
KKS-Kammerer Kraftfahrzeug-Service GmbH,1,Small_buyer,1,10,5,1,0,0,0,0,1,1,0,0,0,0,1,1988
TRENTINOFUORISTRADA S.A.S. DI ANDERMARCHER ROBERTO,5,Small_buyer,3,5,8,0.6,0.4,0,0,0.4,0.6,0.4,0.6,0,0,0.2,0.8,1675.8
VOGIATZAKIS G AFOI XATZILAZARIDIS EE TRADE CAR EE,4,Small_buyer,2,6,5,1,0,0,0,0.25,0.75,0,0.5,0.5,0,1,0,737.25
AKG Automobile GmbH - Kaltenbach Gruppe,23,Medium_buyer,6,4,10,0.652173913,0.304347826,0.043478261,0.130434783,0.173913043,0.695652174,0.826086957,0.173913043,0,0.043478261,0.086956522,0.869565217,543.9130435
Van Keulen Automotive,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,1513
Alerio Cars,5,Small_buyer,3,5,3,1,0,0,1,0,0,0,0.6,0.4,1,0,0,314.6
Alders Auto,3,Small_buyer,2,5,4,1,0,0,0,1,0,0.333333333,0.666666667,0,1,0,0,686.3333333
"NEORTIC - MAGALHÃES DE ALMEIDA, LDA",1,Small_buyer,1,9,4,1,0,0,0,0,1,1,0,0,0,0,1,895
Daddy Cars Kft.,5,Small_buyer,3,5,4,1,0,0,0.4,0.6,0,0,0.4,0.6,1,0,0,370.2
SARL KIRA AUTOMOBILES,2,Small_buyer,1,8,5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,1,303
Autohaus Holzmann e.K.,39,Medium_buyer,7,1,10,0.58974359,0.358974359,0.051282051,0.153846154,0.487179487,0.358974359,0.615384615,0.358974359,0.025641026,0.153846154,0.564102564,0.282051282,-914.2307692
GROUPE LAFONTAINE - LAFONTAINE 64 - BASSUSSARRY - MULTIMARQUE,4,Small_buyer,2,9,8,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,1,954
ANNA WYROBEK TOMI-CAR,18,Medium_buyer,5,2,6,0.888888889,0.111111111,0,0.222222222,0.777777778,0,0,0.166666667,0.833333333,0.944444444,0.055555556,0,504.3333333
DOMENIKSS SIA,7,Small_buyer,3,7,10,0,0.428571429,0.571428571,0,0,1,0.714285714,0.285714286,0,0,0,1,1168.428571
JERENKO AVTO HIŠA D.O.O,2,Small_buyer,1,6,5,1,0,0,0,0,1,1,0,0,0,0,1,543.5
FF AUTOMOBILE,2,Small_buyer,1,4,3,0.5,0.5,0,0.5,0.5,0,0,1,0,0.5,0.5,0,616
AC AUTOMOBILES 26,3,Small_buyer,2,8,5,1,0,0,0.666666667,0,0.333333333,1,0,0,0.666666667,0,0.333333333,859
GESTINVOGUE - GESTÃO E INVESTIMENTOS IMOBILIÁRIOS UNIPESSOAL LDA,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,1072
MOM Auto Korlátolt Felelősségű Társaság,3,Small_buyer,2,10,4,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,665.6666667
VELOZRIBALTA UNIPESSOAL LDA,4,Small_buyer,2,6,6,0.75,0.25,0,0.5,0.5,0,0,0.75,0.25,0,0.5,0.5,559.25
BOHDAN SZYKAŁOWYCZ,2,Small_buyer,1,8,2,1,0,0,0.5,0.5,0,0,0.5,0.5,1,0,0,331
AUTOSL Elżbieta Szarla,1,Small_buyer,1,8,2,1,0,0,0,1,0,0,0,1,1,0,0,257
Hotcars,1,Small_buyer,1,10,5,0,0,1,1,0,0,0,1,0,0,0,1,1355
SNC DM AUTOMOBILES,7,Small_buyer,3,6,4,1,0,0,0.142857143,0.857142857,0,0.714285714,0.285714286,0,1,0,0,460.2857143
Auto Expert UG,45,Medium_buyer,8,2,9,0.955555556,0.044444444,0,0.066666667,0.933333333,0,0.711111111,0.266666667,0.022222222,0.822222222,0.177777778,0,595.9333333
JURINOVIĆ d.o.o.,1,Small_buyer,1,4,4,0,0,1,0,1,0,0,1,0,0,0,1,1096
OFFICINE GIUSTO S.R.L.,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,100
"Y. A. AUTOMOBILE, Inh. Yücel Sahinoglu",2,Small_buyer,1,7,2,1,0,0,1,0,0,0,0.5,0.5,1,0,0,312.5
"FIRMA HANDLOWA ""JĘDROCHA"" MATERIAŁY BUDOWLANE SŁAWOMIR JĘDROCHA",1,Small_buyer,1,10,3,0,1,0,0,0,1,1,0,0,0,1,0,387
S-cars,42,Medium_buyer,7,2,9,0.904761905,0.071428571,0.023809524,0.619047619,0.380952381,0,0.357142857,0.523809524,0.119047619,0.880952381,0.095238095,0.023809524,454.6428571
"KENA PPHU S.C. ANNA DUDKOWIAK, DARIUSZ DUDKOWIAK",1,Small_buyer,1,8,2,1,0,0,1,0,0,1,0,0,1,0,0,367
Autohaus Odenwaldring GmbH,7,Small_buyer,3,7,9,0.857142857,0.142857143,0,0,0.142857143,0.857142857,1,0,0,0,0,1,957.1428571
Autopilotti Suomi Oy,1,Small_buyer,1,10,4,0,1,0,0,0,1,1,0,0,0,0,1,967
"AUTOFFICINA, Sabiedrība ar ierobežotu atbildību",3,Small_buyer,2,9,4,0.666666667,0.333333333,0,0,1,0,0,0.666666667,0.333333333,1,0,0,768
MANOS HRISTOS GEORGIOS,2,Small_buyer,1,10,5,1,0,0,0,0.5,0.5,1,0,0,0,0,1,-11
"Stern Automobile, Inh. Aziz Gündüz",6,Small_buyer,3,6,5,0.5,0.5,0,0.833333333,0.166666667,0,0,0.666666667,0.333333333,0.666666667,0.166666667,0.166666667,907.1666667
SPRL TZ MOTORS,6,Small_buyer,3,2,6,1,0,0,0,0.833333333,0.166666667,0,1,0,0,0.666666667,0.333333333,1034
"Autohaus Lange, Inh. Heino Krüger",8,Small_buyer,3,9,7,1,0,0,0,0.75,0.25,0.75,0.25,0,0.375,0.375,0.25,606.75
Autohaus Gottstein GmbH Automobile + Motorräder,2,Small_buyer,1,10,7,0,1,0,0,0,1,1,0,0,0,0,1,-2088.5
"Wolf Automobile Pforzheim, Inh. Melanie Krust",88,Top_buyer,9,1,10,0.863636364,0.136363636,0,0.829545455,0.170454545,0,0.306818182,0.681818182,0.011363636,0.920454545,0.079545455,0,422.3636364
NASZA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,8,1,1,0,0,1,0,0,0,0,1,1,0,0,240
"E.Brademann Automobile, Inh. Enrico Brademann",6,Small_buyer,3,8,7,0.833333333,0.166666667,0,0.166666667,0.666666667,0.166666667,0.833333333,0.166666667,0,0.5,0,0.5,482.6666667
DETYNA BARTOSZ ROYALS CARS,7,Small_buyer,3,9,7,0.428571429,0.571428571,0,0,0.857142857,0.142857143,0,0.857142857,0.142857143,0,0.857142857,0.142857143,954.5714286
FIGYELÉSNYOMTATÁS Dream Automobile Korlátolt Felelősségű Társaság,1,Small_buyer,1,8,3,0,1,0,1,0,0,0,1,0,0,1,0,705
LESKIV GALYNA VASYLIVNA,2,Small_buyer,1,9,2,0.5,0.5,0,0,1,0,0,0,1,1,0,0,-51
Automobielbedrijf Marcel Eegdeman,1,Small_buyer,1,2,5,1,0,0,0,0,1,1,0,0,0,0,1,2450
VOULOAGKAS DIMITRIOS STERGIOS,1,Small_buyer,1,6,2,1,0,0,0,1,0,0,1,0,1,0,0,266
Nam Trading B.V.,15,Medium_buyer,5,8,9,0.666666667,0.2,0.133333333,0,0.4,0.6,0.533333333,0.466666667,0,0.266666667,0.066666667,0.666666667,893.4666667
RES MOTORS s.r.o.,2,Small_buyer,1,4,4,0,0,1,0,1,0,0,0,1,0,0.5,0.5,164
"ERIKS AUTO UND REIFENSERVICE, Inh. Rüdiger Huhn",1,Small_buyer,1,5,2,1,0,0,1,0,0,0,1,0,1,0,0,369
POSITIVO E TRANSVERSAL UNIPESSOAL LDA,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,-569
K AUTO REMARKETING D.O.O.,2,Small_buyer,1,9,4,1,0,0,0,1,0,0,0,1,0,1,0,367.5
"500er Automobile, Inh. Mohamed Jabar",5,Small_buyer,3,5,4,0.8,0.2,0,0.2,0.8,0,0,1,0,1,0,0,635.8
Eduard Alushi,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,872
Autohaus Hoffmann e.K.,5,Small_buyer,3,6,8,0.6,0.2,0.2,0,0.6,0.4,1,0,0,0,0,1,876.8
"Stamhuis Automotive, Joost Stamhuis",5,Small_buyer,3,6,9,0.4,0.6,0,0,0,1,1,0,0,0,0,1,846
Garage Jacques,3,Small_buyer,2,8,3,1,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,597.3333333
Salivan Facility s.r.o.,1,Small_buyer,1,10,3,0,1,0,1,0,0,0,0,1,0,1,0,640
SARL GARAGE SANCHEZ,5,Small_buyer,3,4,8,0.6,0.4,0,0,0,1,1,0,0,0,0,1,809.6
"Cleans Car, Inh. Nihat Özasan",2,Small_buyer,1,6,3,0,1,0,1,0,0,0,0.5,0.5,1,0,0,818.5
"EUROCARMARKET, Phillipe Fenelon",5,Small_buyer,3,8,7,0.2,0.6,0.2,0.4,0.6,0,0.2,0.8,0,0,0.2,0.8,740.2
GBT Cars Solution S.R.L.,3,Small_buyer,2,3,5,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0,0,1,0.333333333,0,0.666666667,762.6666667
Autohaus Fair Play GmbH,73,Top_buyer,9,2,12,0.739726027,0.260273973,0,0,0.438356164,0.561643836,0.945205479,0.054794521,0,0.01369863,0.287671233,0.698630137,853.6027397
Autohaus Kleine Hörstkamp GmbH & Co. KG,3,Small_buyer,2,6,6,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0.333333333,0,0.333333333,0,0.666666667,125.6666667
MPOUGADIS VASIL IWA,1,Small_buyer,1,4,3,1,0,0,0,1,0,0,1,0,0,1,0,755
AUTO B 23 VEICULOS MOTORIZADOS E ACESSORIOS LDA,1,Small_buyer,1,9,4,1,0,0,0,0,1,1,0,0,0,0,1,360
Friman bil i Göteborg AB,1,Small_buyer,1,10,6,0,0,1,0,0,1,1,0,0,0,0,1,1891
SAS BL AUTOMOBILE,35,Medium_buyer,7,6,10,0.428571429,0.542857143,0.028571429,0.114285714,0.742857143,0.142857143,0.714285714,0.285714286,0,0.028571429,0.428571429,0.542857143,1011.142857
Burak Bükin,6,Small_buyer,3,7,6,0.166666667,0.833333333,0,0.333333333,0.666666667,0,0,0.833333333,0.166666667,0.333333333,0.5,0.166666667,157.6666667
"Wadood Automobile, Inh. Danial Wadood",1,Small_buyer,1,9,4,1,0,0,0,0,1,0,1,0,0,0,1,7
Kroon Auto´s,2,Small_buyer,1,10,7,1,0,0,0,0,1,1,0,0,0,0,1,1679
Kögler Autowelt GmbH,14,Small_buyer,4,4,10,0.5,0.428571429,0.071428571,0,0,1,1,0,0,0,0,1,963.7857143
Auto Joker Andrzej Roll,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,303
Zakład Utrzymania Dróg i Terenów Zielonych Radomir Białowąs,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,547
Nas auto,1,Small_buyer,1,9,4,0,1,0,0,1,0,0,1,0,0,0,1,364
"Ingenieurbetrieb Leferenko, Inh. Daniel Leferenko",8,Small_buyer,3,4,7,0.625,0.375,0,0,1,0,0,1,0,0,0.875,0.125,819.5
A DAMIGOS AFTOKINITA MONOPROSOPI IKE || A DAMIGOS MON IKE,2,Small_buyer,1,8,4,1,0,0,0,0,1,0,0.5,0.5,0,1,0,460.5
MD Bil Sverige AB,8,Small_buyer,3,10,10,0,0,1,0,0,1,1,0,0,0,0,1,2091.875
Jan Krebs,27,Medium_buyer,6,2,10,0.518518519,0.481481481,0,0,0.962962963,0.037037037,0.074074074,0.851851852,0.074074074,0,0.592592593,0.407407407,845.7777778
ARTUR KIELIJAN F.H.U. KR MOTORS,2,Small_buyer,1,1,2,1,0,0,0,1,0,0,1,0,1,0,0,557.5
1a Autoservice Daxenbichler GmbH,7,Small_buyer,3,6,9,0.857142857,0.142857143,0,0,0,1,1,0,0,0,0.285714286,0.714285714,653.8571429
SARL RAMBERVILLERS AUTOMOBILES,4,Small_buyer,2,7,9,0.25,0.5,0.25,0,0,1,1,0,0,0,0,1,1684.75
"ASG Autohaus Remscheid, Inh. Hakan Göksu",1,Small_buyer,1,10,5,0,0,1,0,0,1,0,1,0,0,0,1,2571
"Ince-Automobile, Inh. Alidede Ince",8,Small_buyer,3,6,9,0.25,0.625,0.125,0,0.625,0.375,0.625,0.375,0,0.125,0.25,0.625,1301.375
"Per Machek Automobile, Inh. Per-Ingolf Machek",1,Small_buyer,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,284
Žáček Tomáš,11,Small_buyer,4,2,7,0.909090909,0.090909091,0,0.272727273,0.727272727,0,0.181818182,0.545454545,0.272727273,0.636363636,0.363636364,0,657.8181818
Oleg Gebert,1,Small_buyer,1,10,3,1,0,0,0,0,1,0,0,1,0,1,0,-1146
MOBIRED INVEST SRL-D,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,1,0,1,0,0,301
MASTORAS XRISOVALANTIS KONSTANTINOS,1,Small_buyer,1,9,5,0,1,0,0,0,1,0,1,0,0,0,1,652
SCAMARDI ET FILS,14,Small_buyer,4,6,4,1,0,0,0.357142857,0.642857143,0,0,1,0,1,0,0,322
NDA14,2,Small_buyer,1,10,7,0,0.5,0.5,0,0,1,1,0,0,0,0,1,2458.5
SARL NAUER AUTO,3,Small_buyer,2,8,7,0,0,1,0.333333333,0.666666667,0,0,1,0,0,0,1,949.3333333
"Massud - Autogalerie, Inh. Massud Osmanzada",5,Small_buyer,3,6,2,1,0,0,1,0,0,0.2,0.4,0.4,1,0,0,197.4
"KFZ-Königsperger, Inh. Burkhard Wiedemann e. K.",4,Small_buyer,2,1,6,1,0,0,0,0.75,0.25,0.75,0.25,0,0.25,0.25,0.5,489
Perkun Andrii,2,Small_buyer,1,9,2,1,0,0,0,1,0,0,0,1,1,0,0,375.5
Caravan Wessel GmbH,1,Small_buyer,1,7,2,1,0,0,1,0,0,1,0,0,1,0,0,619
"Oz Automobile, Inh. Ismail Özdemir",5,Small_buyer,3,6,3,1,0,0,1,0,0,0.4,0.6,0,1,0,0,475.4
MANGOMESCAR UNIPESSOAL LDA,2,Small_buyer,1,10,4,1,0,0,0,1,0,0,1,0,0,0.5,0.5,-13
Auto-Winzer GmbH,15,Medium_buyer,5,7,10,0.733333333,0,0.266666667,0,0.066666667,0.933333333,1,0,0,0,0.066666667,0.933333333,946.8666667
"GB Automobile, Inh. Guido Blum",1,Small_buyer,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,441
Marian Petrík,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,-1350
Autohaus Sedlmeier GmbH,8,Small_buyer,3,3,6,1,0,0,0,0.75,0.25,0.75,0.25,0,0.5,0.375,0.125,695.625
"Klassikmomente, Inh. Kevin Altinmakasci",9,Small_buyer,3,7,8,0.222222222,0.444444444,0.333333333,0.333333333,0.555555556,0.111111111,0.444444444,0.555555556,0,0.111111111,0.555555556,0.333333333,1027.777778
E&L CAR SOLUTION S.R.L.,7,Small_buyer,3,7,5,1,0,0,0,1,0,0,0.142857143,0.857142857,0.714285714,0.285714286,0,657.5714286
Autohandel Stauch UG (haftungsbeschraenkt),1,Small_buyer,1,6,4,0,1,0,0,0,1,1,0,0,0,0,1,-2318
"Przedsiębiorstwo Handlowo-Usługowe ""LESPOL"" Leszek Słowiński",1,Small_buyer,1,6,2,0,1,0,1,0,0,0,0,1,1,0,0,-799
HYBRIDTEC SOCIEDADE UNIPESSOAL LDA,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1086
Arjon Veliu,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,0,1,1,0,0,249
Huro Auto's CV,1,Small_buyer,1,8,6,0,0,1,0,0,1,1,0,0,0,0,1,2565
GORAN ŠIMURINA d.o.o.,38,Medium_buyer,7,1,10,0.894736842,0.105263158,0,0,0.842105263,0.157894737,0.105263158,0.894736842,0,0.026315789,0.631578947,0.342105263,832.2368421
Toyota de Jonge Vlissingen,18,Medium_buyer,5,8,10,0.722222222,0.222222222,0.055555556,0,0.055555556,0.944444444,0.944444444,0.055555556,0,0,0.111111111,0.888888889,1338.333333
"CF Automobile, Inh. Christian Fluck",1,Small_buyer,1,6,2,1,0,0,1,0,0,0,1,0,1,0,0,130
Edemcar,9,Small_buyer,3,5,9,0.888888889,0.111111111,0,0,0.222222222,0.777777778,0.888888889,0.111111111,0,0,0.111111111,0.888888889,1929.555556
ACCEPTUS MARE d.o.o.,4,Small_buyer,2,6,9,0,0.25,0.75,0,0,1,0.75,0.25,0,0,0,1,1321.25
M.RAS INC Sp. z o.o.,2,Small_buyer,1,4,2,0.5,0.5,0,0.5,0.5,0,0,0,1,1,0,0,240
M-TECH ADAMIEC MICHAŁ USŁUGI MOTORYZACYJNE,11,Small_buyer,4,1,5,1,0,0,0.545454545,0.454545455,0,0,0.909090909,0.090909091,1,0,0,383
TCB Automobile GmbH Essen,1,Small_buyer,1,10,5,1,0,0,0,0,1,1,0,0,0,0,1,1834
MB Transport system,3,Small_buyer,2,2,3,0,1,0,0.333333333,0.666666667,0,0,0.333333333,0.666666667,1,0,0,-2.333333333
Auto-Partner Kappeln GmbH,11,Small_buyer,4,9,9,1,0,0,0,0.454545455,0.545454545,0.545454545,0.454545455,0,0,0.363636364,0.636363636,497.4545455
"AUTOHANDEL BEDNAREK, Waldemar Bednarek",4,Small_buyer,2,9,5,1,0,0,0,0.75,0.25,0.25,0.75,0,0.5,0.25,0.25,765.75
KPS Katarzyna Połanecka,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1243
GROUPE GUEUDET - MSA PRIM - LE HAVRE - NISSAN,16,Medium_buyer,5,8,9,0.75,0.25,0,0,0.125,0.875,0.9375,0.0625,0,0,0.125,0.875,696.5
PIRU I. OANA-ROXANA PERSOANĂ FIZICĂ AUTORIZATĂ,2,Small_buyer,1,2,3,1,0,0,0.5,0.5,0,0,0.5,0.5,1,0,0,-214.5
STEAM N & M SRL,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,516
"AUTO-SPEED, Inh. Fatih Aslan",7,Small_buyer,3,6,7,0.285714286,0.714285714,0,0.142857143,0.571428571,0.285714286,0,0.428571429,0.571428571,0.142857143,0.571428571,0.285714286,-243.2857143
"Denial's Autowelt, Inh. Denial Durakovic",2,Small_buyer,1,10,2,1,0,0,0,1,0,0,0.5,0.5,1,0,0,149.5
AUTODOC S.R.L.,4,Small_buyer,2,9,7,1,0,0,0,0,1,1,0,0,0,0.25,0.75,745
AUTO DASCĂLU S.R.L.,11,Small_buyer,4,4,6,1,0,0,0.363636364,0.636363636,0,0,0.181818182,0.818181818,0.818181818,0.181818182,0,487.4545455
Szembeszél Kft.,19,Medium_buyer,5,6,5,0.842105263,0.157894737,0,0.842105263,0.157894737,0,0,0.157894737,0.842105263,1,0,0,410.9473684
JOSEFA AYLLON LOPEZ,1,Small_buyer,1,1,2,1,0,0,0,1,0,0,1,0,1,0,0,289
NV GARAGE-CARROSSERIE CASIER EN ZONEN,15,Medium_buyer,5,6,9,0.8,0.2,0,0.066666667,0.533333333,0.4,0.933333333,0.066666667,0,0.2,0.333333333,0.466666667,769.4666667
TRAUMWAGEN CMC GmbH & Co. KG,3,Small_buyer,2,7,9,0,0,1,0,0,1,1,0,0,0,0,1,1815.333333
Autohaus Vollmari GmbH,7,Small_buyer,3,4,8,0.857142857,0.142857143,0,0,0.285714286,0.714285714,1,0,0,0,0.142857143,0.857142857,967.1428571
NH Trading B.V.,4,Small_buyer,2,8,8,0.5,0.25,0.25,0,0,1,1,0,0,0,0,1,961
LE SUPERCAR S.R.L.S.,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,-650
A&T AUTOMOTIVE,1,Small_buyer,1,9,2,1,0,0,1,0,0,0,1,0,1,0,0,584
JEEPSTAR,1,Small_buyer,1,10,4,0,1,0,1,0,0,0,1,0,0,0,1,1013
Autohaus Prokop GmbH,1,Small_buyer,1,7,5,0,1,0,0,0,1,1,0,0,0,0,1,2563
THEODOROS DEDOUSIS SIA O E,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1214
FEREIN SRL UNIPERSONALE,2,Small_buyer,1,9,3,1,0,0,0,0.5,0.5,0.5,0.5,0,1,0,0,516.5
Luděk Hrazdil,5,Small_buyer,3,6,4,1,0,0,0.6,0.4,0,0,0.6,0.4,1,0,0,403.2
J. Bekelaar Auto's,3,Small_buyer,2,8,4,1,0,0,0,1,0,1,0,0,0,1,0,462.6666667
Spaisera MB,4,Small_buyer,2,7,9,0.25,0.5,0.25,0,0,1,0.25,0.5,0.25,0,0,1,1612
AUTO PRESTIGE 67,1,Small_buyer,1,9,4,1,0,0,0,0,1,1,0,0,0,0,1,1252
Jan Šefl,2,Small_buyer,1,3,5,0.5,0.5,0,0,1,0,0.5,0.5,0,0,0,1,747
My Cars 54,11,Small_buyer,4,5,7,0.454545455,0.545454545,0,0.090909091,0.909090909,0,0.090909091,0.818181818,0.090909091,0.181818182,0.636363636,0.181818182,831.5454545
LA CENTRALE AUTOMOBILE 85,3,Small_buyer,2,6,4,1,0,0,0.666666667,0.333333333,0,1,0,0,0.666666667,0.333333333,0,671
