company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
"Autohaus Engelnstedt, Inh. Mehmet Balci",16,Medium_buyer,5,4,10,0.8125,0.1875,0,0,0.0625,0.9375,0.75,0.25,0,0,0,1,1759.125
COLOMBARA FABIO,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,412
PACO BRAVO AUTOMOCION SLL,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,908
SAS POMPOM VEHICULE,1,Small_buyer,1,6,3,0,1,0,1,0,0,1,0,0,0,1,0,313
MCM COOL AUTO S.R.L.,2,Small_buyer,1,7,3,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,563.5
"HS Autohändler, Inh. Haji Al Omar",5,Small_buyer,3,6,5,1,0,0,0.4,0.6,0,0.2,0.8,0,0.6,0.2,0.2,818.4
BC LINE,3,Small_buyer,2,8,9,0,0,1,0,0,1,1,0,0,0,0,1,2048.333333
"FairCar Automobile, Inh. Ömer Eryilmaz",2,Small_buyer,1,8,2,1,0,0,1,0,0,0,1,0,1,0,0,454.5
Piper Automobile GmbH,8,Small_buyer,3,6,9,0.875,0.125,0,0,0.125,0.875,1,0,0,0,0.125,0.875,1201.125
4-MOTORS KERESKEDELMI ÉS SZOLGÁLTATÓ Kft.,24,Medium_buyer,6,3,9,0.958333333,0.041666667,0,0.125,0.791666667,0.083333333,0.208333333,0.791666667,0,0.75,0.125,0.125,684.5833333
M.C. CAR DI MASSIMILIANO CAVOTTA,5,Small_buyer,3,6,8,0.6,0.4,0,0,0,1,1,0,0,0,0,1,957
"PNS KFZ- Handel, Inh. Roland Geißler",1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,1018
Schwaben Fahrzeugtechnik GmbH,1,Small_buyer,1,7,2,1,0,0,0,1,0,0,1,0,1,0,0,438
EURL EXTREM AUTO,11,Small_buyer,4,4,8,0.727272727,0.181818182,0.090909091,0.454545455,0.545454545,0,0.727272727,0.272727273,0,0.636363636,0,0.363636364,675.4545455
F.A.M. Autohaus Kiener GmbH & Co. KG,34,Medium_buyer,7,8,10,0.941176471,0.058823529,0,0,0.382352941,0.617647059,1,0,0,0,0.294117647,0.705882353,924.5588235
SPRL ROYAL MOTORS,27,Medium_buyer,6,1,7,1,0,0,0.481481481,0.518518519,0,0.037037037,0.962962963,0,1,0,0,532.8148148
MONDO AUTO S.R.L.,1,Small_buyer,1,4,2,1,0,0,0,1,0,0,1,0,1,0,0,537
Mirjam Zakrajšek s.p.,7,Small_buyer,3,4,8,0.714285714,0.285714286,0,0,0.571428571,0.428571429,0,1,0,0,0.285714286,0.714285714,793
TUKE S.R.L. A SOCIO UNICO,2,Small_buyer,1,7,3,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,478.5
Garage Ms Cars,3,Small_buyer,2,9,5,1,0,0,0,0.666666667,0.333333333,0.333333333,0.666666667,0,0,1,0,469.3333333
"Automotive Excellence, Inh. Daniel Cuenca Garcia",2,Small_buyer,1,10,7,0,0.5,0.5,0.5,0.5,0,0,1,0,0,0.5,0.5,-506.5
PERFECT ENGINE DOMINIK ZAKIELASZ,2,Small_buyer,1,9,3,1,0,0,0,1,0,0,0.5,0.5,1,0,0,389.5
DIAMOND CAR EMIL KARBOWNIK,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,1341
vv garage,1,Small_buyer,1,8,5,0,0,1,0,1,0,1,0,0,0,0,1,-717
CXL AUTOCENTER SRL,9,Small_buyer,3,8,7,0.666666667,0.333333333,0,0.111111111,0.777777778,0.111111111,0.111111111,0.666666667,0.222222222,0.555555556,0.111111111,0.333333333,841.8888889
"Automobile Mejsner, Inh. Mariusz Mejsner",1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,431
JM AUTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,18,Medium_buyer,5,3,6,0.777777778,0.222222222,0,0.444444444,0.555555556,0,0,0.611111111,0.388888889,0.944444444,0.055555556,0,344.7777778
AUTOBEDRIJF SCHEERS B.V.,6,Small_buyer,3,7,9,0.666666667,0.333333333,0,0,0,1,1,0,0,0,0,1,942.3333333
"KFZ An.-und Verkauf, Inh. Thomas Hannöver",8,Small_buyer,3,8,9,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.125,0.875,747
"Auto-verkaufen-einfach.de, Inh. Erdal Karakaya",20,Medium_buyer,6,4,9,0.7,0.25,0.05,0.25,0.65,0.1,0.05,0.45,0.5,0.35,0.5,0.15,444.85
AUGI S.R.L.,3,Small_buyer,2,8,6,0.333333333,0.666666667,0,0,1,0,0,0.666666667,0.333333333,0,0,1,616
4 W Centrum Kft.,7,Small_buyer,3,4,5,1,0,0,0,1,0,0,0.714285714,0.285714286,0.857142857,0.142857143,0,503
Martin Králík,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,182
AM AUTO,10,Small_buyer,4,1,7,0.9,0.1,0,0.1,0.7,0.2,0.2,0.8,0,0.5,0.4,0.1,689.1
Vip Automobiles,1,Small_buyer,1,10,3,0,1,0,0,1,0,0,1,0,0,1,0,341
AUTO RIZE,4,Small_buyer,2,6,4,1,0,0,0,1,0,0,1,0,1,0,0,918.75
ŻAK MICHAŁ FIRMA USŁUGOWO-HANDLOWA,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,595
GARAGE CORSELIS,1,Small_buyer,1,10,3,1,0,0,0,0,1,1,0,0,0,1,0,403
"Daniel Neuberger Einzelunternehmen, Inh. Daniel Neuberger",2,Small_buyer,1,7,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,861.5
Sami Benkhaled,13,Small_buyer,4,5,9,0.461538462,0.461538462,0.076923077,0.076923077,0.923076923,0,0.076923077,0.769230769,0.153846154,0.076923077,0.846153846,0.076923077,422.6923077
Autohaus Lackmann GmbH,7,Small_buyer,3,9,8,1,0,0,0,0,1,1,0,0,0,0.285714286,0.714285714,1029.142857
GROUPE SDA - SDA,10,Small_buyer,4,9,9,0.6,0.3,0.1,0,0.7,0.3,1,0,0,0,0,1,59.4
AUTO OOSTERHOF GRIJPSKERK B.V.,18,Medium_buyer,5,1,10,0.888888889,0.111111111,0,0,0.277777778,0.722222222,1,0,0,0.055555556,0.222222222,0.722222222,1058.944444
Autogroep Twente B.V.,11,Small_buyer,4,8,10,0.090909091,0.636363636,0.272727273,0,0,1,1,0,0,0,0,1,1597.727273
MS AUTOMOBILI S.R.L.,2,Small_buyer,1,7,5,0,0.5,0.5,1,0,0,0,0,1,0.5,0,0.5,849
"D´Amico Cars, Inh. Giuseppe D'Amico",1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,842
ISPAVIC CARS SL,3,Small_buyer,2,5,7,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0,0,1,-2252.333333
Lüdemann & Sens e.K Norderstedt,13,Small_buyer,4,9,9,1,0,0,0,0,1,1,0,0,0,0.076923077,0.923076923,1103.153846
Hoffmann Automobile Inh. Rudolf Hoffmann,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,692
van de Geijn automobielen,1,Small_buyer,1,6,4,1,0,0,0,1,0,1,0,0,0,0,1,1063
Autohaus Holtmeyer GmbH,1,Small_buyer,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1383
KIS ZSOLT GYULA E.V.,17,Medium_buyer,5,6,6,1,0,0,0.117647059,0.882352941,0,0,0.941176471,0.058823529,1,0,0,421.4705882
Fabian Junkers,1,Small_buyer,1,7,3,1,0,0,0,1,0,0,1,0,0,1,0,895
"Auto Krücken, Inh. Petra Krücken",2,Small_buyer,1,6,4,1,0,0,0,0,1,1,0,0,0,1,0,757
Provenzale Motor Village - Societa' A Responsabilita' Limitata Se Mplificata,2,Small_buyer,1,10,2,1,0,0,0,1,0,0,0.5,0.5,1,0,0,269.5
Michal Odehnal,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,247
SAS AS MOTORS,18,Medium_buyer,5,3,9,0.666666667,0.333333333,0,0.055555556,0.944444444,0,0.166666667,0.833333333,0,0.055555556,0.888888889,0.055555556,887.7777778
Khalil Osseili,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,0,1,1,0,0,240
YANIS AUTO,1,Small_buyer,1,8,1,1,0,0,1,0,0,0,1,0,1,0,0,304
AUTO-FOCUS Tomasz Różycki,1,Small_buyer,1,9,2,0,0,1,1,0,0,0,0,1,1,0,0,693
Miroslav Lízal,3,Small_buyer,2,7,3,1,0,0,0.333333333,0.666666667,0,0,1,0,1,0,0,415.3333333
S-TRADE Grażyna Praszelik-Kocjan,6,Small_buyer,3,10,6,0.5,0.5,0,0,1,0,0,0.166666667,0.833333333,0.5,0.333333333,0.166666667,817.1666667
MOSKALETS KOSTIANTYN,1,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0,1,725
Autohaus H. Albers GmbH,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1020
DHMHTRAKOU KALLIOPH KYRIAKOS || D K CARS,2,Small_buyer,1,8,3,1,0,0,0,1,0,0.5,0.5,0,1,0,0,730.5
CLS Autos 44,5,Small_buyer,3,8,9,0,0,1,0,0,1,1,0,0,0,0,1,1319.2
LCH EXPERT SVS SRL,4,Small_buyer,2,8,6,0.5,0.5,0,0,1,0,0,0.5,0.5,0.25,0,0.75,1303.5
GROUPE MARY - MARY AUTOMOBILES - LISIEUX - PEUGEOT,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,814
Pro Cars e.U.,2,Small_buyer,1,9,5,0,1,0,0,0.5,0.5,0,1,0,0,0,1,-174.5
UAB ERVITRANS,3,Small_buyer,2,1,7,0.666666667,0,0.333333333,0,0,1,0.333333333,0.333333333,0.333333333,0,0,1,861.3333333
"A3 Bus & Nutzfahrzeughandel, Inh. Muhamed Bastürk",5,Small_buyer,3,4,5,1,0,0,0.2,0.8,0,0.2,0.4,0.4,0.8,0,0.2,604.6
AUTOHAUS ORNIG GMBH. & CO.KG,1,Small_buyer,1,9,5,0,1,0,0,0,1,0,1,0,0,0,1,930
GARAGE JAROUSSAT,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,-140
Sławomir Gwiżdż CARS - TRANS. Mała Gastronomia,1,Small_buyer,1,9,3,0,1,0,0,1,0,0,1,0,0,1,0,300
KĘSTUTIS ADOMAITIS,1,Small_buyer,1,9,2,1,0,0,1,0,0,0,0,1,1,0,0,601
GARDENCAR - COMÉRCIO DE AUTOMÓVEIS UNIPESSOAL LDA,3,Small_buyer,2,8,7,0.666666667,0.333333333,0,0,0,1,1,0,0,0,0,1,234.3333333
TSIODRAS PANAG ATHANASIOS,1,Small_buyer,1,9,2,1,0,0,0,0,1,0,1,0,1,0,0,1124
VRUBLEVYCH IVAN IVANOVYCH,1,Small_buyer,1,10,2,0,1,0,0,1,0,0,0,1,1,0,0,247
H&C AUTO,2,Small_buyer,1,7,3,0.5,0.5,0,0,1,0,0,1,0,1,0,0,-41.5
MPATAS PANAG ANASTASIOS,10,Small_buyer,4,1,7,1,0,0,0,0.7,0.3,0.6,0.4,0,0.2,0.8,0,756.8
ASC Dessau GmbH,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,812
"P.U.H. ""DUET"" RYSZARD SZYMKIEWICZ",20,Medium_buyer,6,3,8,0.7,0.3,0,0,1,0,0.1,0.9,0,0.7,0.25,0.05,410.6
SARL BENZ AUTO,12,Small_buyer,4,8,8,0.916666667,0.083333333,0,0,1,0,0.583333333,0.416666667,0,0.25,0.416666667,0.333333333,930
SARL EJC Marviv auto,1,Small_buyer,1,9,2,1,0,0,1,0,0,1,0,0,1,0,0,431
SHUMYK VITALII MYKOLAIOVYCH,2,Small_buyer,1,9,3,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,1120.5
ECAUTO 88 SARL,2,Small_buyer,1,7,3,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,1,0,0,284.5
KFZ-Vasilic,2,Small_buyer,1,8,4,1,0,0,0,1,0,0,1,0,0,1,0,626
Optimum Maps GmbH,16,Medium_buyer,5,3,9,0.625,0.375,0,0,0.625,0.375,0.625,0.375,0,0,0.1875,0.8125,456.3125
MONTBAZENS AUTO SERVICE,27,Medium_buyer,6,3,9,0.851851852,0.074074074,0.074074074,0.037037037,0.703703704,0.259259259,0.888888889,0.111111111,0,0.296296296,0.407407407,0.296296296,811.2962963
GRANDI MOTORI DI LUCARELLI ALESSANDRO,10,Small_buyer,4,3,7,0.1,0.4,0.5,1,0,0,0.1,0.8,0.1,0.5,0.3,0.2,-881.3
AUTO VAN DIJK B.V.,8,Small_buyer,3,5,6,1,0,0,0,0.75,0.25,0.5,0.5,0,0.625,0.375,0,485.25
Garage gomes,1,Small_buyer,1,9,4,1,0,0,0,1,0,1,0,0,0,0,1,505
AUTO PLAZA BUCURESTI S.R.L.,4,Small_buyer,2,9,8,0,0.75,0.25,0,0.75,0.25,0.25,0.75,0,0,0,1,258.5
Autobedrijf Bert Hardeman,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,1342
SŁAWOMIR LESIECKI AUTO-EURO,1,Small_buyer,1,8,2,1,0,0,0,1,0,0,0,1,1,0,0,637
AUTOMOVILES PARRA BLESA SL,1,Small_buyer,1,10,4,1,0,0,0,0,1,0,1,0,0,0,1,1156
Eurl garage ouvrier Benoit,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,280
NaMiCar Michał Naworol,2,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,1,0,0,282
"Sonnenberg Automobile, Inh. Dietmar Sonnenberg",1,Small_buyer,1,5,4,1,0,0,0,0,1,1,0,0,0,0,1,200
"Muhm Automobile, Inh. Thomas Muhm",4,Small_buyer,2,6,7,0.5,0.5,0,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,559.75
Hetzler-Automobile Vertr. GmbH&Co.KG,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,793
SILVIA PATRICIA RODRIGUES ALVES,1,Small_buyer,1,10,4,1,0,0,0,1,0,0,1,0,0,0,1,352
"Dündar Autohandel, Inh. Mehmet Dündar",4,Small_buyer,2,3,3,1,0,0,0.75,0.25,0,0,0.25,0.75,1,0,0,335.25
"E.S. Automobile, Inh. Enric Suchodolinsky",32,Medium_buyer,7,4,10,0.28125,0.625,0.09375,0,0.96875,0.03125,0.0625,0.9375,0,0.03125,0.53125,0.4375,1150.3125
"FIRMA ""MAJEWSKI"" SPÓŁKA CYWILNA BOGUSŁAW MAJEWSKI, BOŻENA MAJEWSKA",1,Small_buyer,1,10,4,1,0,0,0,1,0,0,1,0,0,0,1,1585
JOSE ENRIQUE ROMERO CAAMAÑO,1,Small_buyer,1,10,4,0,1,0,0,1,0,1,0,0,0,0,1,407
CAR & CAR PERFORMANCE S.R.L.S.,1,Small_buyer,1,9,2,0,1,0,1,0,0,0,0,1,1,0,0,46
PE YASMARIN,6,Small_buyer,3,1,3,1,0,0,0.666666667,0.333333333,0,0,0.5,0.5,1,0,0,406.8333333
Automakler-Seidenstadt AS UG Haftungsbeschränkt,18,Medium_buyer,5,7,5,0.944444444,0.055555556,0,0.833333333,0.166666667,0,0.5,0.5,0,1,0,0,205.5
Garage Sposato GmbH,4,Small_buyer,2,6,9,0.25,0.25,0.5,0,0,1,1,0,0,0,0,1,678.5
ZOUGANELIS GEORGIOS EVAGGELOS,1,Small_buyer,1,7,2,1,0,0,0,1,0,1,0,0,1,0,0,608
STOMAGRUP 19 DOO SKOPJE,1,Small_buyer,1,10,2,0,1,0,0,1,0,0,1,0,1,0,0,400
"Automakler Chemnitz, Inh. Gunar Schaarschmidt",3,Small_buyer,2,10,2,0.666666667,0.333333333,0,1,0,0,0,0,1,1,0,0,-21.66666667
Imex Carstore GmbH,5,Small_buyer,3,7,9,0.2,0.8,0,0,0,1,0.4,0.2,0.4,0,0,1,752.6
Peter Autozentrum Anhalt GmbH - Dessau-Roßlau,34,Medium_buyer,7,5,12,0.117647059,0.852941176,0.029411765,0,0,1,1,0,0,0,0,1,2605.088235
UNIAUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,40,Medium_buyer,7,4,9,0.925,0.075,0,0.025,0.8,0.175,0.125,0.75,0.125,0.525,0.3,0.175,1013.275
Euro Car Fleet Korlátolt Felelősségű Társaság,3,Small_buyer,2,7,2,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,0,1,1,0,0,407.3333333
SZÜCS ERNŐ PÉTER E.V.,6,Small_buyer,3,1,3,1,0,0,1,0,0,0.166666667,0.833333333,0,1,0,0,93
CRS AUTO PROVIDER,2,Small_buyer,1,3,3,1,0,0,0,1,0,0,0.5,0.5,1,0,0,878
"SIA ""TEAUTO""",16,Medium_buyer,5,7,8,0.5,0.5,0,0.3125,0.6875,0,0,0.25,0.75,0.375,0.4375,0.1875,853.0625
LLC WorldAuto,5,Small_buyer,3,3,3,0.8,0.2,0,0.6,0.4,0,0,0.2,0.8,1,0,0,401.6
DHE - MTK MOTORS S.R.L.,4,Small_buyer,2,4,6,0,0.75,0.25,0,1,0,0,0.75,0.25,0,0.5,0.5,911.25
Filmar Trade LTD,2,Small_buyer,1,9,3,1,0,0,0,1,0,0.5,0.5,0,0.5,0.5,0,631.5
TÉGLÁS AUTÓ Kft.,2,Small_buyer,1,10,4,0,1,0,0.5,0.5,0,0,0,1,0,1,0,496.5
Karanyicz Balazs E.V.,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,1,0,1,0,0,301
EBV MOTORS,2,Small_buyer,1,9,6,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,1,1615.5
AUTO-BEKS d.o.o.,4,Small_buyer,2,9,4,1,0,0,0.25,0.75,0,0,0.5,0.5,1,0,0,301.5
SAR SARL,3,Small_buyer,2,9,6,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,632.3333333
FIRMA USŁUGOWO - HANDLOWA ANDRZEJ KACPRZYCKI,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,186
Babarczy-Car Kft.,7,Small_buyer,3,8,6,1,0,0,0,0.857142857,0.142857143,0.142857143,0.857142857,0,0.857142857,0,0.142857143,789
salesucces,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,680
"Gala Automobile, Inh. Talip Turgut",20,Medium_buyer,6,1,7,1,0,0,0.5,0.5,0,0,1,0,0.8,0.2,0,206.45
Suple Shop Łętowski Krystian,8,Small_buyer,3,10,3,0.75,0.125,0.125,0.75,0.25,0,0,0.25,0.75,1,0,0,264.875
"Auto Neubert, Inh. Thomas Neubert",35,Medium_buyer,7,3,9,0.942857143,0.057142857,0,0.114285714,0.857142857,0.028571429,0.714285714,0.285714286,0,0.571428571,0.428571429,0,638.6857143
"XandiAutomobile, Inh. Alexander Wolf",3,Small_buyer,2,7,2,1,0,0,1,0,0,0,0.666666667,0.333333333,1,0,0,334
SASU ALL CARS,2,Small_buyer,1,6,2,1,0,0,1,0,0,1,0,0,1,0,0,386.5
"KUPCZAK ZBIGNIEW FIRMA HANDLOWO USŁUGOWA ""SPRINT - CAR""",3,Small_buyer,2,8,2,1,0,0,0,1,0,0,0.666666667,0.333333333,1,0,0,445.3333333
Mohamad Walid Awad,2,Small_buyer,1,5,2,1,0,0,1,0,0,0,1,0,1,0,0,408.5
Tomáš Krajc,10,Small_buyer,4,3,5,0.9,0.1,0,0.3,0.7,0,0,0.6,0.4,1,0,0,554.6
GARAGE PAWLOWICZ,2,Small_buyer,1,10,5,0,1,0,0,1,0,0.5,0.5,0,0,0,1,785
RIJK AUTO'S V.O.F.,50,Top_buyer,8,1,10,0.84,0.08,0.08,0.06,0.88,0.06,0.12,0.82,0.06,0.58,0.32,0.1,391.62
JULIO NUNES UNIPESSOAL LDA,1,Small_buyer,1,10,6,0,0,1,0,0,1,1,0,0,0,0,1,1857
Weper-Automobile INH. A. Bokelmann,2,Small_buyer,1,8,5,0.5,0.5,0,0,1,0,0,1,0,0,0.5,0.5,651
INWO Łukasz Wolak,1,Small_buyer,1,10,5,1,0,0,0,0,1,1,0,0,0,0,1,489
"Elite, Inh. Mohamad Hajjali",1,Small_buyer,1,6,3,1,0,0,0,1,0,0,1,0,0,1,0,543
Doszi-kocsi car Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,21,Medium_buyer,6,6,6,1,0,0,0.380952381,0.619047619,0,0,0.904761905,0.095238095,1,0,0,390.7142857
SAS GARAGE JEAN PIERRE BROUSSOLLE,1,Small_buyer,1,9,3,0,1,0,0,1,0,0,1,0,0,1,0,814
AUTOLIDER - Ltd.,1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,562
AMP PIOTR PORZUCEK,5,Small_buyer,3,7,3,0.6,0.4,0,0.2,0.8,0,0,0.4,0.6,1,0,0,0.8
SCORE 16 MOTORS,9,Small_buyer,3,6,7,0.222222222,0.777777778,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0.111111111,0.666666667,0.222222222,174.1111111
IONIQ AUTO KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,Small_buyer,1,4,4,1,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,784.5
BV ORAXIS CONSULTING,1,Small_buyer,1,9,3,1,0,0,0,0,1,1,0,0,0,1,0,-2411
KessyCar,3,Small_buyer,2,4,4,1,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,-1329.666667
EUROPEAN MOTOR PRO SLU,2,Small_buyer,1,8,4,1,0,0,0,1,0,0,1,0,0.5,0.5,0,462
ALEXANDRE JEAN FRANCOIS,1,Small_buyer,1,7,2,1,0,0,1,0,0,0,1,0,1,0,0,240
Autohandel Cemal Ferhat Eser,28,Medium_buyer,6,5,12,0.107142857,0.142857143,0.75,0.071428571,0.357142857,0.571428571,0.75,0.25,0,0.071428571,0.107142857,0.821428571,1624.285714
Garage Zenoni,5,Small_buyer,3,6,6,0.8,0.2,0,0,1,0,0.6,0.4,0,0.4,0.4,0.2,447.8
"Auto in Leipzig, Inh. Ioannis Vomvylas",76,Top_buyer,9,3,12,0.75,0.171052632,0.078947368,0.026315789,0.328947368,0.644736842,0.881578947,0.118421053,0,0.013157895,0.171052632,0.815789474,1303
"JAFA auto, s.r.o.",36,Medium_buyer,7,1,10,0.888888889,0.111111111,0,0.027777778,0.722222222,0.25,0,0.916666667,0.083333333,0.027777778,0.388888889,0.583333333,644.5277778
Jeepservice BV,6,Small_buyer,3,5,10,0,0.5,0.5,0,0,1,1,0,0,0,0,1,2193.5
MANTENIMIENTO TERRA Y JARDIN SLU,1,Small_buyer,1,5,2,1,0,0,0,1,0,0,1,0,1,0,0,693
BUCCHERI ANNA MARIA,2,Small_buyer,1,9,2,1,0,0,0.5,0.5,0,0,1,0,1,0,0,390.5
GASPEN CZ s.r.o.,18,Medium_buyer,5,4,8,0.888888889,0.111111111,0,0.055555556,0.944444444,0,0,0.444444444,0.555555556,0.722222222,0.222222222,0.055555556,623.1666667
"Kfz Handel Ibic, Inh. Ivica Ibic",7,Small_buyer,3,8,6,0.285714286,0.571428571,0.142857143,0,1,0,0,0.428571429,0.571428571,0.428571429,0.428571429,0.142857143,347.8571429
TKC-Styling Oy,5,Small_buyer,3,1,8,0.2,0,0.8,0,0.8,0.2,0.2,0.6,0.2,0,0,1,657
AUTO STAINER SH.P.K,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,0,1,0,1,0,713
Jiří Bouchner,1,Small_buyer,1,10,3,0,1,0,0,1,0,0,1,0,0,1,0,341
The Car House B.V.,2,Small_buyer,1,10,7,0.5,0,0.5,0,0,1,1,0,0,0,0,1,1028.5
Autohaus Thun-Nord AG Steffisburg,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1160
GS-AUTOMOBILE OÜ,2,Small_buyer,1,1,8,0,0.5,0.5,0,0,1,1,0,0,0,0,1,1203
DOLISS 2008 EOOD,3,Small_buyer,2,7,4,1,0,0,0,1,0,0,0,1,0,1,0,330
"DriveMe Car Sales, Inh. Semir Pepic",3,Small_buyer,2,10,9,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0.333333333,0.666666667,0,0,0,1,576.3333333
SERENITY CARS,4,Small_buyer,2,8,6,0.75,0,0.25,0.25,0.75,0,1,0,0,0.25,0.5,0.25,-290
AUTOLUX SERVICES,13,Small_buyer,4,6,7,0.846153846,0.076923077,0.076923077,0,1,0,0,0.461538462,0.538461538,0.615384615,0.307692308,0.076923077,783.5384615
MIGUEL GUILLEN LOPEZ,1,Small_buyer,1,10,4,1,0,0,0,0,1,0,1,0,0,0,1,689
Sielemann Automobile e.K.,36,Medium_buyer,7,6,11,0.944444444,0.055555556,0,0,0,1,1,0,0,0,0.027777778,0.972222222,981.9722222
Vlastimil Polanský,5,Small_buyer,3,3,6,0.8,0.2,0,0,1,0,0,1,0,0.4,0.6,0,750.4
GARAGE FANCAR INVEST SPRL,4,Small_buyer,2,10,5,1,0,0,0,1,0,0.75,0.25,0,0.75,0,0.25,233.5
"AUTO-HANDEL ""KRZYSIO"" KRZYSZTOF WIECZOREK",1,Small_buyer,1,10,1,1,0,0,1,0,0,0,1,0,1,0,0,240
PAPANIKOS KONSTANTINOS PETROS TWINS REAL ESTATE AGENT,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,625
"MS Automobile, Inh. Mikael Satin",18,Medium_buyer,5,3,6,0.944444444,0.055555556,0,0.277777778,0.722222222,0,0.055555556,0.888888889,0.055555556,1,0,0,516.3333333
EURO-SPEKTAR-ISLAM LLCSP Skopje,7,Small_buyer,3,2,6,0.857142857,0.142857143,0,0.142857143,0.857142857,0,0,0.285714286,0.714285714,0.285714286,0.714285714,0,516
MALVEICAR COMERCIO DE AUTOMOVEIS LDA,3,Small_buyer,2,10,5,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0.333333333,0.666666667,881.6666667
Garage ASDE,5,Small_buyer,3,9,9,0.4,0.4,0.2,0,0.4,0.6,1,0,0,0,0,1,-114.6
MNT Cars Kft,5,Small_buyer,3,7,4,1,0,0,0.4,0.6,0,0,0.6,0.4,1,0,0,538.4
ASSICURATI SRL,1,Small_buyer,1,10,4,1,0,0,0,1,0,0,1,0,0,0,1,743
Maik Hergert,1,Small_buyer,1,5,1,0,1,0,1,0,0,0,1,0,1,0,0,253
GARAGE RAILLON,23,Medium_buyer,6,6,9,0.869565217,0.130434783,0,0.086956522,0.782608696,0.130434783,0.869565217,0.130434783,0,0.217391304,0.47826087,0.304347826,1007.652174
Barno Auto's,4,Small_buyer,2,3,7,1,0,0,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,1300.25
Usługi spawalnicze Tomasz Piotrowski,1,Small_buyer,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,515
Fair KFT,2,Small_buyer,1,10,5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,1,1532
ILIOPOULOS ANTONIOS GEORGIOS,6,Small_buyer,3,3,6,1,0,0,0,0.333333333,0.666666667,0.5,0.333333333,0.166666667,0.166666667,0.666666667,0.166666667,923.8333333
