company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
AUTOMOVILES TORREGROSA SL,43,Medium_buyer,7,4,11,136,2015,76851,13930,18,9,72,41,58,0,750
MAJA SERVICE JACEK MAJEWSKI,1,Small_buyer,1,9,2,160,2008,168482,1309,0,0,100,0,100,0,375
"Autohandel Schulze, Inh. David Schulze",5,Small_buyer,3,6,4,88,2006,116994,2756,0,0,100,0,100,0,375
MK MOBILE KAROL GARBACZ,6,Small_buyer,3,8,5,171,2009,189240,4206,16,16,66,0,100,0,750
"Oerten Automobile, Inh. Erkan Örten",21,Medium_buyer,6,4,8,146,2006,207861,4019,14,47,38,66,23,9,750
Autozentrum B&D GmbH,6,Small_buyer,3,4,9,240,2016,88989,30235,50,50,0,83,16,0,750
AutoSearch.sk s. r. o.,10,Small_buyer,4,6,5,104,2008,142523,2481,0,80,20,30,70,0,375
Gurus CZ s.r.o.,3,Small_buyer,2,2,5,156,2014,163159,11413,0,33,66,100,0,0,375
Retail Eger Kft.,14,Small_buyer,4,7,7,118,2011,133965,5269,0,0,100,7,92,0,750
L. de Prins automotive,1,Small_buyer,1,10,4,163,2012,77153,10382,0,0,100,0,100,0,1500
"M.J AUTO-EXPRES S.C.MIROSŁAW ROGOŻ, JANUSZ ZWOLEŃ",32,Medium_buyer,7,3,9,113,2010,143944,4766,3,0,96,12,87,0,750
"M&C Automobile, Inh. Cristoforo Amodeo",2,Small_buyer,1,9,2,69,2004,139563,816,0,0,100,0,100,0,125
REIMS INDIVIDUAL MOTORS,15,Medium_buyer,5,1,11,347,2016,40175,36184,46,33,20,0,100,0,1500
"FISZMAN S.C. FILAR ANDRZEJ, SZMUC MAREK",14,Small_buyer,4,6,9,141,2011,118948,7571,0,7,92,14,85,0,750
"H&N AUTOMOBILE, Inh. Hüseyin Serbes",9,Small_buyer,3,6,5,111,2006,98443,2596,0,11,88,0,100,0,750
db-5 SIA,1,Small_buyer,1,10,2,143,2010,202469,4802,0,0,100,100,0,0,750
AUTOBOSS SEVILLA OCASION SL,7,Small_buyer,3,6,9,177,2019,54620,19150,71,0,28,14,28,57,750
SIA NNB TRADING,1,Small_buyer,1,10,4,215,2014,193917,15586,0,100,0,100,0,0,1250
C P W J SIMONS,6,Small_buyer,3,8,5,95,2009,137462,4379,0,0,100,0,100,0,750
FRESH ENGLISH SRL,2,Small_buyer,1,9,4,125,2012,202414,7300,50,0,50,100,0,0,750
Autohaus Schlichting GmbH,1,Small_buyer,1,10,4,102,2015,37520,11550,0,0,100,0,100,0,750
VALENTIN GARCIA RODRIGUEZ,1,Small_buyer,1,10,2,75,2012,161012,4115,0,0,100,100,0,0,750
Autocentrum Zachar s.r.o.,1,Small_buyer,1,10,4,140,2010,98201,10352,0,100,0,100,0,0,750
M. Fourteau Patrick ( carrosserie millenium ),7,Small_buyer,3,10,8,137,2014,56569,14115,42,0,57,71,28,0,1250
David & Matheo,2,Small_buyer,1,9,6,115,2020,29252,24810,50,0,50,50,50,0,1500
KOLACZEK SP. Z O.O,2,Small_buyer,1,10,6,155,2017,75620,17950,0,0,100,0,100,0,375
Autocenter Mothor GmbH,1,Small_buyer,1,7,3,71,2018,32769,6657,0,0,100,0,100,0,750
"PNS KFZ- Handel, Inh. Roland Geißler",1,Small_buyer,1,10,3,105,2010,45998,6554,0,0,100,0,100,0,1250
Schwaben Fahrzeugtechnik GmbH,1,Small_buyer,1,7,2,120,2008,110368,3541,0,0,100,0,100,0,375
EURL EXTREM AUTO,11,Small_buyer,4,4,8,130,2007,80928,7370,9,9,81,9,90,0,750
F.A.M. Autohaus Kiener GmbH & Co. KG,34,Medium_buyer,7,8,10,119,2016,47809,13672,41,14,44,2,97,0,750
SPRL ROYAL MOTORS,27,Medium_buyer,6,1,7,81,2007,146789,2142,0,0,100,0,100,0,750
Amila Reiter,6,Small_buyer,3,9,6,158,2010,89112,7479,16,16,66,50,50,0,-375
Konrad Szawara Auto Serwis,1,Small_buyer,1,10,4,75,2019,20866,12029,0,100,0,0,0,100,375
DRINKS STORY SRL,1,Small_buyer,1,1,3,180,2012,318718,7498,0,0,100,0,100,0,375
T & J IMPERIAL DOOEL,1,Small_buyer,1,6,4,140,2012,134741,10000,0,0,100,100,0,0,375
"Krzysztof Troczyński - P.H.U. ""KAT"" K.A. Troczyński",1,Small_buyer,1,10,1,180,2000,250372,840,0,100,0,0,100,0,125
NV P. DENUTTE - GARAGE,7,Small_buyer,3,1,9,159,2019,46072,21766,42,14,42,42,57,0,125
Allinone s.r.o.,1,Small_buyer,1,6,3,290,2007,263817,6135,0,0,100,0,100,0,750
Autohaus Lumplecker GmbH,1,Small_buyer,1,8,5,190,2019,87532,23650,0,100,0,100,0,0,750
"Motorengarage24  TR-16, Inh. Aynur Yildirim",1,Small_buyer,1,10,2,163,2003,232819,1797,0,0,100,0,100,0,375
Jiří Baranek - META,1,Small_buyer,1,10,2,70,2009,173742,1250,0,0,100,0,100,0,375
SERGIO MANUEL DA COSTA LOUREIRO,1,Small_buyer,1,6,4,122,1999,144144,12800,0,0,100,100,0,0,375
"Galaxy Mobile Autoservice, Inh. Mhd Alimar Aljabi",1,Small_buyer,1,5,2,80,2008,101539,1366,0,0,100,0,100,0,375
5M TEAM GÉPJÁRMŰJAVÍTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,10,2,85,2008,184617,1698,0,0,100,0,100,0,375
MARINOS MIHAIL DIMITRIOS,16,Medium_buyer,5,6,7,93,2010,179796,3448,0,0,100,31,68,0,375
FHU JAKUB BIELA,3,Small_buyer,2,7,6,195,2003,151606,11981,0,66,33,33,66,0,750
"UAB AG MOTORS, Aurimas Garbencius",3,Small_buyer,2,6,8,222,2016,77960,27159,0,33,66,33,33,33,-750
Van der Tuin Exclusives,6,Small_buyer,3,7,6,169,2011,170690,7649,33,16,50,0,100,0,750
LES ECURIES DE L'AUTOMOBILE,12,Small_buyer,4,5,8,182,2004,117242,6521,16,33,50,0,100,0,750
ZSOLTI CARS EXCLUSIVE s.r.o.,5,Small_buyer,3,1,9,262,2016,104199,24418,60,40,0,60,20,20,750
R. E. D. Automobil-Handels GmbH,3,Small_buyer,2,10,4,209,1998,157986,4743,0,100,0,0,100,0,-1500
B. Humborg Kraftfahrzeuge GmbH & Co. KG,1,Small_buyer,1,9,3,90,2015,58102,8094,0,0,100,100,0,0,750
Goriwoda Automobile,1,Small_buyer,1,9,3,68,2018,43261,9733,0,0,100,0,100,0,1250
KRISZKAR DEPO KFT,3,Small_buyer,2,5,2,129,2006,162018,1606,0,0,100,66,33,0,375
L'Atelier,2,Small_buyer,1,10,3,97,2001,114319,3821,0,0,100,0,100,0,375
Mindaugas Baliukynas,2,Small_buyer,1,4,5,180,2013,211205,11424,0,50,50,100,0,0,750
Halis Tetik,18,Medium_buyer,5,6,5,103,2004,156072,1257,0,5,94,0,100,0,375
TSEPA VALENTINA MARINA IOANNIS,15,Medium_buyer,5,1,9,80,2015,90792,7463,40,0,60,6,86,6,375
SAMOCHODY UŻYWANE Z GWARANCJĄ P.U.H. Maximus Grzegorz Pieczka,1,Small_buyer,1,10,2,200,2005,248321,3650,0,0,100,0,100,0,375
NICOLAS JESUS PEREZ CORZO,1,Small_buyer,1,7,2,150,1996,76306,4738,0,100,0,0,100,0,-750
Jaroslav Omelka,8,Small_buyer,3,7,7,108,2012,121458,6454,0,0,100,25,75,0,750
HY NETTOYAGE,1,Small_buyer,1,8,2,140,2008,193564,3600,0,0,100,100,0,0,375
Nichyporenko Artem,4,Small_buyer,2,6,4,123,2009,208919,3034,0,0,100,50,50,0,375
Autoservice Daverveld,10,Small_buyer,4,5,6,79,2013,129257,4566,0,0,100,0,100,0,375
Ruediger Haase GmbH,27,Medium_buyer,6,6,10,135,2015,53890,15299,0,22,77,33,66,0,750
"Sifi-Cars, Inh. Gani Fidan",2,Small_buyer,1,10,7,170,2015,139558,25050,0,50,50,100,0,0,750
SOBARU FLORIN PERSOANĂ FIZICĂ AUTORIZATĂ,4,Small_buyer,2,9,4,152,2008,226845,4782,0,0,100,50,50,0,750
MEGA-AUTO j.d.o.o.,4,Small_buyer,2,7,5,131,2011,183090,5411,0,0,100,100,0,0,750
STORE98 SRLS,1,Small_buyer,1,10,5,200,2020,15918,21577,100,0,0,0,100,0,-750
LELEK TRANS-POL Daniel Wojtaszak,1,Small_buyer,1,10,3,185,2013,210498,6200,0,0,100,100,0,0,-750
MIL CABALLOS DE VAPOR SLU,3,Small_buyer,2,9,4,98,2014,113224,5741,0,0,100,66,33,0,375
"Butt-Kfz Handel, Inh. Munawar Butt",18,Medium_buyer,5,5,5,88,2005,135480,1774,5,0,94,5,88,5,375
CARROZZERIA BERGAMASCA S.N.C. DI LONGHI ANDREA E FABIO E C.,1,Small_buyer,1,10,4,95,2018,60656,13029,0,0,100,100,0,0,1500
"Auto F1 M CHIUSA, SALVATORE",1,Small_buyer,1,10,3,155,2013,76751,5750,0,0,100,0,100,0,750
SUR MESURE AUTOMOBILES,2,Small_buyer,1,10,7,181,2017,54240,25368,100,0,0,50,50,0,1250
Sia Baltic Car Invest,6,Small_buyer,3,7,3,123,2006,275900,1037,0,0,100,100,0,0,375
Ing. Katarína Hudáková,1,Small_buyer,1,6,3,150,2016,125325,8800,0,0,100,100,0,0,375
CMV d.o.o.,6,Small_buyer,3,2,5,93,2012,148255,5585,0,0,100,66,16,16,750
AUTO SALLONI KAÇANIKU SH.P.K.,1,Small_buyer,1,10,3,90,2012,290499,5083,100,0,0,100,0,0,1500
"Nutzfahrzeuge- Sprinter Etc .Cetin Automobile, Inh. Mehmet Cetin",36,Medium_buyer,7,9,10,123,2010,123733,8003,0,5,94,100,0,0,750
Stewé B.V.,1,Small_buyer,1,2,3,63,1999,64732,9794,0,0,100,0,100,0,750
MONDO AUTO S.R.L.,1,Small_buyer,1,4,2,110,2009,123959,3060,0,0,100,0,100,0,750
Mirjam Zakrajšek s.p.,7,Small_buyer,3,4,8,159,2014,168396,11579,100,0,0,100,0,0,750
"Burak Automobile, Inh. Arife Er",1,Small_buyer,1,9,3,150,2004,108386,5070,0,100,0,0,100,0,375
Firma Handlowo Usługowa Skierski Piotr,7,Small_buyer,3,7,6,161,2013,185161,6991,0,42,57,71,28,0,375
"Auto Boelsen, Inh. Michael Boelsen",3,Small_buyer,2,8,3,78,2005,79791,2505,33,66,0,33,66,0,375
SAS DEFI CAR 26,5,Small_buyer,3,5,5,107,2011,103296,4156,0,0,100,0,100,0,375
GEORGANTZIDIS GEORGIOS KONSTANTINOS CARSITE,5,Small_buyer,3,8,5,86,2013,182593,4193,0,0,100,40,60,0,750
"Avtoline RV, prodaja rabljenih vozil, d.o.o.",1,Small_buyer,1,10,5,150,2018,105899,22897,0,0,100,100,0,0,375
SCHAFTENAAR HOLDING BV,43,Medium_buyer,7,4,11,114,2017,33871,16405,11,11,76,0,95,4,750
AUTO 29 ANDRZEJ BIREK,30,Medium_buyer,7,3,7,109,2008,202086,1863,3,0,96,26,73,0,375
"Frank Motors, Inh. Holger Frank",32,Medium_buyer,7,2,10,93,2015,48698,8022,0,6,93,6,93,0,750
Van Leeuwen Auto's,1,Small_buyer,1,8,4,100,2013,53891,12300,0,100,0,0,0,100,750
SALSI MIRCO,1,Small_buyer,1,9,3,105,2011,115895,6799,0,0,100,0,100,0,750
"Euromobile333, Inh. Hassan Ayoub",1,Small_buyer,1,10,5,180,2017,54295,27186,100,0,0,0,100,0,750
Intrigenal s.r.o.,14,Small_buyer,4,4,9,159,2009,184388,8179,14,14,71,57,42,0,750
Autowinkel B.V. Woerden,1,Small_buyer,1,10,7,265,2020,2407,55000,0,100,0,0,0,100,1500
GARAGE MEIRHAEGHE,13,Small_buyer,4,3,9,125,2017,51264,18330,23,46,30,61,38,0,125
Karaván Autó Korlátolt Felelősségű Társaság,2,Small_buyer,1,10,2,68,2005,104412,1834,0,0,100,0,100,0,375
GOLDEN CAR,5,Small_buyer,3,8,5,179,2006,147582,5668,0,20,80,60,40,0,750
Adam Vedej,6,Small_buyer,3,10,4,139,2008,256524,2821,33,16,50,100,0,0,750
SAS GARAGE JEAN PIERRE BROUSSOLLE,1,Small_buyer,1,9,3,170,2010,125281,8740,0,0,100,100,0,0,750
AUTOLIDER - Ltd.,1,Small_buyer,1,10,2,150,2005,191811,3393,0,0,100,0,100,0,750
AMP PIOTR PORZUCEK,5,Small_buyer,3,7,3,144,2009,211897,1728,0,20,80,40,60,0,125
SCORE 16 MOTORS,9,Small_buyer,3,6,7,162,2008,94639,8113,0,11,88,11,88,0,125
IONIQ AUTO KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,Small_buyer,1,4,4,95,2009,165525,6849,0,50,50,0,50,50,750
YP Automotive,2,Small_buyer,1,7,6,316,2014,108198,20329,0,100,0,50,50,0,-1500
Sas BMK AUTOCOLOR,18,Medium_buyer,5,6,9,99,2013,83867,6802,0,11,88,0,94,5,750
Carhalle OÜ,1,Small_buyer,1,10,3,215,2013,171253,9700,0,100,0,100,0,0,-1500
LESS IS GREEN UNIPESSOAL LDA,1,Small_buyer,1,8,6,218,2021,48072,42662,100,0,0,0,0,100,1250
"Lüner Taxi, Inh. Firat Aydin",2,Small_buyer,1,9,2,136,2005,250524,977,0,50,50,0,100,0,375
"Autohaus Rhein-Erft, Inh. Mansur Rasul",27,Medium_buyer,6,2,8,174,2005,181640,3049,3,59,37,25,74,0,125
UAB Karvainas,10,Small_buyer,4,6,6,150,2010,246843,4648,0,40,60,80,20,0,750
Khalil Osseili,1,Small_buyer,1,10,1,70,2007,218494,460,0,0,100,0,100,0,125
MOTPOL MARIUSZ POLKO,5,Small_buyer,3,10,5,147,2011,140119,6001,0,0,100,20,80,0,750
Brauckmann Service GmbH,1,Small_buyer,1,10,3,140,2005,81293,5049,0,100,0,100,0,0,750
AUTO CLEAN PARE-BRISE,1,Small_buyer,1,10,2,120,2010,225710,3390,0,0,100,0,100,0,375
JOSE MARIA NUNES MOREIRA,4,Small_buyer,2,10,5,128,2013,142679,8303,25,25,50,75,25,0,750
DANKOS KD AUTO S.R.L.,1,Small_buyer,1,10,4,185,2014,201577,12648,0,100,0,100,0,0,750
"VS-KFZ-Service, Inh. Serjoscha Ajvazjan",1,Small_buyer,1,10,2,225,2009,223263,2259,0,100,0,100,0,0,-1500
AXN AUTOINVEST S.R.L.,1,Small_buyer,1,9,2,90,2014,228740,4523,0,0,100,100,0,0,125
AUTOGALERIE MOTOR GARAJE SL,2,Small_buyer,1,6,3,112,2007,168879,2988,0,0,100,0,100,0,375
AUTO-MARKET MONIKA ZWIECH,1,Small_buyer,1,7,3,135,2013,181530,8580,0,0,100,100,0,0,375
Pavel Podroužek,1,Small_buyer,1,8,2,140,2007,222735,4720,0,0,100,100,0,0,1250
Diva Automobile GbR,46,Medium_buyer,8,1,11,172,2012,105949,13507,30,54,15,67,32,0,1250
Garage All-Round B.V.,3,Small_buyer,2,9,7,185,2018,47391,23103,0,100,0,0,100,0,750
JULIO NUNES UNIPESSOAL LDA,1,Small_buyer,1,10,6,476,2019,78385,41742,0,100,0,0,0,100,1500
Weper-Automobile INH. A. Bokelmann,2,Small_buyer,1,8,5,182,2008,192733,11781,0,0,100,50,50,0,750
INWO Łukasz Wolak,1,Small_buyer,1,10,5,150,2018,95126,22061,100,0,0,0,100,0,375
"Elite, Inh. Mohamad Hajjali",1,Small_buyer,1,6,3,135,2008,126331,6516,0,100,0,100,0,0,750
Doszi-kocsi car Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,21,Medium_buyer,6,6,6,107,2008,166841,2195,0,0,100,0,100,0,375
Kedvenc Autópark Kft,3,Small_buyer,2,10,4,162,2009,226645,4976,0,0,100,33,66,0,750
BLEST CAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,19,Medium_buyer,5,7,10,101,2017,48346,18433,0,84,15,10,5,84,375
PAPANIKOY MAGDALINI EYSTATHIOS,3,Small_buyer,2,8,5,136,2015,247659,10330,0,33,66,100,0,0,125
NYM AUTOCASION IBERICA SL,4,Small_buyer,2,9,7,248,2015,106998,17404,25,75,0,75,25,0,-1500
"Wojciech Średniawa Firma Handlowo Usługowa ""AUTO-PREMIUM""",2,Small_buyer,1,10,5,147,2016,204340,12531,0,0,100,100,0,0,375
Autohaus LCF GmbH & Co. KG,27,Medium_buyer,6,7,10,134,2015,66026,12985,14,18,66,22,77,0,-375
Hauck Automobile GmbH,94,Top_buyer,9,1,11,105,2008,56745,5600,11,39,48,10,86,3,750
"""RAF-CAR"" RAFAŁ CHUDY",19,Medium_buyer,5,4,5,88,2009,206215,1391,0,0,100,0,100,0,375
VARSÁNYI GERGELY E.V.,8,Small_buyer,3,4,5,77,2009,133146,3449,12,0,87,0,100,0,750
SASU ALL CARS,2,Small_buyer,1,6,2,81,2005,78856,1236,0,0,100,0,100,0,375
"KUPCZAK ZBIGNIEW FIRMA HANDLOWO USŁUGOWA ""SPRINT - CAR""",3,Small_buyer,2,8,2,80,2009,181629,1535,0,0,100,0,100,0,375
Mohamad Walid Awad,2,Small_buyer,1,5,2,106,2002,161222,1238,0,50,50,0,100,0,375
Tomáš Krajc,10,Small_buyer,4,3,5,119,2008,194294,3192,0,0,100,50,50,0,750
GARAGE PAWLOWICZ,2,Small_buyer,1,10,5,200,2011,90921,15439,0,0,100,100,0,0,750
RIJK AUTO'S V.O.F.,50,Top_buyer,8,1,10,129,2010,147900,5756,2,6,92,0,100,0,375
Autohaus Huber GmbH,4,Small_buyer,2,10,8,140,2019,31588,22250,25,0,75,25,75,0,125
TECNOMOTOR S.R.L,3,Small_buyer,2,8,7,133,2020,15548,19033,0,0,100,0,100,0,125
NOWIF 2015 SL,3,Small_buyer,2,9,7,143,2019,25870,18149,66,0,33,0,100,0,750
EURO-SPEKTAR-ISLAM LLCSP Skopje,7,Small_buyer,3,2,6,131,2011,256881,5639,14,28,57,85,14,0,750
MALVEICAR COMERCIO DE AUTOMOVEIS LDA,3,Small_buyer,2,10,5,158,2014,203872,10927,0,33,66,100,0,0,750
"AH-Automobile, Inh. Artak Hakobjan",4,Small_buyer,2,8,8,166,2014,126863,22966,50,50,0,75,25,0,1500
CRISMOTOR COMERCIO DE AUTOMOVEIS LDA,1,Small_buyer,1,1,2,110,2008,144661,3635,0,0,100,100,0,0,750
Lukáš Korpa,2,Small_buyer,1,3,4,220,2010,265662,8489,0,50,50,100,0,0,750
Web car,1,Small_buyer,1,10,4,240,2011,131919,15600,100,0,0,100,0,0,375
Reifen Gerlach GmbH,1,Small_buyer,1,10,2,73,2012,61198,4368,0,0,100,0,100,0,750
BHS AUTO,8,Small_buyer,3,3,4,131,2005,192194,2306,0,25,75,37,62,0,375
Mueller-Dynamic GmbH Lebach,1,Small_buyer,1,10,5,136,2021,9844,30351,100,0,0,0,100,0,375
TITANIC GRUP LOGISTIC TGL SRL,4,Small_buyer,2,6,8,160,2018,151875,23439,50,25,25,75,25,0,750
STAVANJA D.O.O.,5,Small_buyer,3,10,8,150,2017,107647,16705,80,0,20,80,20,0,375
Ihr Traumauto GmbH,3,Small_buyer,2,10,3,153,2005,150263,2174,0,33,66,33,66,0,125
BVBA AUTO'S LUK DE SMEDT,1,Small_buyer,1,10,4,102,2018,46122,15079,100,0,0,0,100,0,1250
SI -AGENT D.O.O.,1,Small_buyer,1,7,4,150,2016,144783,11441,0,0,100,100,0,0,1250
Balantero s.r.o.,6,Small_buyer,3,10,5,125,2010,172691,4828,0,0,100,66,33,0,375
A.E.R.S. COMPANY S.R.L.,1,Small_buyer,1,10,2,110,2012,255051,3749,0,0,100,100,0,0,750
HELDER JOAQUIM LEMOS NEVES,2,Small_buyer,1,9,3,122,2010,124770,4204,50,0,50,0,100,0,375
"Stracke Automobile Kraftfahrzeughandel&Vermittlung, Inh. Kai Stracke",11,Small_buyer,4,3,6,94,2005,70519,3452,27,0,72,0,100,0,750
Tesi-Car Kft.,11,Small_buyer,4,4,7,170,2007,177247,4607,0,18,81,18,81,0,375
GERAARD MOTOR,3,Small_buyer,2,8,5,100,2017,47225,11542,0,0,100,0,100,0,750
RS AUTOMOCION 25 SL,1,Small_buyer,1,9,5,150,2016,23305,23533,100,0,0,100,0,0,1250
Miloš Machala M&M,11,Small_buyer,4,1,8,147,2011,173206,7791,9,18,72,100,0,0,750
SUPERIOR AUTO UNIPESSOAL LDA,3,Small_buyer,2,8,8,210,2017,94125,27957,0,66,33,100,0,0,750
Gps Európa Kft,1,Small_buyer,1,9,3,130,2015,210340,7410,100,0,0,100,0,0,375
MITTELCAR 2 S.R.L.,2,Small_buyer,1,10,3,69,2012,104045,4179,0,0,100,0,100,0,750
Autohandel Lucyna Waszkiewicz,3,Small_buyer,2,5,3,146,2007,262925,2178,0,0,100,33,66,0,375
ALG AUTO LOCATION,1,Small_buyer,1,7,2,185,2007,119113,2753,100,0,0,0,100,0,750
"Grothkopp, Inh. Lars Grothkopp",1,Small_buyer,1,8,4,105,2013,37046,13200,0,0,100,0,100,0,750
Best Cars Kamil Stankiewicz,1,Small_buyer,1,3,2,95,2011,254462,2800,0,0,100,100,0,0,375
JORGE GONÇALVES OLIVEIRA - AUTOMOVEIS UNIPESSOAL LDA,2,Small_buyer,1,8,9,477,2021,8299,50255,0,100,0,0,0,100,-1500
Haitcars,16,Medium_buyer,5,3,5,110,2005,171511,1679,0,18,81,0,100,0,125
"Autohaus Valen GmbH, Inh. Markus Valen AM1",2,Small_buyer,1,9,5,75,2020,7600,12732,0,50,50,0,100,0,1250
"Berber Automobile, Inh. Öner Berber",2,Small_buyer,1,10,5,150,2015,110832,11071,0,100,0,100,0,0,750
"RM Automobile (seit 1961), Inh. Rene Mertzianis",1,Small_buyer,1,10,2,122,2000,215991,2400,0,0,100,100,0,0,750
Autobedrijf Herman Jubbega,18,Medium_buyer,5,3,11,157,2019,30823,29320,0,100,0,0,5,94,1500
Multitrader Auto Kft,1,Small_buyer,1,10,2,90,2009,196145,1078,0,0,100,0,100,0,375
KOURKOUMELAKIS NIKOLAOS GRIGORIOS,1,Small_buyer,1,9,3,95,2015,171058,8150,0,0,100,100,0,0,375
dpcprog,2,Small_buyer,1,9,4,153,2007,129379,5697,0,0,100,0,100,0,750
FUH ENPI TRADE FRACZ PAWEŁ,9,Small_buyer,3,6,4,88,2006,194896,1380,0,0,100,11,88,0,375
Bas World B.V.,1,Small_buyer,1,7,4,101,2018,26544,19000,0,0,100,100,0,0,1500
CARMOVEMENT B.V.,5,Small_buyer,3,1,9,245,2020,24052,39615,0,80,20,0,20,80,1500
"BasCar, Ihn.Mustafa Bas",4,Small_buyer,2,7,5,267,2010,197925,7052,0,100,0,25,75,0,-125
EVA FERER ALCARAZ,2,Small_buyer,1,7,5,242,2010,185792,10446,0,0,100,100,0,0,750
"Transport Międzynarodowy i Krajowy "" RAFKO"" Rafał Kotow",1,Small_buyer,1,10,3,245,2012,228684,6773,100,0,0,100,0,0,375
Samavat Daryoush,9,Small_buyer,3,1,5,129,2006,118716,3763,0,100,0,33,66,0,375
Autohaus Jentzsch GmbH,4,Small_buyer,2,3,6,98,2017,66944,12371,25,0,75,25,75,0,750
AUTO EXPORT 2012 SL,5,Small_buyer,3,3,7,147,2012,48319,14408,40,0,60,0,100,0,1250
INTER AUTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,35,Medium_buyer,7,1,9,110,2013,127754,5970,5,8,85,20,80,0,750
RUTKOWSKI PRZEMYSŁAW,20,Medium_buyer,6,1,5,100,2006,166983,1508,0,0,100,20,80,0,125
"Ben Khelil, Saïf-Eddine",25,Medium_buyer,6,6,5,70,2004,123993,1164,4,4,92,0,100,0,375
"Fahrzughandel Schwanitz, Inh. Felix Schwanitz",1,Small_buyer,1,7,2,105,2010,212245,3104,0,0,100,100,0,0,375
PAINTING AUTO EXCLUSIV SRL,25,Medium_buyer,6,8,8,122,2010,180398,3718,20,4,76,24,76,0,750
ALMEIDA & GAMEIRO LDA,1,Small_buyer,1,8,3,135,2015,206299,8679,0,100,0,100,0,0,125
HALYSHYN BOHDAN,6,Small_buyer,3,3,3,117,2006,210322,1567,0,0,100,0,100,0,375
D&D COMPANY SH.P.K.,2,Small_buyer,1,10,4,107,2012,200354,6862,0,0,100,100,0,0,1250
Auto Center Northeim,1,Small_buyer,1,9,3,163,2011,189614,8048,0,0,100,100,0,0,750
AUTOBEDRIJF DE WILDT V.O.F.,8,Small_buyer,3,8,9,145,2011,87016,12869,0,87,12,0,62,37,750
Safeway Lease GmbH,22,Medium_buyer,6,3,11,220,2017,92183,29251,59,36,4,63,36,0,1250
"Kadir Eryiyit Kfz Handel ""Pfälzer Autohof""",8,Small_buyer,3,5,5,106,2006,113347,2541,0,0,100,0,100,0,750
Radosław Wrzeszcz Auto-Handel,5,Small_buyer,3,2,3,116,2005,243809,1309,0,0,100,40,60,0,375
KATIA MARTIN ALONSO,2,Small_buyer,1,5,2,122,2008,231960,2262,0,0,100,100,0,0,125
RD AUTO'S,6,Small_buyer,3,6,9,239,2017,76568,30642,66,33,0,0,100,0,1500
"Bolcar, Kris Bols",1,Small_buyer,1,10,4,122,2013,51200,13400,100,0,0,0,100,0,375
"Sinicar, Inh. Mihael Nad",5,Small_buyer,3,7,4,121,2003,126683,2092,0,40,60,0,100,0,375
KUP GO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,Small_buyer,3,6,5,139,2010,189261,4742,14,28,57,42,57,0,750
Friedel & Kriegler Kfz GmbH,10,Small_buyer,4,6,9,131,2014,75409,11940,20,0,80,20,80,0,375
"Auto Mobile Landstuhl, Inh. Andreas Seng",4,Small_buyer,2,8,5,98,2011,103881,5308,0,0,100,25,75,0,375
Auto Palace Spořilov,13,Small_buyer,4,9,9,159,2015,128433,16898,46,15,38,61,38,0,1250
DZ AUTOS,3,Small_buyer,2,9,4,230,2005,204670,4930,0,100,0,33,66,0,375
OnlineAutoStore e.U.,2,Small_buyer,1,8,9,134,2020,12717,63037,0,100,0,50,0,50,1250
KOULOURIS MIHAIL ELEYTHERANTONIS,1,Small_buyer,1,8,3,135,2014,219351,6664,0,0,100,100,0,0,1250
AUTOSILVER,29,Medium_buyer,6,5,10,200,2009,99326,11639,3,37,58,41,58,0,1250
PETRY TOP CARS S.R.L.,1,Small_buyer,1,9,2,105,2010,164000,4460,0,0,100,100,0,0,750
AUTO POP-RMN S.R.L.,1,Small_buyer,1,6,4,177,2012,181419,12100,0,100,0,100,0,0,1250
Kanerva Yhtiöt Oy,4,Small_buyer,2,4,9,379,2020,14351,54778,25,75,0,0,0,100,1500
"Autof Flott 24 std, Inh. Tugce Ceylon",1,Small_buyer,1,10,4,218,2011,123389,11903,0,100,0,0,100,0,750
SERV CONTINENTAL SPEED 2000 SRL,4,Small_buyer,2,8,5,105,2012,146781,5144,0,0,100,0,100,0,375
"Top Cars Solingen, Inh. Mohammad Ali Alhassoun",1,Small_buyer,1,8,2,115,2010,176608,4616,0,100,0,0,100,0,1250
"Automobile Erkus, Inh. Ismail Erkus",1,Small_buyer,1,2,4,313,2015,203256,12807,0,100,0,100,0,0,125
DYRDA PIOTR,5,Small_buyer,3,7,4,132,2008,169709,2453,0,0,100,20,80,0,125
Schönfelder GmbH,1,Small_buyer,1,10,4,145,2021,61350,14500,0,0,100,0,100,0,375
HERMES IRENEUSZ MACIEJEWSKI,1,Small_buyer,1,8,3,105,2012,107048,5503,0,0,100,0,100,0,750
