company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
"SC Automobile, Inh. Diana Muchlinin",13,Small_buyer,4,6,9,217,2010,140049,10852,15,30,53,53,46,0,-125
Petr Hruška,1,Small_buyer,1,8,2,258,2000,242991,3510,0,100,0,0,100,0,750
Ing. Jiří Šálený,1,Small_buyer,1,7,3,205,2006,258393,6990,0,100,0,100,0,0,750
SASU BLS AUTO,2,Small_buyer,1,10,4,192,2009,135844,6363,0,50,50,100,0,0,1250
A&D Wagen Grupp OÜ,19,Medium_buyer,5,5,9,163,2010,254139,5840,0,68,31,100,0,0,750
"Nayir Auto, Inh. Mehmet Nayir",7,Small_buyer,3,8,5,102,2011,145973,3776,0,0,100,42,57,0,750
Tuur's garage,2,Small_buyer,1,10,2,59,2009,95538,2198,0,0,100,0,100,0,375
"CHILLI MOTORSPORT, MIODRAG ADAMOVIĆ S.P.",2,Small_buyer,1,6,3,156,2007,284217,2565,0,0,100,100,0,0,750
SRL Belini Motors,4,Small_buyer,2,7,10,307,2019,22560,63137,75,25,0,25,75,0,1500
Karolina Wilk,6,Small_buyer,3,6,3,132,2005,253575,1405,0,16,83,33,66,0,375
"Reset Fahrzeugtechnik, Inh. Roman Eslikizi",1,Small_buyer,1,6,3,205,2011,202508,8800,0,100,0,100,0,0,375
UNIVERS MOTORS,167,Top_buyer,9,1,12,207,2011,94747,15142,10,46,42,32,65,1,750
VÁRDA ENERGY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,10,1,150,2006,210920,377,0,0,100,100,0,0,125
TOP CZECH PARTNERS TECHNOLOGY s.r.o,1,Small_buyer,1,10,3,170,2011,256587,6358,0,0,100,100,0,0,750
KFZ Rosca GmbH,2,Small_buyer,1,9,6,190,2017,74641,23782,50,50,0,100,0,0,375
BARI TRANS 9315 Ltd,9,Small_buyer,3,6,5,185,2006,254212,3044,0,44,55,44,55,0,375
Matej Trost s.p.,6,Small_buyer,3,7,9,210,2014,182090,17062,66,16,16,83,16,0,1250
EUROTRANSPORT D.O.O.,22,Medium_buyer,6,4,7,128,2010,332163,3365,18,13,68,95,4,0,750
Automobile Kroppen GmbH,26,Medium_buyer,6,4,11,125,2020,19592,19949,26,11,61,0,96,3,125
Jan Palásek,22,Medium_buyer,6,3,8,110,2009,200593,4175,4,0,95,45,54,0,750
EURO-STUDIO Janusz Kaszek,1,Small_buyer,1,10,5,150,2018,97207,24600,0,100,0,100,0,0,750
Sebastian Kiełtyka,14,Small_buyer,4,5,8,191,2011,187566,6914,14,28,57,7,92,0,125
AUTO PREFERENCE,1,Small_buyer,1,9,3,75,2016,67510,7700,0,0,100,100,0,0,375
BOD DOO Kozarska Dubica,4,Small_buyer,2,3,4,123,2009,345138,3081,25,0,75,100,0,0,375
SAS AUTOMOBILES SERVICES,3,Small_buyer,2,8,9,272,2017,58609,36660,33,66,0,33,66,0,1500
FHU Luk Motors ROMUALD ŁUKASIK,12,Small_buyer,4,4,6,127,2009,182704,3896,8,0,91,58,41,0,750
Kuzmych NADIYA FEDORIVNA,9,Small_buyer,3,8,5,118,2009,219157,2439,0,11,88,55,44,0,375
Boekel & Bakker Automotive B.V.,1,Small_buyer,1,8,4,95,2019,20520,19165,0,100,0,0,0,100,750
"MS Gebrauchtwagen, Inh. Masud Savucu",17,Medium_buyer,5,2,9,244,2009,194265,9805,17,82,0,88,11,0,750
Lee Cars NV,5,Small_buyer,3,6,7,142,2011,96583,13030,0,0,100,0,100,0,375
"Auto Agentur, Inh. Michael Theilig",28,Medium_buyer,6,6,9,117,2007,120980,6441,0,3,96,92,7,0,750
EURL GD AUTOMOTIVE,2,Small_buyer,1,7,6,247,2011,69726,19723,0,100,0,50,50,0,125
Autobedrijf Ten Oever,3,Small_buyer,2,9,4,102,2011,73666,6228,0,100,0,0,100,0,750
ILZO Autotrade Korlátolt Felelősségű Társaság,3,Small_buyer,2,9,4,105,2011,164958,3936,33,0,66,0,100,0,750
Babylon Express,3,Small_buyer,2,3,7,159,2016,79691,18753,66,0,33,0,100,0,1250
JACK AUTO RULATE S.R.L.,2,Small_buyer,1,10,2,67,2009,204257,1487,0,0,100,0,100,0,375
"Nneji Autohandel, Inh. Chukwudi Nneji",64,Top_buyer,8,2,7,117,1998,193429,1064,0,43,56,0,100,0,375
KFZ-Sachverständigenbüro Falk GmbH i.Gr.,5,Small_buyer,3,3,6,135,2011,152034,9171,20,0,80,80,20,0,750
AUTOMOBILI TIRRITO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2,Small_buyer,1,6,5,150,2014,79614,16306,50,0,50,0,100,0,750
DD Auto's,4,Small_buyer,2,8,5,107,2010,105964,5132,25,0,75,0,100,0,750
GROUPE GUEUDET - AUTO S/ MARITIME - FECAMP & YVETOT - RENAULT,1,Small_buyer,1,7,6,177,2016,14499,42745,0,100,0,100,0,0,1250
"TunCar’s, Inh. Julia Sabrina Tuncar",5,Small_buyer,3,2,6,163,2011,165072,8888,20,60,20,80,20,0,1250
AutoHuis24,2,Small_buyer,1,7,4,145,2006,72608,6099,0,0,100,0,100,0,750
"FS Automobile, Inh. Serdar Sürer",8,Small_buyer,3,9,5,95,2008,143324,3326,12,0,87,25,75,0,750
Autohaus Almtal Gundendorfer GmbH,1,Small_buyer,1,3,4,150,2015,121802,14726,0,0,100,100,0,0,1250
Autohuis Isselt,3,Small_buyer,2,5,5,150,2005,130179,9896,0,66,33,0,100,0,-125
GRANDE-AUTOMOBIL Kft.,4,Small_buyer,2,9,6,155,2013,154236,10422,75,25,0,50,50,0,750
FIRMA HANDLOWO USŁUGOWA BMW AUTO PARTNER TOMASZ PAKOS,3,Small_buyer,2,3,5,337,2006,214357,7066,0,100,0,0,100,0,750
SARL LAURIER AUTOMOBILES,1,Small_buyer,1,10,5,140,2017,28512,21113,0,0,100,0,100,0,1250
Platinium Partners Nikodem Bramowicz Krzysztof Kacprzycki sp. j.,1,Small_buyer,1,10,2,185,2007,158962,2496,0,0,100,0,100,0,-1500
Sasu les sapins verts,3,Small_buyer,2,2,5,264,2010,189936,10621,0,66,33,100,0,0,750
AUTO ALDI SH.P.K.,1,Small_buyer,1,10,2,105,2012,206091,4679,0,0,100,100,0,0,1250
MScar Salajka s.r.o.,16,Medium_buyer,5,7,9,127,2013,129420,9846,12,0,87,37,62,0,750
Autohaus Nieß GmbH,4,Small_buyer,2,9,9,204,2020,11246,37426,50,25,25,25,50,25,1500
PAPANIKOLAOU EVAGGELOS DIMITRIOS,7,Small_buyer,3,7,6,76,2014,101935,5739,0,0,100,0,100,0,750
Auto Pippel BV,7,Small_buyer,3,1,9,125,2017,49729,15933,57,14,28,0,85,14,1250
SAS PLANETE ALFA,12,Small_buyer,4,1,9,208,2012,69123,14776,16,16,66,0,100,0,750
"Firma Handlowo-Usługowa ""Katarzyna"" Katarzyna Wajda",6,Small_buyer,3,7,3,93,2006,159357,1156,0,0,100,0,100,0,375
"Dampfhammer, Inh. Tim Funk",48,Medium_buyer,8,7,12,128,2017,55914,20843,4,70,25,41,6,52,750
ANDRE DE ALMEIDA NEVES FONTES UNIPESSOAL LDA,3,Small_buyer,2,9,7,243,2015,125867,17817,33,66,0,66,33,0,-1500
FRANCE AUTO EXPERT,11,Small_buyer,4,4,9,131,2015,91802,12353,36,18,45,45,54,0,750
Bestelwagens online,4,Small_buyer,2,10,8,128,2018,49728,20050,0,0,100,50,50,0,750
SERGIO BARRON MAGDALENO,2,Small_buyer,1,7,5,201,2010,142600,11087,0,50,50,100,0,0,750
"EA Automobile MG, Inh. Engin Arslanmirze",2,Small_buyer,1,8,4,160,2011,170902,7148,0,50,50,50,50,0,375
CORDIALDRAGON UNIPESSOAL LDA,5,Small_buyer,3,10,5,169,2008,177524,6922,0,40,60,20,80,0,750
VÁRÓCZINÉ ELEKES ARANKA E.V.,1,Small_buyer,1,4,4,110,2014,69246,10035,0,100,0,0,0,100,1250
JOÃO CARLOS SANCHES CANELAS,1,Small_buyer,1,10,3,85,2012,91652,5569,0,0,100,0,100,0,375
ANSSARI Im- und Export GmbH,1,Small_buyer,1,9,2,97,2009,98220,3978,0,100,0,0,100,0,750
BERTOLI LUCA,1,Small_buyer,1,9,5,245,2018,17960,34959,100,0,0,0,100,0,-1500
Infinite clean,12,Small_buyer,4,7,8,114,2010,87202,7819,8,8,83,16,83,0,750
K2M Hungary Kereskedelmi és Szolgáltató Korlátolt Felelősségü Társaság,3,Small_buyer,2,10,3,120,2008,136275,2939,0,0,100,0,100,0,125
Gomez GT s.r.o.,1,Small_buyer,1,10,3,285,2007,161335,5433,0,100,0,100,0,0,750
GÁL LÁSZLÓ E.V.,2,Small_buyer,1,7,2,90,2005,248778,1466,0,0,100,0,100,0,375
CLET Automobile,2,Small_buyer,1,10,3,150,2009,124887,4557,50,0,50,0,100,0,375
Autobedrijf Arnold de Rijk B.V.,4,Small_buyer,2,1,8,138,2019,29221,21751,50,0,50,0,100,0,1250
"Damian Gajda SKUP,SPRZEDAŻ,ZAMIANA ""AUTO-MOBIL""",1,Small_buyer,1,4,1,150,2006,237851,740,0,0,100,100,0,0,125
G. NELISSEN VASTGOED B.V.,6,Small_buyer,3,4,8,129,2016,51854,14492,0,33,66,0,100,0,750
AVTOPLANET D.O.O.,1,Small_buyer,1,10,4,110,2018,57768,11785,0,0,100,100,0,0,375
Kaufmann Automobile Vertriebs- und Handelsgesellschaft mbH,1,Small_buyer,1,7,2,185,2011,229306,4650,0,0,100,100,0,0,1250
AVTO KOLETNIK D.O.O.,1,Small_buyer,1,10,4,177,2017,105317,17500,0,0,100,100,0,0,750
NATURSZER AUTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,Small_buyer,1,10,4,145,2013,197743,7255,0,0,100,50,50,0,750
Vakgarage Boode,1,Small_buyer,1,3,5,136,2021,14886,26428,0,100,0,0,0,100,1500
Andrea Hudáková - AR AUTOFÓLIE,1,Small_buyer,1,10,2,305,2005,185797,4071,0,100,0,0,100,0,375
Autobedrijf Van Oijen,1,Small_buyer,1,10,5,116,2021,989,23350,0,100,0,0,0,100,1250
PETRA OTPREMNIŠTVO d.o.o.,1,Small_buyer,1,10,3,110,2014,139206,6065,0,0,100,100,0,0,1250
Clubsport Motors,1,Small_buyer,1,10,5,265,2016,96262,23781,100,0,0,0,100,0,1500
TORRES VALDECAR SL,4,Small_buyer,2,5,7,153,2013,101268,13262,50,0,50,25,75,0,375
"GRZEGORZ RYBUS FIRMA PRODUKCYJNO USŁUGOWA ""R-TECH""",2,Small_buyer,1,9,2,122,2008,208024,1863,0,0,100,50,50,0,750
MAXIS CAR,6,Small_buyer,3,5,3,128,2005,135431,1281,0,16,83,33,66,0,125
Autohaus Gollhardt GmbH,3,Small_buyer,2,9,7,143,2020,11362,20006,0,33,66,0,33,66,1250
P.H.U. SUPERALFA - ROBERT TOMZA,1,Small_buyer,1,9,2,185,2008,150105,3350,0,0,100,0,100,0,-125
FIND INVEST s.r.o.,4,Small_buyer,2,7,8,185,2015,140938,20866,0,75,25,75,25,0,375
"Stern Auto, Inh. Kodor Siala",3,Small_buyer,2,10,4,187,2005,127431,3540,33,66,0,33,66,0,-1500
Import M s.r.o.,1,Small_buyer,1,6,4,150,2016,155806,18263,100,0,0,100,0,0,1250
S-line Mobiling Jarosław Subocz,1,Small_buyer,1,9,2,177,2006,251921,1220,0,0,100,100,0,0,375
Food for life s.r.o.,6,Small_buyer,3,5,5,137,2010,148518,4809,33,0,66,33,66,0,1250
"Premium Cars, Inh. Angela Gilbraith",1,Small_buyer,1,10,3,110,2012,74584,7530,0,100,0,0,0,100,750
SAS GCV CARS,14,Small_buyer,4,6,9,230,2010,106497,13607,64,28,7,7,92,0,1250
"Semsovic, Denis",24,Medium_buyer,6,1,9,200,2011,182420,9016,12,58,29,91,8,0,125
PLURICAR S.R.L.,10,Small_buyer,4,7,8,84,2013,46965,8464,10,10,80,10,90,0,750
Garage Autokruispunt,17,Medium_buyer,5,8,10,173,2017,53440,23555,41,23,35,41,52,5,1250
LUCAN ASESOR SLU,1,Small_buyer,1,7,2,110,2006,258157,3220,0,0,100,100,0,0,375
Starauto S.R.L.,1,Small_buyer,1,8,4,116,2019,160534,15035,0,0,100,100,0,0,750
AVG AUTO OÜ,3,Small_buyer,2,10,9,188,2018,51393,39955,0,100,0,66,0,33,1500
IRIS TRASHANI,1,Small_buyer,1,10,2,140,2008,284862,2628,100,0,0,100,0,0,375
Ard Import OÜ,1,Small_buyer,1,10,4,170,2016,135110,16639,0,100,0,100,0,0,-750
CÓDIGO CREDÍVEL - UNIPESSOAL LDA,3,Small_buyer,2,9,5,117,2014,125866,7118,0,0,100,33,33,33,750
Perfect Auto s.r.o.,2,Small_buyer,1,9,4,115,2012,114073,9187,0,0,100,50,50,0,750
R.L.C Reubsaet,13,Small_buyer,4,9,7,95,2012,103491,5312,0,0,100,0,100,0,750
LOC Fahrzeuge OHG,21,Medium_buyer,6,4,11,354,2016,59792,38278,14,85,0,19,71,9,1500
RAMIX AUTOMOTIVE S.R.L.,10,Small_buyer,4,4,5,98,2010,169524,3100,10,0,90,10,90,0,750
IONESCUDISTRIB S.R.L.,6,Small_buyer,3,4,4,122,2008,193320,2304,16,33,50,50,50,0,375
FKA Automobielen,3,Small_buyer,2,7,7,145,2016,60674,17307,33,0,66,0,100,0,-125
AUTO REPARADORA IDEAL ALGUEIRAO LDA,2,Small_buyer,1,9,4,90,2012,79979,5561,0,0,100,50,50,0,750
AMdeal s.r.o.,2,Small_buyer,1,10,5,165,2013,105457,14448,50,50,0,50,50,0,750
Michal Kravec KM,1,Small_buyer,1,9,5,190,2019,63563,30100,0,100,0,100,0,0,750
DCMotors,17,Medium_buyer,5,6,9,123,2010,96651,6290,5,17,76,11,88,0,750
SAS GARAGE KELLER,20,Medium_buyer,6,4,10,135,2017,48393,18030,10,40,50,20,55,25,1250
Auto & Vending KFT,3,Small_buyer,2,9,3,140,2006,283257,2001,0,0,100,66,33,0,375
VARINOR-CAR Kft,5,Small_buyer,3,7,4,128,2006,189783,2708,0,0,100,0,100,0,125
"Fuhrpark Ludwigshafen, Inh. Gerd Tempel",9,Small_buyer,3,4,6,80,2009,49645,5267,0,11,88,0,88,11,750
Autohaus BSS GmbH,1,Small_buyer,1,5,2,65,2009,78841,2132,0,0,100,0,100,0,750
Mengelers Toyota Venlo B.V.,4,Small_buyer,2,10,7,93,2017,53194,15422,0,100,0,0,0,100,1250
LOVASSO CLASSICS SL,2,Small_buyer,1,8,3,145,2007,121707,3605,50,0,50,0,100,0,375
Frank Pagalies GmbH,3,Small_buyer,2,8,5,101,2014,53555,10693,0,33,66,0,66,33,750
"Breisgau-Auto, Inh. Stefan Hüglin",3,Small_buyer,2,6,3,117,2005,155059,1720,0,0,100,0,100,0,375
"A.K. Cars, Inh. Ali Kerey",80,Top_buyer,9,2,11,134,2011,103133,7390,37,32,30,45,53,1,375
Autobedrijf de Jager,8,Small_buyer,3,7,6,159,2008,155075,5262,37,25,37,0,100,0,750
"Mahdi Autohandel, Inh. Khalil Mahdi",2,Small_buyer,1,10,2,97,1998,195086,2150,0,0,100,50,50,0,750
ALKUSHEV KOMERS Ltd,15,Medium_buyer,5,6,7,145,2008,201211,3968,0,46,53,6,80,13,375
Václav Juhanyák,2,Small_buyer,1,8,3,122,2006,233336,2757,0,0,100,100,0,0,750
MASTER FLOWER S.R.L.,1,Small_buyer,1,5,3,200,2011,145600,7415,0,0,100,0,100,0,375
Jumbo Garage GmbH,1,Small_buyer,1,7,4,150,1995,200178,11479,0,100,0,0,100,0,750
Dubenko Serhii,19,Medium_buyer,5,4,7,113,2008,197214,2871,5,0,94,15,84,0,375
AUTOMECLIS COMERCIO DE AUTOMOVEIS SA,1,Small_buyer,1,10,3,75,2017,74318,8850,0,0,100,0,100,0,-1500
GUIDOLIN SERVICE CAR SRL,8,Small_buyer,3,6,8,97,2015,64418,9660,0,12,87,37,62,0,750
AQUITAINE NEGOCE AUTO,5,Small_buyer,3,3,7,215,2011,100651,12870,0,20,80,0,100,0,750
GRUP SIGMA DOCTOR GSM SRL,1,Small_buyer,1,3,2,163,2006,202568,3731,0,100,0,0,100,0,375
ÁDÁM ISTVÁN E.V.,1,Small_buyer,1,4,3,180,2009,133740,5665,0,0,100,0,100,0,375
Azatian dero,2,Small_buyer,1,6,2,76,2007,159814,704,0,0,100,0,100,0,125
Ebbigeal s. r. o.,1,Small_buyer,1,10,2,110,2014,273211,4775,0,0,100,100,0,0,750
SARL LA BELLE OCCASION,4,Small_buyer,2,1,5,91,2015,82020,6712,0,0,100,50,50,0,750
EB Automobile GmbH,5,Small_buyer,3,10,9,233,2018,41733,26427,40,40,20,20,80,0,-1500
"JT Automobile, Inh. Jasmin Tokmanovic",3,Small_buyer,2,7,3,129,2002,142348,2340,0,66,33,0,100,0,375
"Automobile Kiraz, Inh. Muhammed Kiraz",74,Top_buyer,9,2,10,124,2010,137716,5926,21,29,48,18,79,1,750
K. & M. EYTHYMIADI O.E,5,Small_buyer,3,7,6,74,2016,42654,7792,0,0,100,0,100,0,750
Autohaus Franz Peuker GmbH,3,Small_buyer,2,7,5,91,2018,44946,10178,0,0,100,0,100,0,1250
GREEN CARS DI STEFANO GALLINARO,1,Small_buyer,1,8,4,147,2016,98779,10700,0,0,100,100,0,0,-1500
Time Cars,19,Medium_buyer,5,1,8,82,2010,131709,4751,0,0,100,0,100,0,750
Garage Godineau,1,Small_buyer,1,8,2,75,1990,118479,1263,0,0,100,0,100,0,125
JOSE GOMES ARAUJO UNIPESSOAL LDA,1,Small_buyer,1,10,4,170,2015,126716,17141,0,100,0,100,0,0,1500
Unituras UAB,10,Small_buyer,4,9,9,148,2018,62404,22396,0,100,0,10,10,80,1500
"Adnan Farhat Autohandel, Inh. Adnan Farhat",10,Small_buyer,4,6,9,169,2014,134665,13976,60,40,0,60,40,0,1500
Auto Aka UG,5,Small_buyer,3,1,2,123,2001,192419,468,0,40,60,0,100,0,125
FRANCK BONNEFIS AUTO,38,Medium_buyer,7,1,12,342,2013,84551,33034,55,28,15,15,84,0,1500
MEX AUTO Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,20,Medium_buyer,6,7,4,109,2004,210828,801,0,10,90,45,55,0,125
Automobile Gamil Kakar,1,Small_buyer,1,10,3,155,2011,130571,8400,0,0,100,0,100,0,1250
AUTOPILOT d.o.o.,2,Small_buyer,1,10,5,145,2015,108126,13350,0,0,100,100,0,0,375
Primary Autó Korlátolt Felelősségű Társaság,4,Small_buyer,2,3,6,64,2014,53015,11145,25,75,0,0,0,100,750
Arm-concept,74,Top_buyer,9,1,10,114,2008,146402,3541,9,8,82,2,95,1,750
Elton Karaj,1,Small_buyer,1,9,1,110,2008,516580,996,0,100,0,100,0,0,375
Rodis Automotive,5,Small_buyer,3,7,5,119,2011,142519,6056,0,0,100,0,100,0,750
Conrady Automobile GmbH & Co. KG,11,Small_buyer,4,7,10,191,2018,36781,32936,45,45,9,45,54,0,-750
"Autodiscount A7, Inh. Abdol Reza Hashempour-Kargar",3,Small_buyer,2,10,2,87,2004,109938,1383,0,0,100,0,100,0,375
"""GJT"" Jarosław Górka",2,Small_buyer,1,7,3,93,2006,174092,2842,0,0,100,50,50,0,750
PROLIFIC WHEEL S.R.L.,1,Small_buyer,1,10,3,185,2012,196035,8279,0,100,0,100,0,0,750
CADIMAR VEHICULOS INDUSTRIALES SL,4,Small_buyer,2,8,9,169,2018,82069,30254,50,25,25,100,0,0,1250
Auto Hoff,7,Small_buyer,3,8,5,144,2008,163670,3949,0,14,85,0,100,0,125
"Kfz-Handel Staudinger, Inh. Elisabeth Staudinger",3,Small_buyer,2,10,5,121,2014,52084,11005,33,0,66,100,0,0,750
Mustafa Celebi & Mahmut Celebi GbR,19,Medium_buyer,5,2,11,159,2017,77967,28418,15,31,52,94,5,0,1500
CIPAUTO SRL,7,Small_buyer,3,9,9,144,2016,176370,14324,42,42,14,100,0,0,750
NV GARAGE JOHAN,20,Medium_buyer,6,3,10,116,2018,24078,14818,5,20,75,5,95,0,750
"Steidle Automobile, Inh. Felix Steidle",11,Small_buyer,4,1,9,114,2012,82327,9948,18,0,81,0,100,0,1250
Martin Kubát,1,Small_buyer,1,8,2,170,2003,79576,1953,0,100,0,0,100,0,375
EXCELENT AUTO BACĂU S.R.L.,1,Small_buyer,1,10,2,115,2011,225591,3800,0,0,100,100,0,0,375
Versteeg Auto's,15,Medium_buyer,5,7,9,148,2016,79297,16037,60,0,40,0,100,0,1250
"Stern Auto, Inh. Ali Sürün",4,Small_buyer,2,10,5,160,2012,160632,8059,25,25,50,25,75,0,750
"Autoshop Remscheid, Inh. Erhan Yolacan",5,Small_buyer,3,1,9,260,2015,87827,27957,20,60,20,60,40,0,1500
AZUR AUTO OCCASION,25,Medium_buyer,6,1,9,156,2009,65217,9780,24,76,0,4,96,0,750
CONSOLI MARZIO,5,Small_buyer,3,9,8,116,2017,91620,17224,20,0,80,60,40,0,125
NV AUTOCENTER HEIN,4,Small_buyer,2,8,7,129,2019,18497,17402,25,0,75,0,100,0,-750
"Alpha Automobile, Inh. Rabir El-Zein",1,Small_buyer,1,8,1,100,2002,448230,429,0,0,100,100,0,0,125
BCL LAURA AUTOSHOP SRL,4,Small_buyer,2,10,3,138,2005,323139,1610,25,0,75,100,0,0,750
"Demanding-Cars, Inh. Muhammed Burak Gönüllü",6,Small_buyer,3,3,4,97,2006,114007,2113,33,50,16,0,100,0,375
SASU LB CARS,11,Small_buyer,4,6,7,99,2011,75907,5560,0,9,90,0,90,9,750
"Savic Import & Export, Inh. Milan Savic",8,Small_buyer,3,8,5,121,2008,270079,3125,25,12,62,100,0,0,375
"KSTR, Inh. Tom Radtke",1,Small_buyer,1,7,5,265,2017,108061,29627,0,100,0,100,0,0,-1500
Wackenhut GmbH & Co. KG in Baden-Baden,3,Small_buyer,2,8,9,172,2018,50297,37261,33,33,33,66,33,0,1250
Showroom of Premium Cars GmbH,33,Medium_buyer,7,3,10,147,2011,46138,10526,6,42,51,12,87,0,750
MB MOTORS PARIS,1,Small_buyer,1,9,4,70,2016,36739,10000,100,0,0,0,100,0,375
"Mittelrhein Automobile, Inh. Halil Ozan Yildirim",16,Medium_buyer,5,8,5,72,2004,118543,1378,0,0,100,0,100,0,375
F. Ebner GmbH,2,Small_buyer,1,10,7,182,2020,26784,29550,50,0,50,50,50,0,375
SternPartner GmbH & Co. KG,6,Small_buyer,3,10,9,224,2018,63838,33749,16,83,0,33,50,16,375
"nutzmobile.de, Inh. Rainer Cermak",1,Small_buyer,1,8,4,115,2019,12079,11535,0,0,100,0,100,0,1250
VERDA NEKED MOST KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,10,Small_buyer,4,8,5,91,2005,109789,3155,0,50,50,10,80,10,750
Stern Automobile GmbH,4,Small_buyer,2,6,7,230,2015,226969,17493,25,75,0,100,0,0,750
T i N MOTO d.o.o.,5,Small_buyer,3,7,7,159,2014,190171,13844,0,40,60,100,0,0,750
DOUĂ - PATRU ROȚI S.R.L.,1,Small_buyer,1,10,3,90,2017,156261,5926,0,0,100,0,100,0,750
"Stefan Gottwald Autohandel, Inh. Stefan Gottwald",5,Small_buyer,3,6,5,136,2008,109192,5239,20,0,80,0,100,0,750
Citroën Autohaus Schneider GmbH,1,Small_buyer,1,10,5,190,2017,99661,28588,0,100,0,100,0,0,750
GROUPE GUEUDET - RENEL - DURY - OPEL,29,Medium_buyer,6,7,10,137,2017,46264,16895,37,3,58,27,72,0,375
AWI GmbH & Co. KG,15,Medium_buyer,5,1,9,150,2013,87387,12518,13,20,66,33,66,0,375
EURL ACT CAR,2,Small_buyer,1,10,4,127,2007,131239,5619,0,50,50,50,50,0,1250
TEAMWORK GROW s.r.o.,1,Small_buyer,1,9,4,185,2013,115151,11040,0,0,100,100,0,0,1250
GROUPE KOALA - ROKAD - ALES - CITROEN,3,Small_buyer,2,10,6,114,2018,26421,14362,33,0,66,0,100,0,1250
MOTOR HOUSE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,13,Small_buyer,4,3,8,76,2013,89141,6737,53,0,46,7,92,0,375
FONSECAR - COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,9,Small_buyer,3,9,6,71,2010,103878,4103,44,0,55,44,55,0,750
MURCIAWOOD PREMIUM SL,3,Small_buyer,2,7,4,113,2012,186287,6160,0,0,100,100,0,0,750
Autohaus Schick GmbH,1,Small_buyer,1,10,4,100,2019,9789,11561,0,0,100,0,100,0,1250
"IMN Leas, s.r.o.",1,Small_buyer,1,10,5,185,2019,35117,23489,100,0,0,0,100,0,-1500
MS-Auto Oy,7,Small_buyer,3,8,9,169,2020,25847,30996,14,85,0,0,0,100,1250
BESSACAR LDA,3,Small_buyer,2,9,5,121,2013,177661,8141,0,0,100,66,33,0,750
VOLANTE SEGURO LDA,6,Small_buyer,3,7,7,91,2015,89860,8810,0,0,100,0,100,0,750
SF TRADE Kft,2,Small_buyer,1,10,2,67,2011,135158,2288,0,0,100,50,50,0,375
HANDEL EN ADVIESBURO NERBENTA B.V.,1,Small_buyer,1,10,4,185,2012,85190,17967,0,0,100,0,100,0,1250
COMPEXIT AUTO RULATE SRL,1,Small_buyer,1,10,4,115,2019,141746,13899,100,0,0,100,0,0,375
CARVALHO & VASSALO - AUTOMOVEIS LDA,3,Small_buyer,2,8,5,126,2014,189716,7651,0,0,100,100,0,0,375
ANA BELEN GONZALEZ GONZALEZ,1,Small_buyer,1,9,2,115,2012,314285,2850,0,0,100,100,0,0,750
"DA Automobile, Inh. Dogus Ayvacioglu",3,Small_buyer,2,9,3,107,1995,360491,1924,0,0,100,33,66,0,125
Linderoth A/S,19,Medium_buyer,5,4,11,277,2019,35488,47045,26,73,0,10,5,84,1500
G.E. S.R.L. SEMPLIFICATA,2,Small_buyer,1,10,4,87,2012,71284,9770,50,0,50,50,50,0,750
"Autocenter City, Inh. Abdul Rahim Mohammadi",19,Medium_buyer,5,7,9,141,2014,106292,12889,10,57,31,68,31,0,750
Martin Myšák,2,Small_buyer,1,9,3,137,2008,328498,3183,0,50,50,100,0,0,125
Konstantin Sabelfeld,1,Small_buyer,1,10,4,262,2015,218525,17600,0,100,0,100,0,0,-1500
AG AUTO,4,Small_buyer,2,9,3,92,2008,139687,1809,0,0,100,0,100,0,125
"Gläser Anhänger, Inh. Enrico Gläser",2,Small_buyer,1,4,2,80,1999,124555,659,0,0,100,0,100,0,375
AUTOJAN s.r.o.,12,Small_buyer,4,7,9,117,2013,163881,9727,0,8,91,41,58,0,1250
Kineko KFT,26,Medium_buyer,6,8,9,120,2012,90788,6894,0,15,84,0,88,11,750
"Tuncer Automobile, Inh. Önder Tuncer",1,Small_buyer,1,10,2,115,2001,139067,1561,0,100,0,0,100,0,375
HACO Automotive,1,Small_buyer,1,10,2,105,2012,156443,3615,0,0,100,0,100,0,125
Dynamic System Car,1,Small_buyer,1,9,5,150,2018,54650,24943,0,0,100,100,0,0,750
"Autohaus Kulla, Inh. Marcel Kulla",6,Small_buyer,3,8,8,107,2018,23186,13641,16,0,83,16,83,0,125
JVR Team Oy,1,Small_buyer,1,10,6,190,2015,129339,37663,0,100,0,100,0,0,1500
"""PAMARO"" PAULINA ROLKA",5,Small_buyer,3,8,4,100,2010,186661,2592,0,0,100,20,80,0,750
Przedsiębiorstwo Produkcyjno Usługowe Kacper Kruszec,2,Small_buyer,1,7,2,115,2003,272230,944,0,50,50,0,100,0,375
SARL AUTO SAM,1,Small_buyer,1,9,4,185,2014,115810,12636,0,0,100,100,0,0,750
