Days,gold_price,oil_price,unemployement_rate,gross_domestic_product,consumer_price_index,benfica_stock,benfica_prob_winning,benfica_trend,benfica_league,benfica_home,benfica_spectators,benfinca_ranking,benfica_points,benfica_money_payed,benfica_money_received,porto_stock,porto_prob_winning,porto_trend,porto_league,porto_home,porto_spectators,porto_ranking,porto_points,porto_money_payed,porto_money_received,sporting_stock,sporting_prob_winning,sporting_trend,sporting_league,sporting_home,sporting_spectators,sporting_ranking,sporting_points,sporting_money_payed,sporting_money_received,braga_stock,braga_prob_winning,braga_trend,braga_league,braga_home,braga_spectators,braga_ranking,braga_points,braga_money_payed,braga_money_received
21/09/2015,1133.100,46.680,12.700,1.500,0.880,0.880,,31.00,,,,,,,,0.880,38.000,,,,,,,,,0.880,18.000,0.730,1,1,30057,,3,,,0.880,12.000,0.537,1,1.0,8991,,3,,
20/09/2015,,,12.700,1.500,0.880,,0.24,31.00,1,0,49289,,0,,,,38.000,0.475,1,1,49289,,3,,,,18.000,,,,,,,,,,12.000,,,,,,,,
19/09/2015,,,12.700,1.500,0.880,,,31.00,,,,,,,,,38.000,,,,,,,,,,18.000,,,,,,,,,,12.000,,,,,,,,
18/09/2015,1138.100,44.680,12.700,1.500,0.880,0.880,,31.00,,,,,,,,0.880,38.000,,,,,,,,,0.880,18.000,,,,,,,,,0.880,12.000,,,,,,,,
17/09/2015,1117.300,46.900,12.700,1.500,0.880,0.893,,31.00,,,,,,,,0.893,38.000,,,,,,,,,0.893,18.000,0.586,0,1,25400,,0,,,0.893,12.000,0.356,0,0.0,8132,,3,,
16/09/2015,1119.200,47.150,12.700,1.500,0.880,0.899,,31.00,,,,,,,,0.899,38.000,0.536,0,0,52369,,1,,,0.899,18.000,,,,,,,,,0.899,12.000,,,,,,,,
15/09/2015,1102.800,44.590,12.700,1.500,0.880,0.899,0.80,31.00,0,1,32799,,3,,,0.899,38.000,,,,,,,,,0.899,18.000,,,,,,,,,0.899,12.000,,,,,,,,
14/09/2015,1107.700,44.000,12.700,1.500,0.880,0.823,,31.00,,,,,,,,0.823,38.000,,,,,,,,,0.823,18.000,,,,,,,,,0.823,12.000,,,,,,,,
13/09/2015,,,12.700,1.500,0.880,,,31.00,,,,,,,,,38.000,,,,,,,,,,18.000,0.631,1,0,6685,,3,,,,12.000,,,,,,,,
12/09/2015,,,12.700,1.500,0.880,,,31.00,,,,,,,,,38.000,0.698,1,0,3355,,3,,,,18.000,,,,,,,,,,12.000,0.366,1,0.0,1468,,0,,
11/09/2015,1103.500,44.630,12.700,1.500,0.880,0.841,0.76,31.00,1,1,42454,,3,,,0.841,38.000,,,,,,,,,0.841,18.000,,,,,,,,,0.841,12.000,,,,,,,,
10/09/2015,1109.500,45.920,12.700,1.500,0.880,0.830,,31.00,,,,,,,,0.830,38.000,,,,,,,,,0.830,18.000,,,,,,,,,0.830,12.000,,,,,,,,
09/09/2015,1102.200,44.150,12.700,1.500,0.880,0.829,,31.00,,,,,,,,0.829,38.000,,,,,,,,,0.829,18.000,,,,,,,,,0.829,12.000,,,,,,,,
08/09/2015,1120.400,45.940,12.700,1.500,0.880,0.822,,31.00,,,,,,,,0.822,38.000,,,,,,,,,0.822,18.000,,,,,,,,,0.822,12.000,,,,,,,,
07/09/2015,1120.400,45.940,12.700,1.500,0.880,0.811,,31.00,,,,,,,,0.811,38.000,,,,,,,,,0.811,18.000,,,,,,,,,0.811,12.000,,,,,,,,
06/09/2015,,,12.700,1.500,0.880,,,31.00,,,,,,,,,38.000,,,,,,,,,,18.000,,,,,,,,,,12.000,,,,,,,,
05/09/2015,,,12.700,1.500,0.880,,,31.00,,,,,,,,,38.000,,,,,,,,,,18.000,,,,,,,,,,12.000,,,,,,,,
04/09/2015,1120.600,46.050,12.700,1.500,0.880,0.811,,31.00,,,,,,,,0.811,38.000,,,,,,,,,0.811,18.000,,,,,,,,,0.811,12.000,,,,,,,,
03/09/2015,1123.700,46.750,12.700,1.500,0.880,0.810,,31.00,,,,,,,,0.810,38.000,,,,,,,,,0.810,18.000,,,,,,,,,0.810,12.000,,,,,,,,
02/09/2015,1132.500,46.250,12.700,1.500,0.880,0.810,,31.00,,,,,,,,0.810,38.000,,,,,,,,,0.810,18.000,,,,,,,,,0.810,12.000,,,,,,,,
01/09/2015,1138.700,45.410,12.700,1.500,0.880,0.810,,31.00,,,,,,,,0.810,38.000,,,,,,,,,0.810,18.000,,,,,,,,,0.810,12.000,,,,,,,,
31/08/2015,1131.600,49.200,12.400,1.900,0.660,0.840,,34.00,,,,,,,,0.840,30.000,,,,,,,"€10,500,000","€1,500,000",0.840,30.000,,,,,,,,€0,0.840,11.000,,,,,,,€0,
30/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,,,,,,,,,,30.000,0.655,1,0,12903,,3,,"€5,700,000",,11.000,0.612,1,1.0,11082,,3,,
29/08/2015,,,12.400,1.900,0.660,,0.79,34.00,1,1,43417,,3,,,,30.000,0.800,1,1,44609,,3,,,,30.000,,,,,,,,,,11.000,,,,,,,,
28/08/2015,1133.100,45.220,12.400,1.900,0.660,0.840,,34.00,,,,,,,,0.840,30.000,,,,,,,,,0.840,30.000,,,,,,,,,0.840,11.000,,,,,,,"€200,000",
27/08/2015,1122.400,42.560,12.400,1.900,0.660,0.903,,34.00,,,,,,,,0.903,30.000,,,,,,,,,0.903,30.000,,,,,,,,,0.903,11.000,,,,,,,,"€9,500,000"
26/08/2015,1124.600,38.600,12.400,1.900,0.660,0.801,,34.00,,,,,,,,0.801,30.000,,,,,,,,,0.801,30.000,0.263,0,0,17259,,0,,,0.801,11.000,,,,,,,"€700,000",
25/08/2015,1138.200,39.310,12.400,1.900,0.660,0.791,,34.00,,,,,,,,0.791,30.000,,,,,,,,,0.791,30.000,,,,,,,,,0.791,11.000,,,,,,,,
24/08/2015,1153.400,38.240,12.400,1.900,0.660,0.800,,34.00,,,,,,,,0.800,30.000,,,,,,,,,0.800,30.000,,,,,,,,,0.800,11.000,,,,,,,,
23/08/2015,,,12.400,1.900,0.660,,0.70,34.00,1,0,23450,,0,,,,30.000,,,,,,,,,,30.000,,,,,,,,,,11.000,,,,,,,,
22/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,0.670,1,0,7200,,1,,,,30.000,0.708,1,1,40639,,1,,,,11.000,,,,,,,,
21/08/2015,1159.600,40.450,12.400,1.900,0.660,0.860,,34.00,,,,,,,,0.860,30.000,,,,,,,,,0.860,30.000,,,,,,,,,0.860,11.000,0.403,1,0.0,3825,,0,,
20/08/2015,1153.000,41.140,12.400,1.900,0.660,0.830,,34.00,,,,,,,,0.830,30.000,,,,,,,,"€28,000,000",0.830,30.000,,,,,,,,,0.830,11.000,,,,,,,,
19/08/2015,1128.100,40.800,12.400,1.900,0.660,0.840,,34.00,,,,,,,,0.840,30.000,,,,,,,,,0.840,30.000,,,,,,,,,0.840,11.000,,,,,,,,
18/08/2015,1117.100,42.620,12.400,1.900,0.660,0.855,,34.00,,,,,,,,0.855,30.000,,,,,,,,,0.855,30.000,0.498,0,1,41826,,3,,"€1,300,000",0.855,11.000,,,,,,,,
17/08/2015,1118.600,41.870,12.400,1.900,0.660,0.877,,34.00,,,,,,,,0.877,30.000,,,,,,,,,0.877,30.000,,,,,,,,,0.877,11.000,,,,,,,,
16/08/2015,,,12.400,1.900,0.660,,0.71,34.00,1,1,53285,,3,,,,30.000,,,,,,,,,,30.000,,,,,,,,€0,,11.000,0.551,1,1.0,12880,,3,,
15/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,0.786,1,1,48509,,3,,,,30.000,,,,,,,,,,11.000,,,,,,,,
14/08/2015,1112.900,42.500,12.400,1.900,0.660,0.850,,34.00,,,,,,,,0.850,30.000,,,,,,,,,0.850,30.000,0.726,1,0,22003,,3,,,0.850,11.000,,,,,,,,
13/08/2015,1115.700,42.230,12.400,1.900,0.660,0.901,,34.00,,,,,,"€22,000,000",,0.901,30.000,,,,,,,,€0,0.901,30.000,,,,,,,,,0.901,11.000,,,,,,,,
12/08/2015,1123.200,43.300,12.400,1.900,0.660,0.910,,34.00,,,,,,,,0.910,30.000,,,,,,,,,0.910,30.000,,,,,,,,,0.910,11.000,,,,,,,,
11/08/2015,1107.600,43.080,12.400,1.900,0.660,0.901,,34.00,,,,,,,,0.901,30.000,,,,,,,,,0.901,30.000,,,,,,,,,0.901,11.000,,,,,,,,
10/08/2015,1104.200,44.960,12.400,1.900,0.660,0.901,,34.00,,,,,,,,0.901,30.000,,,,,,,,,0.901,30.000,,,,,,,,,0.901,11.000,,,,,,,,
09/08/2015,,,12.400,1.900,0.660,,0.33,34.00,1,1,28717,,0,,,,30.000,,,,,,,,,,30.000,0.372,1,0,28717,,3,,,,11.000,,,,,,,,
08/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,,,,,,,,,,30.000,,,,,,,,,,11.000,,,,,,,,
07/08/2015,1094.100,43.870,12.400,1.900,0.660,0.901,,34.00,,,,,,,,0.901,30.000,,,,,,,,,0.901,30.000,,,,,,,,,0.901,11.000,,,,,,,"€750,000",
06/08/2015,1090.200,44.660,12.400,1.900,0.660,0.925,,34.00,,,,,,,,0.925,30.000,,,,,,,,,0.925,30.000,,,,,,,,,0.925,11.000,,,,,,,,
05/08/2015,1085.700,45.150,12.400,1.900,0.660,0.920,,34.00,,,,,,,,0.920,30.000,,,,,,,,,0.920,30.000,,,,,,,,,0.920,11.000,,,,,,,,
04/08/2015,1090.700,45.740,12.400,1.900,0.660,0.930,,34.00,,,,,,,,0.930,30.000,,,,,,,,,0.930,30.000,,,,,,,,,0.930,11.000,,,,,,,,
03/08/2015,1089.400,45.170,12.400,1.900,0.660,0.931,,34.00,,,,,,,,0.931,30.000,,,,,,,,,0.931,30.000,,,,,,,,,0.931,11.000,,,,,,,,
02/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,,,,,,,,,,30.000,,,,,,,,,,11.000,,,,,,,,
01/08/2015,,,12.400,1.900,0.660,,,34.00,,,,,,,,,30.000,,,,,,,,,,30.000,,,,,,,,,,11.000,,,,,,,,
31/07/2015,1094.900,47.120,12.400,1.900,0.770,0.936,,20.00,,,,,,,,0.936,26.000,,,,,,,,,0.936,14.000,,,,,,,,,0.936,8.000,,,,,,,,
30/07/2015,1088.400,48.520,12.400,1.900,0.770,0.936,,20.00,,,,,,,,0.936,26.000,,,,,,,,,0.936,14.000,,,,,,,,,0.936,8.000,,,,,,,,
29/07/2015,1092.700,48.790,12.400,1.900,0.770,0.934,,20.00,,,,,,,,0.934,26.000,,,,,,,,,0.934,14.000,,,,,,,,,0.934,8.000,,,,,,,,
28/07/2015,1096.300,47.980,12.400,1.900,0.770,0.935,,20.00,,,,,,,,0.935,26.000,,,,,,,,,0.935,14.000,,,,,,,,"€2,000,000",0.935,8.000,,,,,,,,
27/07/2015,1096.500,47.390,12.400,1.900,0.770,0.950,,20.00,,,,,,,,0.950,26.000,,,,,,,,,0.950,14.000,,,,,,,,,0.950,8.000,,,,,,,,
26/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
25/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
24/07/2015,1085.600,48.140,12.400,1.900,0.770,0.955,,20.00,,,,,,,"7,000,000",0.955,26.000,,,,,,,,,0.955,14.000,,,,,,,,,0.955,8.000,,,,,,,,
23/07/2015,1094.000,48.450,12.400,1.900,0.770,0.935,,20.00,,,,,,,"6,500,000",0.935,26.000,,,,,,,,,0.935,14.000,,,,,,,,,0.935,8.000,,,,,,,,
22/07/2015,1091.400,49.190,12.400,1.900,0.770,0.949,,20.00,,,,,,,,0.949,26.000,,,,,,,,"€1,200,000",0.949,14.000,,,,,,,,,0.949,8.000,,,,,,,,€0
21/07/2015,1103.400,50.360,12.400,1.900,0.770,0.951,,20.00,,,,,,,,0.951,26.000,,,,,,,,,0.951,14.000,,,,,,,,,0.951,8.000,,,,,,,,
20/07/2015,1106.700,50.150,12.400,1.900,0.770,0.955,,20.00,,,,,,,,0.955,26.000,,,,,,,,,0.955,14.000,,,,,,,,,0.955,8.000,,,,,,,,
19/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
18/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,€0,,,8.000,,,,,,,,
17/07/2015,1131.800,50.890,12.400,1.900,0.770,0.949,,20.00,,,,,,,,0.949,26.000,,,,,,,,,0.949,14.000,,,,,,,"€3,400,000",,0.949,8.000,,,,,,,,
16/07/2015,1143.800,50.910,12.400,1.900,0.770,0.971,,20.00,,,,,,,,0.971,26.000,,,,,,,,"€1,500,000",0.971,14.000,,,,,,,"€3,000,000",,0.971,8.000,,,,,,,,
15/07/2015,1147.200,51.410,12.400,1.900,0.770,0.940,,20.00,,,,,,,0,0.940,26.000,,,,,,,€0,"€35,000,000",0.940,14.000,,,,,,,,,0.940,8.000,,,,,,,,
14/07/2015,1153.300,53.040,12.400,1.900,0.770,0.935,,20.00,,,,,,,,0.935,26.000,,,,,,,,,0.935,14.000,,,,,,,,,0.935,8.000,,,,,,,,
13/07/2015,1155.200,52.200,12.400,1.900,0.770,0.950,,20.00,,,,,,,,0.950,26.000,,,,,,,,"€4,300,000",0.950,14.000,,,,,,,€0,,0.950,8.000,,,,,,,,
12/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
11/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
10/07/2015,1157.700,52.740,12.400,1.900,0.770,0.956,,20.00,,,,,,,,0.956,26.000,,,,,,,,,0.956,14.000,,,,,,,,,0.956,8.000,,,,,,,,
09/07/2015,1159.000,52.780,12.400,1.900,0.770,0.915,,20.00,,,,,,,,0.915,26.000,,,,,,,,,0.915,14.000,,,,,,,,,0.915,8.000,,,,,,,,
08/07/2015,1163.300,51.650,12.400,1.900,0.770,0.882,,20.00,,,,,,,,0.882,26.000,,,,,,,,,0.882,14.000,,,,,,,,,0.882,8.000,,,,,,,"€750,000",
07/07/2015,1152.400,52.330,12.400,1.900,0.770,0.881,,20.00,,,,,,,,0.881,26.000,,,,,,,,,0.881,14.000,,,,,,,,,0.881,8.000,,,,,,,,"€6,500,000"
06/07/2015,1172.900,52.530,12.400,1.900,0.770,0.899,,20.00,,,,,,,,0.899,26.000,,,,,,,,,0.899,14.000,,,,,,,,,0.899,8.000,,,,,,,,
05/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
04/07/2015,,,12.400,1.900,0.770,,,20.00,,,,,,,,,26.000,,,,,,,,,,14.000,,,,,,,,,,8.000,,,,,,,,
03/07/2015,1163.000,56.930,12.400,1.900,0.770,0.902,,20.00,,,,,,,,0.902,26.000,,,,,,,,,0.902,14.000,,,,,,,,,0.902,8.000,,,,,,,,
02/07/2015,1163.000,56.930,12.400,1.900,0.770,0.902,,20.00,,,,,,,,0.902,26.000,,,,,,,,,0.902,14.000,,,,,,,,,0.902,8.000,,,,,,,,
01/07/2015,1169.000,56.960,12.400,1.900,0.770,0.901,,20.00,,,,,,,,0.901,26.000,,,,,,,,,0.901,14.000,,,,,,,,,0.901,8.000,,,,,,,,
30/06/2015,1171.500,59.470,12.400,1.900,0.800,0.911,,19.00,,,,,,,,0.911,15.000,,,,,,,,,0.911,17.000,,,,,,,,,0.911,8.000,,,,,,,,
29/06/2015,1178.500,58.330,12.400,1.900,0.800,0.910,,19.00,,,,,,,,0.910,15.000,,,,,,,,,0.910,17.000,,,,,,,,,0.910,8.000,,,,,,,,
28/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
27/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
26/06/2015,1172.900,59.630,12.400,1.900,0.800,0.950,,19.00,,,,,,,,0.950,15.000,,,,,,,,,0.950,17.000,,,,,,,,,0.950,8.000,,,,,,,,
25/06/2015,1171.500,59.700,12.400,1.900,0.800,0.959,,19.00,,,,,,,,0.959,15.000,,,,,,,,,0.959,17.000,,,,,,,,,0.959,8.000,,,,,,,,
24/06/2015,1172.600,60.270,12.400,1.900,0.800,0.990,,19.00,,,,,,,,0.990,15.000,,,,,,,,,0.990,17.000,,,,,,,,,0.990,8.000,,,,,,,,
23/06/2015,1176.200,61.010,12.400,1.900,0.800,1.000,,19.00,,,,,,,,1.000,15.000,,,,,,,,,1.000,17.000,,,,,,,,,1.000,8.000,,,,,,,,
22/06/2015,1183.700,59.680,12.400,1.900,0.800,0.972,,19.00,,,,,,,,0.972,15.000,,,,,,,,,0.972,17.000,,,,,,,,,0.972,8.000,,,,,,,,
21/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
20/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
19/06/2015,1201.500,59.610,12.400,1.900,0.800,1.000,,19.00,,,,,,,,1.000,15.000,,,,,,,,,1.000,17.000,,,,,,,,,1.000,8.000,,,,,,,,
18/06/2015,1201.500,60.450,12.400,1.900,0.800,1.000,,19.00,,,,,,,,1.000,15.000,,,,,,,,,1.000,17.000,,,,,,,,,1.000,8.000,,,,,,,,
17/06/2015,1176.400,59.920,12.400,1.900,0.800,1.000,,19.00,,,,,,,,1.000,15.000,,,,,,,,,1.000,17.000,,,,,,,,,1.000,8.000,,,,,,,,
16/06/2015,1180.500,59.970,12.400,1.900,0.800,0.999,,19.00,,,,,,,,0.999,15.000,,,,,,,,,0.999,17.000,,,,,,,,,0.999,8.000,,,,,,,,
15/06/2015,1185.300,59.520,12.400,1.900,0.800,1.033,,19.00,,,,,,,,1.033,15.000,,,,,,,,,1.033,17.000,,,,,,,,,1.033,8.000,,,,,,,,
14/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
13/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
12/06/2015,1178.800,59.960,12.400,1.900,0.800,1.080,,19.00,,,,,,,,1.080,15.000,,,,,,,,,1.080,17.000,,,,,,,,,1.080,8.000,,,,,,,,
11/06/2015,1179.900,60.770,12.400,1.900,0.800,1.080,,19.00,,,,,,,,1.080,15.000,,,,,,,,,1.080,17.000,,,,,,,,,1.080,8.000,,,,,,,,
10/06/2015,1186.100,61.430,12.400,1.900,0.800,1.036,,19.00,,,,,,,,1.036,15.000,,,,,,,,,1.036,17.000,,,,,,,,,1.036,8.000,,,,,,,,
09/06/2015,1177.300,60.140,12.400,1.900,0.800,1.040,,19.00,,,,,,,,1.040,15.000,,,,,,,,,1.040,17.000,,,,,,,,,1.040,8.000,,,,,,,,
08/06/2015,1173.200,58.140,12.400,1.900,0.800,1.003,,19.00,,,,,,,,1.003,15.000,,,,,,,,,1.003,17.000,,,,,,,,,1.003,8.000,,,,,,,,
07/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
06/06/2015,,,12.400,1.900,0.800,,,19.00,,,,,,,,,15.000,,,,,,,,,,17.000,,,,,,,,,,8.000,,,,,,,,
05/06/2015,1167.800,59.130,12.400,1.900,0.800,1.086,,19.00,,,,,,,,1.086,15.000,,,,,,,,,1.086,17.000,,,,,,,,,1.086,8.000,,,,,,,,
04/06/2015,1174.900,58.000,12.400,1.900,0.800,1.086,,19.00,,,,,,,,1.086,15.000,,,,,,,,,1.086,17.000,,,,,,,,,1.086,8.000,,,,,,,,
03/06/2015,1184.700,59.640,12.400,1.900,0.800,1.150,,19.00,,,,,,,,1.150,15.000,,,,,,,,,1.150,17.000,,,,,,,,,1.150,8.000,,,,,,,,
02/06/2015,1194.100,61.260,12.400,1.900,0.800,1.187,,19.00,,,,,,,,1.187,15.000,,,,,,,,,1.187,17.000,,,,,,,,,1.187,8.000,,,,,,,,
01/06/2015,1188.300,60.200,12.400,1.900,0.800,1.244,,19.00,,,,,,,,1.244,15.000,,,,,,,,,1.244,17.000,,,,,,,,,1.244,8.000,,,,,,,,
31/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,,,,,,,,,,11.000,0.513,1,1,35890,,3,,,,19.000,0.220,1,0.0,35890,,0,,
30/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,,,,,,,,,,11.000,,,,,,,,,,19.000,,,,,,,,
29/05/2015,1189.400,60.300,12.400,1.900,0.950,1.185,0.08,33.00,1,0,28517,,3,,,1.185,23.000,,,,,,,,,1.185,11.000,,,,,,,,,1.185,19.000,,,,,,,,
28/05/2015,1188.100,57.680,12.400,1.900,0.950,1.270,,33.00,,,,,,,,1.270,23.000,,,,,,,,,1.270,11.000,,,,,,,,,1.270,19.000,,,,,,,,
27/05/2015,1185.900,57.510,12.400,1.900,0.950,1.260,,33.00,,,,,,,,1.260,23.000,,,,,,,,,1.260,11.000,,,,,,,,,1.260,19.000,,,,,,,,
26/05/2015,1187.200,58.030,12.400,1.900,0.950,1.260,,33.00,,,,,,,,1.260,23.000,,,,,,,,,1.260,11.000,,,,,,,,,1.260,19.000,,,,,,,,
25/05/2015,1187.200,58.030,12.400,1.900,0.950,1.291,,33.00,,,,,,,,1.291,23.000,,,,,,,,,1.291,11.000,,,,,,,,,1.291,19.000,,,,,,,,
24/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,,,,,,,,,,11.000,,,,,,,,,,19.000,,,,,,,,
23/05/2015,,,12.400,1.900,0.950,,0.80,33.00,1,1,60532,,3,,,,23.000,,,,,,,,,,11.000,0.577,1,0,3747,,3,,,,19.000,0.673,1,1.0,8795,,3,,
22/05/2015,1204.300,59.720,12.400,1.900,0.950,1.300,,33.00,,,,,,,,1.300,23.000,0.877,1,1,16009,,3,,,1.300,11.000,,,,,,,,,1.300,19.000,,,,,,,,
21/05/2015,1204.400,60.720,12.400,1.900,0.950,1.300,,33.00,,,,,,,,1.300,23.000,,,,,,,,,1.300,11.000,,,,,,,,,1.300,19.000,,,,,,,,
20/05/2015,1208.900,58.980,12.400,1.900,0.950,1.296,,33.00,,,,,,,,1.296,23.000,,,,,,,,,1.296,11.000,,,,,,,,,1.296,19.000,,,,,,,,
19/05/2015,1206.900,57.260,12.400,1.900,0.950,1.300,,33.00,,,,,,,,1.300,23.000,,,,,,,,,1.300,11.000,,,,,,,,,1.300,19.000,,,,,,,,
18/05/2015,1227.800,59.430,12.400,1.900,0.950,1.400,,33.00,,,,,,,,1.400,23.000,,,,,,,,,1.400,11.000,,,,,,,,,1.400,19.000,,,,,,,,
17/05/2015,,,12.400,1.900,0.950,,0.74,33.00,1,0,28875,,1,,,,23.000,0.766,1,0,6492,,1,,,,11.000,0.536,1,1,36912,,3,,,,19.000,0.203,1,0.0,36912,,0,,
16/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,,,,,,,,,,11.000,,,,,,,,,,19.000,,,,,,,,
15/05/2015,1225.500,59.690,12.400,1.900,0.950,1.580,,33.00,,,,,,,,1.580,23.000,,,,,,,,,1.580,11.000,,,,,,,,,1.580,19.000,,,,,,,,
14/05/2015,1225.400,59.880,12.400,1.900,0.950,1.570,,33.00,,,,,,,,1.570,23.000,,,,,,,,,1.570,11.000,,,,,,,,,1.570,19.000,,,,,,,,
13/05/2015,1218.400,60.500,12.400,1.900,0.950,1.491,,33.00,,,,,,,,1.491,23.000,,,,,,,,,1.491,11.000,,,,,,,,,1.491,19.000,,,,,,,,
12/05/2015,1192.600,60.750,12.400,1.900,0.950,1.491,,33.00,,,,,,,,1.491,23.000,,,,,,,,,1.491,11.000,,,,,,,,,1.491,19.000,,,,,,,,
11/05/2015,1183.200,59.250,12.400,1.900,0.950,1.420,,33.00,,,,,,,,1.420,23.000,,,,,,,,,1.420,11.000,,,,,,,,,1.420,19.000,,,,,,,,
10/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,0.870,1,1,25109,,3,,,,11.000,0.551,1,0,4102,,1,,,,19.000,,,,,,,,
09/05/2015,,,12.400,1.900,0.950,,0.87,33.00,1,1,57540,,3,,,,23.000,,,,,,,,,,11.000,,,,,,,,,,19.000,0.638,1,1.0,9457,,0,,
08/05/2015,1189.100,59.390,12.400,1.900,0.950,1.390,,33.00,,,,,,,,1.390,23.000,,,,,,,€0,,1.390,11.000,,,,,,,€0,,1.390,19.000,,,,,,,,
07/05/2015,1182.400,58.940,12.400,1.900,0.950,1.250,,33.00,,,,,,,,1.250,23.000,,,,,,,,,1.250,11.000,,,,,,,,,1.250,19.000,,,,,,,,
06/05/2015,1190.300,60.930,12.400,1.900,0.950,1.201,,33.00,,,,,,,,1.201,23.000,,,,,,,,,1.201,11.000,,,,,,,,,1.201,19.000,,,,,,,,
05/05/2015,1193.200,60.400,12.400,1.900,0.950,1.300,,33.00,,,,,,,,1.300,23.000,,,,,,,,,1.300,11.000,,,,,,,,,1.300,19.000,,,,,,,,
04/05/2015,1186.800,58.930,12.400,1.900,0.950,1.370,,33.00,,,,,,,,1.370,23.000,,,,,,,,,1.370,11.000,,,,,,,,,1.370,19.000,0.429,1,0.0,1854,,1,,
03/05/2015,,,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,0.783,1,0,4782,,3,,,,11.000,,,,,,,,,,19.000,,,,,,,,
02/05/2015,,,12.400,1.900,0.950,,0.78,33.00,1,0,8532,,3,,,,23.000,,,,,,,,,,11.000,0.715,1,1,31169,,3,,,,19.000,,,,,,,,
01/05/2015,1174.500,59.150,12.400,1.900,0.950,,,33.00,,,,,,,,,23.000,,,,,,,,,,11.000,,,,,,,,,,19.000,,,,,,,,
30/04/2015,1182.400,59.630,12.400,1.900,0.400,1.440,,30.00,,,,,,,,1.440,45.000,,,,,,,,,1.440,11.000,,,,,,,,,1.440,10.000,0.481,1,0.0,5000,,1,,
29/04/2015,1209.800,58.580,12.400,1.900,0.400,1.431,,30.00,,,,,,,,1.431,45.000,,,,,,,,,1.431,11.000,,,,,,,,,1.431,10.000,,,,,,,,
28/04/2015,1214.000,57.060,12.400,1.900,0.400,1.430,,30.00,,,,,,,,1.430,45.000,,,,,,,,,1.430,11.000,,,,,,,,,1.430,10.000,,,,,,,,
27/04/2015,1203.300,56.990,12.400,1.900,0.400,1.467,,30.00,,,,,,,,1.467,45.000,,,,,,,,,1.467,11.000,0.601,1,0,2552,,3,,,1.467,10.000,,,,,,,,
26/04/2015,,,12.400,1.900,0.400,,0.39,30.00,1,1,63534,,1,,,,45.000,0.316,1,0,63534,,1,,,,11.000,,,,,,,,,,10.000,,,,,,,,
25/04/2015,,,12.400,1.900,0.400,,,30.00,,,,,,,,,45.000,,,,,,,,,,11.000,,,,,,,,,,10.000,,,,,,,,
24/04/2015,1175.200,57.150,12.400,1.900,0.400,1.470,,30.00,,,,,,,,1.470,45.000,,,,,,,,,1.470,11.000,,,,,,,,,1.470,10.000,0.657,1,1.0,7137,,1,,
